id,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3
12367110,16019,2176.05743691124,87.06011393071589,0.48985876262255135,16020,1821.6501273695617,189.09391266577776,0.21767380378838974,16027,3108.687379640412,255.62973619686545,0.2924674335890589
12367109,16019,2373.076456103497,114.87437774630008,0.4347944971694372,16013,2887.3825820626043,350.5812933934836,0.3201463274656574,16027,3567.985019594047,238.17809024166377,0.24505917536490532
12367108,16013,1807.1464689308807,344.1759182711184,0.4557433460122292,16029,1756.0471705124255,67.01993372753304,0.31476651921306015,16020,4031.7426011263424,184.6727833684736,0.2294901347747106
12367107,16029,1651.820018340604,104.88133800523826,0.3274209868490371,16015,2936.728837697985,262.5365145683039,0.061299672323704896,16013,811.5993021899972,320.7911165866935,0.6112793408272581
12367106,16013,718.1472956343729,227.9570895034188,0.9989543903148256,16006,3675.741713379494,334.03129546428755,0.1149827161568444,16017,4892.811970750104,258.77636699945606,-0.11393710647166995
12367105,16013,1684.314951470785,199.1889121696964,0.5714810009484921,16006,2733.770669055801,323.4033405432803,0.2765097755791223,16095,4761.128658865013,68.45132228245001,0.15200922347238555
12367104,16013,2760.8421801969453,191.9974540084793,0.2748414572814496,16006,1974.860663594934,303.3266654173634,0.518402399929475,16095,4454.132398070491,81.75279453349799,0.20675614278907542
12342607,16017,1289.33188357189,88.03110785219542,0.275132829739298,16028,888.4007080266397,190.7542066186099,0.6397746085513994,16062,5769.304533780507,348.179842102915,0.08509256170930261
12342606,16028,1991.3948513289563,185.38537136223812,0.592079213837803,16062,4693.915012737486,345.15107695513404,0.2762739133374795,16015,3521.31621168444,117.10591395226754,0.13164687282471754
12342605,16006,4900.139889753954,64.86137676741362,-0.011602180777518642,16017,2507.049833063999,150.19023649826613,0.6043234554368188,16062,3639.37331817572,340.3462662653694,0.40727872534069987
12342604,16006,4520.568458307904,77.5858440086285,0.16812919038070598,16062,2630.871894738823,331.75142046783577,0.5221745153693264,16028,4208.4689105508805,183.1215741134288,0.3096962942499677
12342603,16062,1749.913311200538,313.64317802252367,0.6472663998851275,16017,4556.885225522729,164.67927132799912,0.23678270861422773,16053,4686.424827833712,51.09342302918896,0.11595089150064479
12342602,16062,1291.1929671335251,274.34907732044326,0.7257781630733748,16017,5630.413265141096,167.8724885969508,0.07149826399012603,16053,4062.929573533259,63.17436481120251,0.20272357293649912
12367125,16035,4150.161685004215,45.35468829896109,0.8135677242452903,16031,7385.357294413112,281.5990944893036,0.40463271422976643,16047,5574.288036841578,346.5886815467253,-0.21820043847505688
12342601,16064,1295.7167466873,24.40214585295746,0.5276634962990554,16006,4949.078063264681,118.44903319955654,0.052613331778776834,16062,1654.220992325288,232.28685534139052,0.41972317192216774
12367124,16035,3444.3505865279053,58.36432616587797,0.1937653640757287,16034,838.3347733452695,289.8933852924728,0.8985169668206386,16048,5365.487002970389,351.0796978947041,-0.09228233089636732
12342600,16064,518.9180240660338,82.23063782163354,0.8355035387367242,16059,2379.372357486998,252.26603759609003,0.17111079437777427,16062,2503.9992326554943,212.0773365118952,-0.006614333114498485
12367123,16035,2994.5307879915304,76.54350324844637,0.24648768612605101,16034,1154.7731968266007,224.438692474824,0.7001070880306604,16039,6247.397889272785,327.161597237814,0.05340522584328864
12342599,16064,1150.6323411720862,154.6304660370481,0.6671438551902293,16059,2932.261740463332,231.27005779482045,0.19583775216009616,16054,4603.628378198037,63.99801271437445,0.13701839264967447
12367122,16035,2921.445736891131,98.12550115372731,0.26245494789814094,16034,2104.3293854219464,203.1920205339711,0.37346692026029427,16047,2492.486990427435,327.1096822837048,0.3640781318415649
12367121,16040,3294.98005604876,66.38516859524123,0.37743203871728304,16034,3160.2089200155724,195.58269170884705,0.39866057657664006,16039,4575.0050672009065,311.4674182995538,0.22390738470607702
12367120,16035,3880.9864126015914,132.7108690961703,0.20558862071417547,16047,1399.6594072024227,264.8114340014988,0.6663914904636419,16042,4769.940820166681,17.97149446194919,0.12801988882218268
12342623,16036,2428.5478993673646,72.728720960288,0.3531220953862936,16031,1464.107999187556,234.6230669699925,0.556272113723536,16046,2970.2891749104,312.3054163457208,0.09060579089017042
12342622,16036,2330.640099176766,99.60186819937172,0.4374011843488181,16031,2303.76743633203,211.82480996225357,0.18073916259953038,16046,2389.5026393488424,291.8538665245727,0.38185965305165154
12342621,16031,3306.842402463192,201.94629921548523,0.48278959686196826,16047,4785.519551270142,79.52365298194871,0.17898976982185064,16037,3993.0732760267097,351.77803411542124,0.33822063331618113
12342620,16046,2622.276417589499,239.52057277876875,0.46627916846870515,16037,2903.267220854239,348.2322495936156,0.2937984006034628,16047,4690.806113060831,92.9282798164366,0.23992243092783205
12342619,16046,3340.039442615589,223.07216287138567,0.25498623480745947,16037,1837.7733320515576,340.50944923347834,0.5643001989135851,16047,4854.916329715931,106.13782769344692,0.18071356627895546
12342618,16047,5253.652179344427,117.9106718869051,0.12142442515424987,16046,4230.787059883642,212.96444480829967,0.04744326295381215,16037,888.8178016280906,314.47247661667683,0.831132311891938
12342617,16037,816.5362541154348,233.3761356190729,0.7291931000118673,16039,2984.595728120208,120.675130690524,0.15128132836079852,16024,3981.525762842773,352.2122769046607,0.11952557162733414
12342616,16037,1734.2508572180222,202.956342424167,0.5804834442050804,16024,2889.9077381384377,348.81469505218314,0.2728142355253892,16030,3727.761164632752,74.1630058451376,0.14670232026953037
12342615,16023,777.2435327024234,96.16564394192966,0.59620594879949,16037,2795.1194852036483,194.450338888566,0.1419690057040154,16024,1820.6432872690173,341.367848687667,0.2618250454964946
12342614,16021,1559.7759776348892,40.85998320431554,0.3922953224267898,16023,1410.2781522506325,147.79269381713698,0.46309639424596744,16007,4457.507203705838,276.82156457850186,0.14460828332724274
12342613,16023,2416.161283868358,162.40036694536104,0.41995162713162504,16027,3965.276324403247,51.9367508040375,0.31992786209703933,16007,4484.75590727114,262.5648799878516,0.26012051077133563
12342612,16021,1427.7106836642856,136.75081975301418,0.2747768810465772,16025,644.8076543402502,254.6930695505093,0.6572821260507102,16028,4676.600493989597,359.2624481361148,0.06794099290271256
12342611,16027,3087.993980140056,85.81932796158725,0.15300114626595965,16025,1432.464082872826,206.6733887806688,0.6427031539111525,16028,3567.341029237464,358.694041978297,0.20429569982288787
12342610,16027,3184.0389047614663,106.13183326360512,0.1360050693000756,16025,2480.391313792469,195.5310021431397,0.41758662822846915,16028,2458.7478903253013,357.61276461415395,0.44640830247145524
12342609,16027,3633.825066760697,123.2892360565018,0.09468640468130192,16028,1352.4650832346751,354.7595166113998,0.6998385215651688,16025,3566.0835922970723,191.07894796159587,0.20547507375352933
12342608,16017,1745.638436205707,48.61349389426664,-0.01213866534530236,16028,277.6616156167541,328.60388466860644,0.9590315480733594,16027,4328.447937419332,135.82233022651246,0.05310711727194289
12307599,16063,818.3723183384467,91.1524412595299,0.6717525292999879,16075,2921.40843526688,214.5260323662227,0.1196424016512284,16065,2071.739639241285,317.49223437996324,0.2086050690487838
12307598,16075,3896.590318777532,205.51072800990832,-0.10091299512979209,16065,1482.2311905536435,286.3568037595727,0.6724514338162019,16058,2358.276275795936,138.35818844466178,0.42846156131359026
12307609,16067,5560.902016506689,163.35147004196574,0.33596990211656363,16066,3234.975900434878,339.63125389039504,0.6037564295061623,16073,4967.502246451316,249.18839949870164,0.06027366837727407
12307608,16071,4269.718636980885,252.54963597784644,0.24607221611625038,16066,2239.661458519452,329.1552267688323,0.6293296765882025,16057,4998.792274648111,21.503910369390496,0.12459810729554704
12307607,16057,3976.816196725414,27.074433495587016,0.1500348585905014,16071,4742.017442283038,239.7316142031005,0.07994085580375772,16066,1425.3036234473734,304.781601877216,0.770024285605741
12307606,16057,3017.710430838778,36.32749342367657,0.33634100060665806,16066,1229.3502485981471,256.0312631548077,0.7598386030056796,16075,5567.584800096415,344.37866663407755,-0.09617960361233771
12307605,16057,2205.099499281057,53.18467577674312,0.41986884900300414,16066,1858.9056836752852,220.82851952280183,0.5358094379924075,16075,4516.154326545521,340.31066667372727,0.04432171300458831
12307604,16066,2804.3158504904195,206.19049884524483,0.307486046312315,16075,3501.101489643564,333.83313809788683,0.21046526631387433,16057,1755.7738427509526,83.0795470649,0.4820486873738106
12307603,16061,1190.3303011363294,96.8231084313357,0.6075383503442784,16066,3838.9171949393385,199.16167417790112,0.12005196306293521,16075,2565.9691684530244,322.3806113163214,0.27240968659278636
12307602,16058,3148.0390384846,31.74960484283605,0.08200698407990133,16061,1705.9095938084745,137.17858241917895,0.4842236293924621,16075,1837.1500615997008,300.14627769573684,0.4337693865276365
12307601,16075,1621.878977528912,263.37224081948017,0.4692438581320509,16063,2366.180638115423,21.38960211608685,0.3314450787204438,16057,3539.7794918292057,151.74201636840064,0.19931106314750527
12307600,16075,2085.7428010806807,231.54843551539255,0.38921392528616144,16065,2975.1755671602177,332.419867610951,0.11510284043727126,16058,1675.3919709491634,74.16025113462655,0.49568323427656724
12356607,16015,530.4729113872653,215.95716773419107,0.830477538322891,16006,4482.020679085657,13.037668498591302,0.05110461695035723,16013,2166.6474521864857,74.44721201962295,0.11841784472675183
12356606,16006,3403.966795215027,16.916266345409156,0.27150848046256665,16015,1574.6217761412452,192.17645739005007,0.622944955355744,16013,2133.2685839502724,104.35412278243972,0.10554656418168927
12356605,16006,2355.7650693472606,24.3103711861757,0.48247262685333253,16016,3010.6086052655605,214.55318746234772,0.3490878619074741,16013,2621.348999170973,128.6913911142683,0.1684395112391934
12356604,16006,1405.8587661914607,42.46603650219896,0.737191818398254,16017,3922.7012094247534,214.83191249078487,0.2432403611776461,16013,3414.129538046697,143.61317990365978,0.019567820424099946
12356603,16053,3014.056487113108,3.4546766637149062,0.17111360023451472,16006,931.3600352825944,94.47922287125124,0.7287120368056477,16015,4884.536998612775,184.62753069163733,0.10017436295983766
12381112,16042,4792.683985654384,206.7838537884032,0.1426629932424249,16019,2703.1830149143248,332.31631292487594,0.5760756775411854,2800,4444.12633577962,130.59187283271058,0.28126132921638963
12381111,16045,4161.8472638794165,164.94364892770432,0.2644927616597261,16019,1809.913999264641,315.18613673350904,0.6468772506101519,2320,5760.281608391966,55.37458104708554,0.08862998773012196
12381110,1720,4462.227001863361,24.06841342663182,0.16952657258535994,16045,5237.428111011109,168.30822237503298,0.14770529872258445,16019,1307.0645179300377,277.6574387339712,0.6827681286920556
12381109,16019,1614.031444273527,234.5719319603687,0.5479634395301115,16008,1858.2057646499984,348.2993521754854,0.3067243150880135,2320,4817.104270310139,77.36771816814036,0.14531224538187498
12381108,2320,4681.059552746846,90.68940859434292,0.09430318854979465,16019,2442.5069941145134,213.13095190596724,0.18651344576971027,16008,813.0975187069037,330.80460766772023,0.7191833656804951
12381107,2320,4804.597796550143,104.04643906317943,0.023757468089548373,16008,577.3941391498348,226.15183228141345,0.8646244429273474,2790,3622.508762132416,31.9942329668512,0.11161808898310421
12381106,1720,1778.524860560285,101.8390734222831,0.16630958886878794,16008,1571.5311329947672,196.11454599059627,0.5679050218094807,16095,3081.7402908909767,18.58098456295687,0.2657853893217314
12381105,2790,2064.09532155348,65.60066759715284,0.39745243584720596,16008,2658.969366787501,189.87440711229615,0.4285401865452304,5600,4584.520155471425,344.9803423859654,0.17400737760756357
12381104,16095,1174.826174339364,53.33629651244456,0.587549096202224,1720,3094.0745126328547,146.64713597358923,0.23214339772588982,16093,3700.1393166712223,326.4318906586288,0.18030750607188623
12356623,16047,3401.9839483016463,21.97278298998441,0.20621863584685157,16034,1998.1871618425928,115.88622876921472,0.5530174701779877,16031,4733.848294610428,260.4855221691609,0.24076389397516063
12356622,16034,2662.162728759381,138.12178241079766,0.19721408470401686,16036,1220.1673060094772,254.6211697482316,0.6230080291558469,16048,3493.5713059162954,29.747962002778195,0.17977788614013634
12356621,16036,1867.4754649588951,219.86639125775983,0.5501488337042971,16039,3093.0865177096257,344.5743242499745,0.3112681371109099,16035,5698.107398391123,105.9996116966674,0.13858302918479298
12356620,16047,1223.6865586380618,98.19650613015624,0.5040901687603646,16036,2819.608860418726,205.5845909817483,0.18782781346333235,16039,2053.07302412268,335.7479636742474,0.30808201777630295
12356619,16048,1697.7563155348053,100.04611711394216,0.35570014865358585,16036,3857.0725848499783,198.72484086996792,0.07519607827698663,16039,1151.9982838350245,311.4181825162815,0.5691037730694275
12356618,16030,3305.752659395568,2.703097160736661,0.14465440045765132,16048,2168.6227900886465,130.4142905191793,0.23998576369823255,16039,950.3525381899708,248.54069961482276,0.6153598358441161
12356617,16023,3450.5030605451493,309.6400858191848,0.3577162517161471,16043,2903.63902622985,54.96325793747019,0.3067678696606226,16047,3687.5221458500714,161.83788477345092,0.33551587862323035
12356616,16039,2729.0280993863703,199.82754122176487,0.38351631577890305,16043,2421.8272059940205,76.69858600528323,0.40658102894230824,16021,4219.652411267371,325.18788471044275,0.20990265527878862
12356615,16026,1539.699301016278,5.49195772289562,0.024695492979866594,16030,97.98685964026886,106.16531990778128,0.9617315495598795,16037,4935.01549949558,237.63875961115204,0.013572957460253911
12356614,16026,441.4325673277391,16.686883340480392,0.8271711716536171,16023,2943.648060123238,247.4666697257482,0.0972156324137284,16043,2850.568035338017,125.67407460644586,0.07561319593265449
12356613,16020,2800.169181318872,58.02786236216372,0.08312738850006371,16026,695.0992004101774,171.21637737189826,0.3540779450956889,16022,512.8063533103166,287.79701265483413,0.5627946664042474
12356612,16020,2384.131150038416,81.00106045076893,0.1488300431471243,16022,1080.403944225615,208.0998249824074,0.5256639224599879,16027,1447.870247801886,345.2463378724637,0.32550603439288767
12356611,16022,2129.721368185166,194.39607031218367,0.11844756521913237,16027,485.67657036000577,306.71284185537024,0.8205450959504417,16019,4936.775420860588,76.24904100973083,0.06100733883042602
12356610,16020,2960.183188772688,128.5968918902725,0.40046372647716805,16025,4741.687755639327,240.64319854411,0.18608925206732424,16015,2910.7226038896133,355.0809873620089,0.41344702145550777
12356609,16027,1976.720311621056,192.5816127041387,0.43920283021728695,16019,4867.7638410420095,102.40999792862664,0.057969172985996104,16015,1810.4833115368967,351.4165296036407,0.5028279967967169
12356608,16015,739.9623313419149,336.8552018600227,0.9734254861035581,16016,1852.1072527820331,297.3139814980226,-0.1469468401128676,16027,3072.366425777081,188.44525352000207,0.17352135400930957
12332111,16028,4326.535862913274,35.632040834560144,0.308525129628479,16007,3418.181355164619,213.51581545337424,0.4001741622061673,16025,2367.6268196783067,124.17458698996133,0.2913007081653538
12332110,16028,3469.513768199386,46.07869842131572,0.5790168182062977,16007,4395.76059485588,205.7379239059636,0.4532113240841324,16021,4844.194215799194,133.09226898665133,-0.03222814229042998
12332109,16028,2796.4914172118024,62.370236694187895,0.832508508636066,16027,5997.84735036421,109.92904847212225,-0.41115411844263644,16025,4033.57927840412,151.64222188862448,0.5786456098065705
12332108,16028,2463.2174177411425,85.64415322579151,1.4554274083280712,16017,4063.347455303188,74.23211053419868,-0.5345077272163467,16025,5029.731330157747,157.87465739704749,0.0790803188882754
12332107,16062,5774.017301003777,14.222412014034774,-0.03922087191011,16028,2603.6062083391203,110.75687178321476,0.7143366880487083,16057,5615.040548353709,310.69049785319044,0.3248841838614017
12332106,16062,4699.69384048641,17.294044594854427,0.12384804618141568,16028,3155.051833122871,130.10697943302375,0.563421318849881,16057,4981.780572886468,300.8020979663315,0.31273063496870324
12332105,16062,3646.810829896469,22.16083769991309,0.30052967852119594,16028,3948.950809152264,142.72549569419743,0.4042692276846813,16057,4535.627342511781,288.5273553231198,0.29520109379412274
12332104,16062,2641.13782222323,30.84361310273772,0.48522318713779033,16028,4868.095999551615,150.86511287846486,0.24457488105877065,16057,4334.746312490076,274.38484841315613,0.27020193180343893
12356627,16036,5334.435242789278,348.38859624760903,-0.08432304286374001,16031,5865.715398132673,308.56364563332704,0.6568412345270522,16035,7566.822661416279,47.74614212476848,0.42748180833668775
12332103,16017,5849.739569176224,139.450394939896,0.22207427251380343,16057,4412.763349747917,259.8399896114552,0.24650160290276957,16059,2585.272112346175,8.812545780908408,0.531424124583427
12356626,16034,3081.200497898265,37.11795155591449,0.9297126504112763,16036,4258.482339591957,345.11068200760525,-0.41250378570565194,16031,5264.143447013076,298.93426145156866,0.48279113529437573
12332102,16062,1311.9585094032695,87.90471224302001,0.5262090397493873,16057,4755.974332039774,246.6079488235847,0.1706642528838425,16059,1492.6917999737766,14.532372460549992,0.3031267073667703
12356625,16034,2279.4971199544298,53.77257561390371,0.7896271838252046,16036,3205.800499227484,339.6508798793002,-0.12723069215379088,16031,4845.6005759151785,287.2516316550004,0.3376035083285863
12332101,16059,486.76348542805897,46.49203431503025,0.7999610407042277,16062,1670.4806802095304,129.46871911155836,0.13175504069309915,16058,4738.7850287978135,290.8547896407499,0.0682839186026732
12356624,16034,1833.690691526071,82.5614993764247,0.7430016079373838,16031,4659.672239865388,274.02761631834164,0.2804949397468761,16039,6356.70421039789,353.1241242938536,-0.023496547684259964
12332100,16064,3112.0442495778984,89.62818348058488,0.08970437838596956,16059,842.6586739623003,156.8326590104664,0.781718157130926,16058,4487.126325379038,277.3905673913448,0.12857746448310445
12332099,16059,1909.8549065073496,170.6589467300147,0.4155904185126967,16064,3276.9165410709707,109.4215714198429,0.31761396137574655,16058,4502.987780273117,263.2068941759155,0.2667956201115568
12332124,16031,1449.4890629843917,81.5792829067949,0.6935382558139473,16033,2820.611293839635,276.1953420147258,0.3383468827161217,16046,3089.363003287881,8.01786304754279,-0.031885138530069156
12332123,16046,1991.927512098048,11.863307852921992,0.3165968928413278,16031,1673.48372014826,122.43326064309248,0.4400753900721429,16033,2938.09357773932,254.0905168406748,0.24332771708652925
12332122,16046,924.9477126204714,24.807168733371668,0.7084766183751885,16031,2442.1750562067514,145.27862891814442,0.14572351937412248,16033,3431.198202181442,236.07112657877883,0.145799862250689
12332121,16037,4400.660314390317,27.536029266117797,0.05128859459925973,16046,455.4503499643234,126.38658888622558,0.8961136454114502,16033,4168.6978594298,223.4782808524248,0.05259775998928996
12332120,16037,3442.322748377253,35.78791992604931,0.22572805284921021,16046,1422.500456114083,165.95475490418494,0.6362493501516144,16032,4504.815022729742,281.1262710297672,0.13802259699917532
12332119,16018,5238.431705023518,328.9986284300549,0.33472968639141976,16033,5998.375794735019,209.03481505444455,0.31442333110247433,16039,5253.885841701821,82.92578872869052,0.3508469825061058
12332118,16037,2051.728766353602,73.7890986877473,0.46368454459230407,16046,3612.228989069004,175.19858132097988,0.28322159287497484,16018,4338.513447118552,321.1829144078956,0.25309386253272115
12332117,16023,4005.188077985011,58.60886983833064,0.2991592750493124,16018,3559.2748413934232,309.63757783057184,0.3962149932487983,16046,4717.71561652543,176.5863806044365,0.30462573170188934
12332116,16024,3454.137360781809,36.26266130139391,0.13939636185020526,16037,2535.011645501546,130.51303718867035,0.46325427994236457,16018,2996.396870960099,292.792140065517,0.3973493582074302
12332115,16037,3351.2563100620987,145.34137801926664,0.3139122909653156,16018,2784.345784940024,271.049034224161,0.41903380332641293,16025,3721.313140838916,33.32905777224664,0.26705390570827153
12332114,16007,1885.0282036997116,284.7379987351006,0.5307225857048132,16037,4301.134962106273,154.0168770465648,0.18973661042426174,16025,2844.50917452244,45.338118376471016,0.279540803870925
12332113,16007,1949.1757047764345,251.1348879262443,0.5280682273722832,16025,2190.546106126425,66.03742245042827,0.44586139010519155,16023,4079.986100960217,125.21954941098534,0.02607038252252524
12332112,16025,1992.4765952677096,96.34309492855198,0.7375719143101466,16007,2551.370751993485,226.99941667460556,0.4438546617458272,16023,4791.447513720145,136.2777602878122,-0.1814265760559738
12297103,16075,2232.8061624121387,27.54790847420469,0.5440749312285965,16074,5308.6008613692775,277.79671883216616,0.16134121493209963,16066,3915.0802532494986,160.0023426166157,0.2945838538393039
12297102,16075,1332.868347140789,49.26209748341961,0.9805152785070433,16061,3977.9396258693305,109.13650621472738,-0.2138950209451077,16066,4966.428971183015,164.63245550741112,0.23337974243806445
12297101,16065,3897.667793794187,18.59886169473117,0.40817556275974654,16074,5512.848914472032,254.21657909912292,0.3100866097412884,16057,5321.794861981009,126.56979590227007,0.2817378274989651
12297100,16065,2857.939359792884,25.27823832879227,0.5789811548618148,16074,5932.407234395124,243.90601328194032,0.2525169416233685,16057,6033.0191037648665,135.19614904376,0.16850190351481678
12297099,16065,1899.5532324734447,39.08568157130935,0.7372491947371314,16074,6516.131701356874,235.19646188837748,0.19106112217014296,16061,5923.267091952329,141.46821241568608,0.07168968309272569
12297098,16065,1230.1550971463269,72.75921928002845,0.9077152751093898,16074,7224.338408911614,228.05347744128056,0.13992210306379496,16061,6814.280633974243,147.441870027228,-0.04763737817318475
12297105,16066,2011.5041386199237,136.51144526009648,0.6153919369880378,16075,4335.500820270951,14.398721700119095,0.19294044934363155,16072,5062.983348490407,272.82449253129823,0.19166761366833054
12297104,16074,5547.33372412187,289.2618569279461,0.30535006761673783,16061,3912.23312176766,76.46506131160959,0.5042717546330465,16071,5980.420432426059,195.1532739579619,0.19037817775021568
12370607,16013,1523.0002327909076,295.0416635768772,0.6705217139871329,16019,3435.738568134933,158.74346818138474,0.18171747619049447,1720,4416.360099238676,80.90480306062858,0.1477608098223727
12370606,16029,1675.8209094331703,154.9530215718553,0.15251135345092037,16013,1475.2419722660327,251.6209712094968,0.6224390512897449,16008,2665.509727489552,125.73019566618144,0.22504959525933477
12370605,16095,3974.920937821981,63.64631362650477,0.6631999047431137,16006,3334.450743829449,311.5259015146156,0.7064279499665009,5600,4602.882029385447,17.85835688207186,-0.3696278547096146
12370604,16093,3086.2758761440664,10.328567453852202,-0.06079641412316792,16006,2746.749483845466,293.6260231640518,0.6078340529788004,16095,3601.6552164422624,79.5265235487334,0.4529623611443675
12370603,16093,1998.8842530799764,15.47030612912772,0.2934933172773804,16095,3550.7667781725863,97.3637091319,0.270561225932667,16006,2536.7017598489238,269.79669134296614,0.4359454567899526
12370602,16093,964.421252019238,32.13627462677499,0.6885965034949482,16095,3835.111717200954,114.08206958809852,0.07314473618013108,16006,2790.921569452817,246.36721924754696,0.23825876032492077
12370621,16035,2506.8921587975806,126.94965672338486,0.5643973256455546,16036,4867.700892312381,253.65689605167725,0.2454421163810872,16042,5696.977401546541,6.282854229699808,0.1901605579733582
12370613,16019,3717.0291207092782,21.568613175554447,0.3113340854891288,16026,3421.1809928732146,259.5034265165197,0.34172978637991874,16044,3318.168998194948,140.8509571194577,0.3469361281309525
12370612,16019,2705.699188015857,29.84020066862132,0.4870124914353144,16044,4227.232302599764,150.60620877329166,0.23417715811285267,16022,4076.661642292109,257.3990454753058,0.2788103504518329
12370611,16019,1813.659204127238,46.98847402845246,0.6991778009152605,16027,3874.647641577108,275.24258337465267,0.0712598105977581,16026,4435.111766138805,230.13477058778656,0.22956238848698138
12370610,16019,1312.2394935135508,84.42909984196973,0.5206992232842489,16020,2124.421944355606,212.93655526908532,0.38928701191103227,16008,3653.309298229962,37.90418083500208,0.09001376480471879
12370609,16029,1968.014696823117,23.030376466447706,0.38700107740557077,16019,1618.2269934243184,127.37912314230806,0.433351100791955,16027,4322.064642192977,244.4287593489005,0.17964782180247424
12370608,16029,1026.685596927664,46.91087314844077,0.7659849181725978,16019,2445.28734897196,148.82652358460655,0.09744381903912734,16027,4920.37722228671,232.79292116710712,0.1365712627882748
12346111,16027,2225.645337339708,83.76893651750908,0.3898359559001674,16025,1969.1832348215448,230.08324397695333,0.47553364502913903,16028,3706.307218430619,345.1708290059984,0.13463039907069357
12346110,16027,2357.230401756584,111.61246787828397,0.36402200438801263,16025,2824.500132151397,212.8302357581346,0.2662239512857973,16028,2656.334303731015,338.5921625486309,0.36975404432619013
12346109,16027,2936.6220996825864,132.34350680325616,0.3099374300080582,16025,3813.415114218232,204.02047430886597,0.0716953349212673,16028,1685.142183590122,323.997303490148,0.6183672350706746
12346108,16028,1042.8336657772056,284.06655261711614,0.5041218734554682,16027,3762.333300025529,145.15726791658824,0.14684438798770744,16017,1251.4995869410664,20.719867522062657,0.3490337385568243
12346107,16017,426.1300891881749,81.80386428823465,0.7995927672048778,16028,1341.4610247767623,230.32981908106947,0.23387987378195876,16027,4706.458839229365,153.11159086239843,-0.03347264098683661
12346106,16006,4814.774987427809,48.22096684559136,0.2784090182343432,16028,2230.6418764191176,208.18485686369792,0.653416630491179,16015,2768.5738722089995,124.99996562775436,0.06817435127447775
12346105,16006,4140.411817013626,59.55355409125747,0.13075297802370464,16017,2192.010594754011,170.02332515582395,0.5860444809317554,16062,4028.698065635454,328.7397374381338,0.28320254104453996
12346104,16006,3683.497737718369,74.43702260154316,0.22732597763390908,16017,3288.3008768804166,173.73673015555585,0.3598864829175535,16062,3147.4525070269933,317.8637409150464,0.41278753944853747
