time_local,16006,16007,16008,16013,16015,16016,16017,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16028,16029,16030,16031,16032,16033,16034,16035,16036,16037,16039,16040,16042,16043,16044,16045,16046,16047,16048,16052,16053,16054,16057,16058,16059,16061,16062,16063,16064,16065,16066,16067,16068,16069,16071,16072,16073,16074,16075,16085,16086,16093,16094,16095,1720,2320,2790,2800,5600,5700
2013-05-30 12:00:00,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,1.016,1.016,1.016,1.016,1.016,0.0,0.0,0.0,1.016,0.0,0.0,0.0,1.016,1.016,0.0,0.0,1.016,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,0.0,0.0
2013-05-30 13:00:00,0.0,1.016,1.016,1.016,1.016,1.016,0.0,1.016,1.016,2.032,2.032,1.016,1.016,1.016,0.0,1.016,1.016,0.0,2.032,2.032,2.032,2.032,2.032,2.032,1.016,2.032,2.032,2.032,1.016,2.032,1.016,2.032,2.032,2.032,2.032,2.032,0.0,0.0,0.0,1.016,0.0,1.016,0.0,1.016,1.016,1.016,0.0,0.0,1.016,1.016,1.016,0.0,0.0,0.0,1.016,1.016,2.032,1.016,1.016,1.016,1.016,1.016,1.016,0.0,1.016,1.016,1.016
2013-05-30 14:00:00,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,3.048,3.048,2.032,2.032,2.032,2.032,2.032,2.032,3.048,2.032,2.032,2.032,2.032,2.032,3.048,2.032,3.048,2.032,2.032,2.032,2.032,2.032,2.032,1.016,2.032,1.016,2.032,1.016,2.032,2.032,1.016,2.032,0.0,2.032,2.032,1.016,2.032,2.032,2.032,3.048,0.0,1.016,1.016,1.016,0.0,2.032,2.032,2.032,2.032,2.032,2.032,0.0,1.016
2013-05-30 15:00:00,4.064,5.08,5.08,4.064,4.064,4.064,5.08,5.08,5.08,7.112,5.08,7.112,8.128,5.08,4.064,8.128,7.112,5.08,4.064,6.096,6.096,5.08,8.128,3.048,3.048,4.064,8.128,6.096,2.032,3.048,4.064,4.064,3.048,10.16,4.064,4.064,3.048,2.032,3.048,4.064,4.064,3.048,3.048,4.064,4.064,3.048,6.096,4.064,4.064,3.048,3.048,3.048,3.048,3.048,5.08,4.064,3.048,4.064,3.048,3.048,4.064,4.064,0.0,4.064,2.032,4.064,4.064
2013-05-30 16:00:00,12.192,13.208,8.128,12.192,14.224,11.176,15.24,12.192,6.096,9.144,11.176,11.176,10.16,10.16,11.176,10.16,9.144,13.208,9.144,9.144,9.144,10.16,11.176,7.112,6.096,9.144,10.16,8.128,5.08,7.112,8.128,5.08,6.096,11.176,8.128,7.112,12.192,12.192,14.224,13.208,15.24,13.208,14.224,10.16,18.288,12.192,16.256,15.24,13.208,14.224,19.304,17.272,13.208,17.272,14.224,15.24,15.24,14.224,14.224,11.176,6.096,6.096,0.0,6.096,5.08,11.176,9.144
2013-05-30 17:00:00,10.16,5.08,3.048,6.096,8.128,8.128,6.096,5.08,4.064,2.032,3.048,6.096,5.08,7.112,7.112,4.064,4.064,8.128,4.064,2.032,2.032,4.064,4.064,5.08,4.064,3.048,2.032,2.032,5.08,4.064,4.064,4.064,5.08,5.08,3.048,3.048,9.144,12.192,8.128,7.112,10.16,7.112,8.128,8.128,8.128,9.144,5.08,10.16,4.064,8.128,6.096,7.112,3.048,7.112,3.048,5.08,3.048,4.064,9.144,7.112,4.064,5.08,0.0,4.064,4.064,10.16,9.144
2013-05-30 18:00:00,1.016,4.064,4.064,3.048,2.032,2.032,3.048,4.064,3.048,3.048,4.064,4.064,3.048,2.032,3.048,5.08,3.048,3.048,2.032,4.064,5.08,3.048,3.048,5.08,4.064,3.048,5.08,2.032,4.064,7.112,3.048,5.08,5.08,2.032,5.08,6.096,1.016,2.032,3.048,3.048,2.032,4.064,3.048,4.064,3.048,4.064,2.032,3.048,5.08,3.048,3.048,3.048,3.048,3.048,2.032,3.048,2.032,5.08,4.064,5.08,6.096,4.064,0.0,2.032,4.064,2.032,5.08
2013-05-30 19:00:00,3.048,1.016,1.016,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,2.032,2.032,1.016,2.032,1.016,2.032,2.032,3.048,1.016,3.048,2.032,1.016,2.032,2.032,2.032,2.032,3.048,2.032,3.048,1.016,2.032,1.016,1.016,1.016,0.0,1.016,0.0,2.032,1.016,0.0,1.016,0.0,0.0,0.0,0.0,0.0,1.016,0.0,1.016,0.0,1.016,2.032,1.016,1.016,2.032,2.032,2.032,3.048,2.032
2013-05-30 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,1.016,0.0,0.0
