time_local,16006,16007,16008,16010,16011,16013,16015,16016,16017,16019,16020,16022,16026,16027,16029,16030,16031,16032,16033,16034,16035,16037,16038,16039,16040,16042,16043,16044,16045,16046,16048,16049,16052,16053,16054,16059,16060,16062,16064,16075,16090,16093,16094,16095,16096,16098,1720,2420,2700,2710,2790,2800,5600,5700
2018-07-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,13.208,1.016,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-17 23:00:00,7.112,11.176,7.112,4.318,7.112,12.192,38.608,44.704,40.64,16.256,40.64,45.72,62.992,54.864,6.096,57.912,49.784,13.208,44.704,24.384,41.656,53.848,54.864,90.424,57.912,51.816,60.96,41.656,29.464,25.4,86.36,51.816,2.032,3.048,1.016,18.288,13.208,27.432,12.192,2.032,5.08,1.016,0.0,1.016,3.048,9.652,4.064,0.0,0.0,0.0,0.0,20.32,1.016,0.0
2018-07-18 00:00:00,5.08,1.016,43.688,26.924,26.416,32.512,10.16,6.096,9.144,35.56,24.384,5.08,7.112,11.176,21.336,9.144,5.08,5.08,8.128,4.064,4.064,7.112,7.874,9.144,8.128,26.416,12.192,22.352,27.432,8.128,8.128,36.576,1.016,3.048,2.032,1.016,0.0,1.016,4.064,0.0,3.048,4.064,5.08,22.352,11.176,9.906,41.656,26.416,24.384,20.32,33.528,33.528,5.08,2.032
2018-07-18 01:00:00,5.08,0.0,3.048,4.572,8.128,11.176,3.048,0.0,0.0,2.032,3.048,0.0,0.0,0.0,2.032,0.0,1.016,1.016,1.016,0.0,1.016,0.0,0.0,0.0,1.016,0.0,2.032,1.016,1.016,0.0,0.0,1.016,1.016,0.0,1.016,1.016,1.016,0.0,0.0,1.016,1.016,3.048,3.048,8.128,8.128,10.16,3.048,9.144,2.032,6.096,6.096,1.016,4.064,13.208
2018-07-18 02:00:00,0.0,1.016,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8260000000000005,1.016,0.0,0.0,1.016,0.0,0.0,0.0,0.0
2018-07-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
