centroid_id,centroid_x,centroid_y,buffer_m,buffer_km,n_stations
5,336687.9312503892,4314582.30175971,3000.0,3.0,1
6,336710.90303001454,4315692.133616401,3000.0,3.0,0
7,336733.8798008943,4316801.967174422,3000.0,3.0,1
8,336756.8615623466,4317911.802433914,3000.0,3.0,1
9,336779.84831368923,4319021.639395,3000.0,3.0,0
10,336802.84005423996,4320131.478057818,3000.0,3.0,0
27,349684.4623036892,4314324.032181111,3000.0,3.0,1
28,349705.6045463947,4315433.8446724275,3000.0,3.0,1
29,349726.75138344197,4316543.6588965235,3000.0,3.0,3
31,349747.90281420364,4317653.474853538,3000.0,3.0,3
33,349769.058838052,4318763.292543603,3000.0,3.0,3
35,349790.2194543595,4319873.111966852,3000.0,3.0,2
55,341131.99163118494,4320042.974845283,3000.0,3.0,4
56,341154.3778086153,4321152.808631062,3000.0,3.0,3
57,340908.3970630419,4308944.731160654,3000.0,3.0,1
58,340930.7346475796,4310054.547826033,3000.0,3.0,2
59,340953.07709439204,4311164.366202852,3000.0,3.0,2
60,340975.4244028161,4312274.186291245,3000.0,3.0,1
61,340997.7765721886,4313384.008091349,3000.0,3.0,3
62,341020.13360184623,4314493.831603292,3000.0,3.0,3
63,341042.4954911256,4315603.656827213,3000.0,3.0,3
64,341064.862239363,4316713.483763237,3000.0,3.0,3
65,341087.2338458947,4317823.312411503,3000.0,3.0,4
66,341109.61031005665,4318933.142772139,3000.0,3.0,4
99,346977.70363678655,4308824.917054788,3000.0,3.0,2
100,346999.1883768829,4309934.724659757,3000.0,3.0,1
101,347020.6777938984,4311044.533990758,3000.0,3.0,1
102,347042.17188719526,4312154.345047922,3000.0,3.0,0
103,347063.670656136,4313264.157831386,3000.0,3.0,0
104,347085.1741000827,4314373.972341284,3000.0,3.0,1
106,347106.68221839744,4315483.788577751,3000.0,3.0,2
108,347128.1950104418,4316593.606540917,3000.0,3.0,3
110,347149.7124755779,4317703.426230922,3000.0,3.0,3
112,347171.2346131669,4318813.247647894,3000.0,3.0,3
113,347192.7614225705,4319923.070791969,3000.0,3.0,2
127,338443.54312117933,4315656.45722552,3000.0,3.0,1
128,338466.2758775104,4316766.2881134655,3000.0,3.0,1
129,338489.01357150363,4317876.120707225,3000.0,3.0,1
130,338511.7562024842,4318985.955006924,3000.0,3.0,2
131,338534.5037697771,4320095.7910127,3000.0,3.0,2
132,338557.25627270713,4321205.628724679,3000.0,3.0,1
133,338398.09242420236,4313436.800566526,3000.0,3.0,1
134,338420.81530318514,4314546.628043249,3000.0,3.0,1
155,350550.8897633475,4314307.575863778,3000.0,3.0,0
156,350571.9100509422,4315417.38712093,3000.0,3.0,1
157,350592.9349064153,4316527.2001128625,3000.0,3.0,2
158,350613.96432914305,4317637.014839721,3000.0,3.0,4
159,350634.99831850163,4318746.8313016305,3000.0,3.0,3
161,344245.5768290027,4302216.862356308,3000.0,3.0,3
162,344267.39851147553,4303326.66348507,3000.0,3.0,3
163,344289.22495419485,4304436.466332863,3000.0,3.0,3
164,344311.0561565135,4305546.270899833,3000.0,3.0,2
165,344332.8921177835,4306656.077186111,3000.0,3.0,2
166,344354.73283735703,4307765.885191835,3000.0,3.0,1
167,344376.5783145861,4308875.694917135,3000.0,3.0,1
168,344398.4285488225,4309985.506362149,3000.0,3.0,1
169,344420.2835394179,4311095.3195270095,3000.0,3.0,1
170,344442.14328572387,4312205.134411851,3000.0,3.0,1
171,344464.0077870919,4313314.95101681,3000.0,3.0,1
172,344485.87704287295,4314424.769342017,3000.0,3.0,2
173,344507.7510524184,4315534.58938761,3000.0,3.0,3
174,344529.6298150789,4316644.411153716,3000.0,3.0,3
175,344551.5133302055,4317754.2346404735,3000.0,3.0,3
176,344573.4015971486,4318864.059848013,3000.0,3.0,3
186,344595.2946152589,4319973.886776471,3000.0,3.0,3
187,344617.19238388666,4321083.715425976,3000.0,3.0,3
202,342686.6823506148,4311129.652484954,3000.0,3.0,1
203,342708.78587440803,4312239.469957291,3000.0,3.0,3
204,342730.89420620713,4313349.289145563,3000.0,3.0,2
205,342753.00734535593,4314459.110049903,3000.0,3.0,2
206,342775.1252911985,4315568.932670448,3000.0,3.0,2
207,342797.2480430781,4316678.757007324,3000.0,3.0,4
208,342819.37560033856,4317788.583060671,3000.0,3.0,4
209,342841.50796232314,4318898.410830617,3000.0,3.0,3
210,342863.64512837504,4320008.240317297,3000.0,3.0,3
211,342885.7870978372,4321118.071520844,3000.0,3.0,2
212,342907.9338700527,4322227.904441384,3000.0,3.0,2
218,342510.0273271544,4302251.174463838,3000.0,3.0,4
219,342532.09236330155,4303360.978213526,3000.0,3.0,4
220,342554.1622126973,4304470.78367807,3000.0,3.0,4
221,342576.23687468714,4305580.590857611,3000.0,3.0,1
222,342598.3163486158,4306690.399752282,3000.0,3.0,0
223,342620.4006338283,4307800.210362218,3000.0,3.0,1
224,342642.4897296693,4308910.022687552,3000.0,3.0,1
225,342664.5836354833,4310019.836728419,3000.0,3.0,1
226,341708.82569790655,4305597.893566965,3000.0,3.0,2
227,341731.02693084074,4306707.703776631,3000.0,3.0,0
228,341753.23300154856,4307817.515699454,3000.0,3.0,1
229,341775.4439093707,4308927.3293355685,3000.0,3.0,1
230,341797.65965364844,4310037.144685108,3000.0,3.0,2
231,341819.8802337224,4311146.96174821,3000.0,3.0,2
232,341842.10564893315,4312256.780525005,3000.0,3.0,3
233,341864.33589862124,4313366.601015628,3000.0,3.0,3
234,341886.57098212687,4314476.423220213,3000.0,3.0,2
237,341908.8108987905,4315586.247138891,3000.0,3.0,2
238,341931.0556479517,4316696.072771794,3000.0,3.0,4
239,341953.3052289507,4317805.900119061,3000.0,3.0,5
240,341975.559641127,4318915.729180816,3000.0,3.0,3
241,341997.8188838204,4320025.559957198,3000.0,3.0,3
242,342020.0829563701,4321135.392448337,3000.0,3.0,3
268,335821.48765123077,4314600.281449193,3000.0,3.0,2
269,335844.58141444746,4315710.114653749,3000.0,3.0,2
270,335867.680195377,4316819.949557446,3000.0,3.0,1
271,335890.7839933338,4317929.786160423,3000.0,3.0,0
284,348754.26900953124,4311011.152884407,3000.0,3.0,3
286,348796.77429887577,4313230.771696958,3000.0,3.0,0
287,348818.0338769628,4314340.583698914,3000.0,3.0,1
