,id_i,id_j,dist_m,n_samples,corr,gamma_semi,gamma_vario
7458,7020,2900,4278.365056419128,19,0.8640830602281275,0.8964328421052631,0.8835653850415516
7459,7020,1010,8390.337797133892,19,0.9488241082626592,1.1952437894736843,1.1037418725761772
7460,7020,16032,33361.51276174347,19,0.6978104682873506,161.65672252631578,154.03775822714684
7461,7020,16033,37345.22865796931,19,0.7707605378057413,23.062772210526315,21.50580990581717
7462,7020,16031,36152.13406565849,19,0.781329314833032,11.680791578947368,10.714302581717453
7463,7020,16046,33685.7941861489,19,0.7568013449699049,69.6229507368421,64.9777987368421
7464,7020,16036,33893.61774465247,19,0.7473961501211838,12.848870736842104,11.806606714681438
7465,7020,16047,31228.79709724916,19,0.7716674855017933,29.77243621052631,27.250414626038786
7466,7020,16034,35197.57490151229,19,0.6043589049789309,22.95411368421053,21.202709806094184
7467,7020,16005,6602.086649078358,19,0.7460251995257705,8.176554105263156,8.003558293628805
7468,7020,16050,5281.341953346044,19,0.7136522750122946,5.949054315789473,5.776058504155123
7469,7030,3760,32310.663798143923,19,0.12118534837235184,30.32421778947369,30.30911639889196
7471,7030,3690,25260.62169279939,19,0.4275650190872629,19.56702368421053,18.65548945152354
7472,7030,16025,31095.12097698345,19,0.038197138610450765,128.17122073684212,126.54268320221608
7473,7030,16023,34547.539882235964,19,0.03631855164715987,193.95037610526313,189.66470868698062
7474,7030,16024,32495.52653208778,19,0.03378729418891136,106.88773189473685,105.62234259279774
7475,7030,16021,32303.766559988464,19,0.035503257259092584,139.34946663157893,137.090423700831
7476,7030,16022,32828.1654754105,19,0.05144411613525069,113.70605442105264,112.17259309695292
7477,7030,16026,33813.72556647143,19,0.029152954399687455,153.3120872631579,149.7734472132964
7478,7030,16027,30639.771967236873,19,0.035366096997536026,112.91828010526315,111.5663928975069
7479,7030,16020,32583.00450002735,19,0.03419956330962684,115.32235000000001,113.78888867590027
7480,7030,16019,31936.686243633572,19,0.025836776867389933,74.48032642105262,73.92264725761771
7481,7030,16053,20436.453853022093,19,0.03643055113975645,34.05935463157894,33.84480765650969
7482,7030,16052,18584.42819811953,19,0.027771587522160565,27.825071684210528,27.492573019390576
7483,7030,16054,17915.02590288408,19,0.008307442444520587,26.29027,25.814084731301943
7484,7030,16051,19071.526425374333,19,0.015248908358985683,28.12388263157895,27.791383966758996
7485,7030,3000,20158.837500174406,19,0.0392900481293738,25.122190842105265,24.592391168975066
7486,7030,2900,20975.57809121444,19,0.04856562595781444,24.225758000000003,23.639484487534627
7487,7030,1010,23438.526085798312,19,0.10374590601695849,23.954111684210524,23.621613019390576
7488,7030,16032,38226.30107021917,19,0.04038699763800491,192.45632136842104,188.91768131855957
7489,7030,16033,43250.0149061835,19,0.011499729523211724,50.30380431578948,50.16789180055402
7490,7030,16031,43677.34694021396,19,-0.010578724307642519,38.2155432631579,38.204731024930744
7491,7030,16046,40730.83253723101,19,0.022894509471058682,99.29521736842105,97.66667983379502
7492,7030,16036,42727.781590149025,19,-0.02543187735445346,39.80467421052631,39.78456880886426
7493,7030,16047,41029.85515061675,19,-0.00781183409147422,58.398864526315776,57.89622948476454
7494,7030,16034,45047.0714580647,19,-0.05370077968303243,51.010084736842096,50.81269437119114
7495,7030,16005,22159.789918613453,19,0.04254685799323893,32.82336389473684,32.60881691966758
7496,7030,16050,18568.19288323647,19,0.01954673632577967,30.46004094736842,30.245493972299162
7498,3760,3690,18019.792410988663,19,0.8608619029511736,8.475365052631577,7.783381806094188
7499,3760,16025,41011.33053334316,19,0.1606070318439772,111.45648336842106,109.49920017728539
7500,3760,16023,42793.99808905402,19,0.15946739014967165,175.15754442105262,170.34797491412738
7501,3760,16024,42146.54045744644,19,0.16352405123129243,90.43105852631578,88.87409622160662
7502,3760,16021,40713.43062116239,19,0.16171968193820507,121.94203115789473,119.29848359002769
7503,3760,16022,39543.395519489255,19,0.1581772416290519,98.87925894736843,97.02634513019392
7504,3760,16026,39915.58112401148,19,0.16635174305081984,134.4920909473684,130.4760146260388
7505,3760,16027,37541.98368591355,19,0.16442271856355883,96.27145431578948,94.61870094182828
7506,3760,16020,36867.0560352034,19,0.15891033557968628,98.87925894736843,97.02634513019392
7507,3760,16019,33962.22514399031,19,0.17261837307585737,58.59411031578947,57.837789783933516
7508,3760,16053,28451.68375161713,19,0.15715367598318356,22.302162526315787,22.18635541274238
7509,3760,16052,27083.052556585626,19,0.21768473090194013,15.592498526315786,15.386619213296402
7510,3760,16054,25810.498856287304,19,0.16308651502617483,15.076370526315788,14.754684099722995
7511,3760,16051,22972.639337022934,19,0.16151304551552095,16.62475452631579,16.418875213296406
7512,3760,3000,19918.36123741259,19,0.32179726619477106,12.441401263157895,12.075393595567867
7513,3760,2900,17622.21758210144,19,0.42229895504557985,10.947346526315792,10.534158182825486
7514,3760,1010,12171.733038670853,19,0.8156613400392428,5.3242677894736845,5.118388476454297
7515,3760,16032,51201.294821025615,19,0.15565490394558182,174.47842863157894,170.46235231024934
7516,3760,16033,54272.987503806646,19,0.17518690079460603,35.44984421052632,35.20822196121884
7517,3760,16031,52051.174945761595,19,0.17990784349282787,23.90487578947368,23.853405961218836
7518,3760,16046,50176.72594616221,19,0.17324905227801976,81.79270568421053,79.8354224930748
7519,3760,16036,48951.476229987624,19,0.1749317001971681,24.909967157894734,24.839911002770076
7520,3760,16047,45725.66855686745,19,0.18384859519815067,41.50755705263157,40.81557380609417
7521,3760,16034,49128.29195556087,19,0.1483978888985608,34.30892968421053,33.987243257617735
7522,3760,16005,22233.739181731922,19,0.20692975154059337,20.128991999999997,20.013184886426593
7523,3760,16050,24292.255217397105,19,0.15267870044997228,18.825089684210525,18.709282570637118
7550,3690,16025,47455.503460875174,19,0.4324157928348608,105.9148985263158,100.93805207756235
7551,3690,16023,50208.79840233159,19,0.4304973929879188,171.73480084210527,162.5846091523545
7552,3690,16024,48833.74445496179,19,0.4431955714307678,84.29185178947367,79.96695649861492
7553,3690,16021,47846.2873272523,19,0.4386035188797773,116.88940968421052,110.8488534515235
7554,3690,16022,47348.53947073337,19,0.4377894731676477,92.7943814736842,87.98481196675901
7555,3690,16026,48046.25901124668,19,0.4476986590445374,130.41739621052628,122.37523554570637
7556,3690,16027,45024.11213308736,19,0.4408456993488758,90.40389389473683,85.92029996675902
7557,3690,16020,45491.744031543836,19,0.431883953389773,92.95736926315787,88.14779975623271
7558,3690,16019,43248.88641621296,19,0.4576561490617624,51.47697684210525,48.58179900277008
7559,3690,16053,33623.26835407161,19,0.4234605875445704,11.707956210526316,11.466333961218835
7560,3690,16052,31527.89191755646,19,0.4750762577707402,5.324267789473684,5.181296044321329
7561,3690,16054,30094.127952428145,19,0.42007708031435065,3.7215545263157894,3.651498371191137
7562,3690,16051,28363.60969095454,19,0.4201708508507638,5.595914105263158,5.452942360110804
7563,3690,3000,26310.21247940989,19,0.5393261502726024,2.716463157894737,2.664993329639888
7564,3690,2900,24696.562952162138,19,0.6131725410944683,1.8200303157894737,1.7842873795013852
7565,3690,1010,21091.04692017195,19,0.8788781310752904,1.6842071578947369,1.5412354127423824
7566,3690,16032,56978.62816302906,19,0.4209699554761231,170.62105094736842,162.57889028254849
7567,3690,16033,61176.022538434205,19,0.4709144220142651,26.974479157894734,25.223075279778385
7568,3690,16031,60078.871144158555,19,0.4685772323320293,14.66890105263158,13.548002570637118
7569,3690,16046,57592.32408683283,19,0.4593342806054855,76.08813305263156,71.11128660387811
7570,3690,16036,57769.854855551515,19,0.45700999685171667,15.728321684210524,14.525929307479226
7571,3690,16047,55004.30671899791,19,0.47565815146093254,34.1187772631579,31.35084427700831
7572,3690,16034,58905.19584277394,19,0.3758049133871341,25.833564631578948,23.87628144044321
7573,3690,16005,29661.159358418885,19,0.4735392064264182,10.404053894736844,10.162431645429363
7574,3690,16050,29199.06053509092,19,0.4010242622779053,8.067895578947368,7.826273329639887
7575,16025,16023,3505.3285674729964,19,0.9998607691899916,8.013566315789467,7.38306091966758
7576,16025,16024,1434.1258642810678,19,0.9987759381495076,1.4668901052631613,1.4440146260387867
7577,16025,16021,1821.2318872443846,19,0.9996083994948818,0.3803048421052612,0.3288350138504133
7578,16025,16022,3681.65827318568,19,0.9996377069041554,0.5161280000000016,0.5146982825484786
7579,16025,16026,4506.643520140927,19,0.9957769269548963,2.4448168421052596,2.078809174515232
7580,16025,16027,4015.5710021457917,19,0.9991122454425446,0.7877743157894751,0.7749068587257636
7581,16025,16020,6464.013803846699,19,0.9993528436233385,0.5704572631578962,0.5690275457063734
7582,16025,16019,9222.052733638164,19,0.9877352107415613,11.572133052631587,11.291908432132972
7583,16025,16053,13839.749403342543,19,0.9987894670351267,48.62469052631581,45.59940839889198
7584,16025,16052,15931.874270581498,19,0.9873054073353998,65.81990231578949,62.38715071468146
7585,16025,16054,17361.885843781973,19,0.9786474978692837,74.05078568421055,70.1848296952909
7586,16025,16051,19307.659158014612,19,0.9873054073353994,65.81990231578949,62.38715071468147
7587,16025,3000,21908.1046087516,19,0.9716387114720606,77.22904757894739,73.21297125761774
7588,16025,2900,24037.82401712152,19,0.9194205456703076,83.34108968421056,79.1720335955679
7589,16025,1010,29294.72731273294,19,0.6761617273281758,87.93191242105267,84.49916081994462
7590,16025,16032,10191.111450477536,19,0.9988019198716815,7.986401684210517,7.620394016620489
7591,16025,16033,13750.589672096941,19,0.9592103432546631,30.64170442105264,29.818187168975072
7592,16025,16031,12910.138564848996,19,0.8869916185957161,51.748623157894734,50.37466468698061
7593,16025,16046,10199.481593839026,19,0.9860650826202573,5.106950736842111,5.106950736842111
7594,16025,16036,11636.181942780524,19,0.7582909682496316,61.55505515789474,60.26830945152357
7595,16025,16047,10317.965337342031,19,0.8522117127059251,38.43795368421055,38.11626725761775
7596,16025,16034,14156.861935565965,19,0.4693393683086081,85.5142602105263,84.82227696398893
7597,16025,16005,18977.13096076863,19,0.9986279142687979,50.689202526315796,47.66392039889198
7598,16025,16050,18321.25272747441,19,0.985770095087515,58.458287157894745,55.43300503047095
7599,16023,16024,2259.617187371492,19,0.9986471525296396,15.728321684210528,14.834748277008307
7600,16023,16021,2388.1193955590793,19,0.9994656169455083,5.405761684210529,5.08407525761773
7601,16023,16022,3286.680853841704,19,0.9996391250744697,12.169754947368418,11.47777170083102
7602,16023,16026,3240.8614190932776,19,0.9960033928201613,4.047530105263159,4.011787168975068
7603,16023,16027,5316.0464374876055,19,0.9990061509501164,13.202010947368418,12.378493695290848
7604,16023,16020,6324.959625510392,19,0.9995660574761955,12.16975494736842,11.477771700831022
7605,16023,16019,9439.475997194964,19,0.9879668497169696,37.46002694736842,35.708623069252056
7606,16023,16053,16640.966477486163,19,0.9991282444647717,95.91831410526316,89.50031246537394
7607,16023,16052,18803.9105064257,19,0.9884507057798506,119.41572042105264,112.41010490858721
7608,16023,16054,20200.9027391918,19,0.9800975092639156,130.4173962105263,122.7984319113573
7609,16023,16051,21882.894743202058,19,0.9884507057798501,119.41572042105263,112.41010490858721
7610,16023,3000,24279.368924796898,19,0.9730402070826797,134.6279141052632,126.79878134072018
7611,16023,2900,26302.830159140456,19,0.9221475931551251,142.53282189473686,134.49066122991692
7612,16023,1010,31386.573355724697,19,0.676888960868916,147.99291284210526,140.98729732963983
7613,16023,16032,9117.707561515099,19,0.9987647315457943,0.4617987368421053,0.42605580055401665
7614,16023,16033,11481.507125506376,19,0.9599255027836131,68.37337768421052,65.47819984487535
7615,16023,16031,9876.010432782181,19,0.8884590002614878,98.55328336842102,94.6873273795014
7616,16023,16046,7485.113349869173,19,0.9862076345852653,22.356491789473683,21.72598639335179
7617,16023,16036,8190.485977357829,19,0.7599507524966242,110.5872151578947,106.86852006648195
7618,16023,16047,6858.418767621205,19,0.8527249499269369,76.06096842105264,74.20805460387811
7619,16023,16034,10652.65192631118,19,0.47127746669920967,137.91483452631576,135.27128695844877
7620,16023,16005,21164.68631235992,19,0.9984405024875559,98.85209431578944,92.43409267590023
7621,16023,16050,21010.069698168238,19,0.9872602371017274,109.33764210526316,102.91964046537393
7622,16024,16021,1718.4703398931656,19,0.9997421684462263,2.716463157894735,2.573491412742381
7623,16024,16022,3652.9819379293886,19,0.9988679073648689,0.4074694736842108,0.3946020166204992
7624,16024,16026,4208.004625972193,19,0.9987864444662418,5.378597052631578,4.806710072022163
7625,16024,16027,4761.260642795907,19,0.9998438877617704,0.13582315789473723,0.134393440443214
7626,16024,16020,6745.946996305089,19,0.9985832634511497,0.4617987368421056,0.4489312797783938
7627,16024,16019,9714.04390018854,19,0.9936768285843592,4.8896336842105255,4.746661939058167
