centroid_id,centroid_x,centroid_y,buffer_m,buffer_km,n_stations
0,361717.2495313643,4308553.353478568,4000.0,4.0,3
1,361736.66342551564,4309663.1405418655,4000.0,4.0,3
2,361756.0815463765,4310772.929364259,4000.0,4.0,4
3,355769.7231161192,4315320.641097296,4000.0,4.0,8
4,355790.0161174202,4316430.446845338,4000.0,4.0,7
5,336687.9312503892,4314582.30175971,4000.0,4.0,3
6,336710.90303001454,4315692.133616401,4000.0,4.0,4
7,336733.8798008943,4316801.967174422,4000.0,4.0,2
8,336756.8615623466,4317911.802433914,4000.0,4.0,2
9,336779.84831368923,4319021.639395,4000.0,4.0,2
10,336802.84005423996,4320131.478057818,4000.0,4.0,2
11,349241.5376093548,4291018.369896524,4000.0,4.0,2
12,349262.5832262164,4292128.1460307585,4000.0,4.0,3
13,355546.79123422946,4303112.8931122385,4000.0,4.0,7
14,355567.03570243897,4304222.679655542,4000.0,4.0,8
15,355587.28458575247,4305332.46794405,4000.0,4.0,6
16,355607.53788356937,4306442.257977897,4000.0,4.0,5
17,355627.7955952891,4307552.049757223,4000.0,4.0,8
18,355648.05772031075,4308661.8432821585,4000.0,4.0,10
19,355668.3242580334,4309771.638552845,4000.0,4.0,9
20,355688.59520785604,4310881.435569418,4000.0,4.0,9
21,355708.8705691773,4311991.234332013,4000.0,4.0,9
22,355729.150341396,4313101.034840768,4000.0,4.0,8
23,355749.4345239104,4314210.837095817,4000.0,4.0,8
24,349621.06314789434,4310994.605102518,4000.0,4.0,5
25,349642.191603812,4312104.412396291,4000.0,4.0,5
26,349663.32465595263,4313214.221422445,4000.0,4.0,4
27,349684.4623036892,4314324.032181111,4000.0,4.0,2
28,349705.6045463947,4315433.8446724275,4000.0,4.0,3
29,349726.75138344197,4316543.6588965235,4000.0,4.0,4
30,355324.3936523994,4290905.35627972,4000.0,4.0,1
31,349747.90281420364,4317653.474853538,4000.0,4.0,5
32,355344.58951486996,4292015.123634926,4000.0,4.0,2
33,349769.058838052,4318763.292543603,4000.0,4.0,6
34,355364.7897990411,4293124.892733811,4000.0,4.0,4
35,349790.2194543595,4319873.111966852,4000.0,4.0,6
36,355384.9945043139,4294234.663576513,4000.0,4.0,6
37,355405.2036300892,4295344.436163171,4000.0,4.0,5
38,355425.41717576777,4296454.210493927,4000.0,4.0,5
39,349283.63345056126,4293237.923894911,4000.0,4.0,3
40,349304.688281765,4294347.703489117,4000.0,4.0,3
41,349325.7477192031,4295457.484813521,4000.0,4.0,6
42,349346.8117622511,4296567.267868257,4000.0,4.0,5
43,349367.88041028404,4297677.052653461,4000.0,4.0,4
44,349388.953662677,4298786.839169273,4000.0,4.0,4
45,349410.0315188051,4299896.627415831,4000.0,4.0,5
46,349431.1139780431,4301006.417393272,4000.0,4.0,7
47,349452.2010397654,4302116.209101734,4000.0,4.0,9
48,349473.2927033467,4303226.002541355,4000.0,4.0,9
49,349494.3889681613,4304335.797712263,4000.0,4.0,8
50,349515.4898335834,4305445.5946146045,4000.0,4.0,7
51,349536.5952989872,4306555.3932485115,4000.0,4.0,8
52,349557.70536374644,4307665.1936141215,4000.0,4.0,9
53,349578.82002723496,4308774.995711568,4000.0,4.0,8
54,349599.9392888264,4309884.799540989,4000.0,4.0,5
55,341131.99163118494,4320042.974845283,4000.0,4.0,4
56,341154.3778086153,4321152.808631062,4000.0,4.0,4
57,340908.3970630419,4308944.731160654,4000.0,4.0,2
58,340930.7346475796,4310054.547826033,4000.0,4.0,2
59,340953.07709439204,4311164.366202852,4000.0,4.0,3
