,gamma_vario
612,23.87056257063712
613,17.9858455401662
614,22.24068467590028
615,58.29815880332409
616,70.07617116897511
617,30.221367490304715
618,23.813373872576175
619,72.64108427700833
620,51.01517810526315
621,28.099666792243763
622,36.30910439889197
623,3.308366182825484
624,27.610703423822702
625,37.17265373961219
626,40.32946987257618
627,29.635183335180052
628,24.087879623268694
629,24.805597783933514
630,23.427350160664822
631,23.407334116343492
632,23.244346326869806
633,29.20054922991689
634,29.04328031024931
635,37.18123204432133
636,40.012072598337944
637,14.497334958448763
638,34.936575645429365
639,35.26255122437672
640,36.52928088642659
641,25.23451301939058
642,55.694464609418276
643,38.30213052631577
644,28.428501806094186
645,63.45086049861495
646,20.60222847645429
647,21.056878626038777
648,20.60222847645429
649,22.94124622714681
650,23.953486182825483
651,25.220215844875344
652,8.09791964542936
653,40.06640186149584
654,22.295013939058173
655,40.56108409972298
656,25.426095157894746
657,33.15800713573407
658,68.79228489750695
659,66.3017170969529
660,78.91754388919666
661,74.67414249307478
662,74.8028170637119
663,61.177609750692525
664,95.8545129639889
665,75.5634267479224
666,41.55616744598338
667,46.04262080886426
668,41.55616744598338
669,49.32525207756232
670,21.37713533518005
671,39.27147895844877
672,44.40130517451522
673,45.2191035567867
674,42.271026171745156
675,51.801522703601115
676,53.694468609418294
677,5.1755771745152375
678,0.534714326869806
679,49.39959738504157
680,49.791339966759004
681,38.15915878116342
682,70.08671533518005
683,43.04021416066482
684,8.815637806094184
685,1.1437739612188367
686,15.32371164542936
687,3.3083661828254844
688,58.93867222160666
689,86.76669269806094
690,74.53403018282548
691,1.3839664930747921
692,2.627820675900278
693,6.708234282548476
694,8.658368886426592
695,61.220501274238224
696,0.8263766869806094
697,12.94752124099723
698,2.3132828365650973
699,1.2066815290858728
700,2.3132828365650973
701,0.8864248199445982
702,19.389828077562328
703,10.096664642659281
704,60.37124910803324
705,12.255537994459834
706,26.692824819944597
707,23.773341783933525
708,3.883112598337948
709,5.029745994459833
710,39.87767915789476
711,36.41776292520776
712,18.4833872132964
713,16.699099833795014
714,26.70712199445983
715,21.920427966759007
716,22.64672443213297
717,14.345784908587255
718,41.851225385041545
719,27.590687379501393
720,5.209890393351801
721,6.925551335180053
722,5.209890393351801
723,8.252329130193909
724,0.623356808864266
725,4.663738326869807
726,13.110509030470912
727,4.595111889196675
728,41.94219115789476
729,15.392338083102494
730,4.403529750692524
731,38.26495787257618
732,10.379748698060943
733,5.121247911357337
734,17.179484897506924
735,18.12309841551247
736,15.55818530747922
737,23.461663379501385
738,25.403219678670354
739,19.63859891412743
740,9.201661518005544
741,21.051159756232686
742,20.725184177285325
743,21.505809905817177
744,13.204870382271466
745,40.66956391135733
746,26.449772853185596
747,16.207277030470912
748,4.6122684986149585
749,6.164941650969528
750,4.6122684986149585
751,7.437390182825486
752,0.3517104930747921
753,3.36269544598338
754,11.483490570637116
755,4.1747749584487535
756,8.338112177285316
757,9.46472952908587
758,7.654707235457065
759,14.737527490304707
760,16.744850792243763
761,32.608995634349036
762,18.17170880886427
763,11.96387563434903
764,13.053320332409973
765,5.8589821163434905
766,31.53295453739612
767,8.000698858725762
768,0.8263766869806094
769,8.223734781163435
770,9.936536288088647
771,0.34599162326869803
772,8.252329130193907
773,1.118039047091413
774,16.25874685872576
775,5.355721573407201
776,14.463021739612193
777,3.931722991689751
778,2.602085761772853
779,69.50142475346263
780,36.906726293628815
781,3.834502204986149
782,5.029745994459833
783,12.996131634349032
784,40.415252919667616
785,23.962064487534622
786,3.2797718337950137
787,59.78220551800555
788,1.4983438891966763
789,1.7642713351800552
790,9.33605495844875
791,2.439097972299169
792,43.157450991689736
793,2.905185861495845
794,11.943859590027703
795,10.442656265927983
796,3.0367198670360107
797,0.34599162326869803
798,8.252329130193907
799,1.118039047091413
800,16.25874685872576
801,4.323465573407202
802,53.5257619501385
803,31.124948919667602
804,31.124948919667602
805,79.71818566204988
806,41.89072132963988
807,5.947624598337951
808,15.22935029362881
809,6.708234282548478
810,25.157308277008312
811,8.706979279778393
812,6.376539833795015
813,4.0318032132964
814,53.45999494736843
815,56.29655437119114
816,39.197133650969526
817,3.848799379501385
818,4.197650437673131
819,133.98740068698055
