,id_i,id_j,dist_m,n_overlap,frac_bad,corr,gamma_vario
2353,2630,16022,47510.148641662614,19,0.631578947368421,0.10672372184823939,96.1742335290859
2354,2630,16026,48031.87543948831,19,0.6842105263157895,0.10421458855340748,131.46823853739608
2355,2630,16020,45143.94984049616,19,0.6842105263157895,0.10669330916038589,96.22856279224379
2356,2630,16019,42467.51933805536,19,0.6842105263157895,0.10204108689877563,56.450963855955685
2357,2630,16053,34872.49788990388,19,0.6842105263157895,0.10686530712124116,17.60268126315789
2358,2630,16052,33075.475818459425,19,0.631578947368421,0.14481551999895018,10.771491279778393
2359,2630,16054,31655.786470753574,19,0.631578947368421,0.11414003709776453,9.238834171745154
2360,2630,16051,29227.914852456448,19,0.631578947368421,0.11457931252664186,11.15179612188366
2361,2630,3000,26486.915148609958,19,0.6842105263157895,0.26948325145996677,7.182900476454294
2362,2630,2900,24364.189108107497,19,0.6842105263157895,0.32459133707776305,6.156363346260389
2363,2630,1010,19319.851027977456,19,0.6842105263157895,0.6914214049420419,3.219723700831025
2364,2630,16032,58429.91456782166,19,0.6842105263157895,0.11043814219555738,171.18292990581713
2365,2630,16033,62042.62866640024,19,0.631578947368421,0.09105019623083505,32.774842858725755
2366,2630,16031,60283.38071578602,19,0.631578947368421,0.08781139208920995,20.513585994459834
2367,2630,16046,58125.52805692852,19,0.6842105263157895,0.10869983584103428,79.28355155678673
2368,2630,16036,57481.618891709244,19,0.631578947368421,0.0521858693145135,22.180636542936295
2369,2630,16047,54408.49558356455,19,0.6842105263157895,0.0852149057672789,39.40015352908587
2370,2630,16034,58046.37922930614,19,0.6842105263157895,0.02488248285940609,32.04568695844875
2371,2630,16050,30375.709746096385,19,0.631578947368421,0.11105535284676425,13.582315789473682
2372,2640,16030,38030.13529370165,19,0.631578947368421,0.11168158389448778,78.78886931855955
2373,2640,16043,37871.64037306933,19,0.6842105263157895,0.10490391618195809,131.77419807202216
2374,2640,16042,37964.3527127185,19,0.6842105263157895,0.10114449429307017,85.05103175623272
2375,2640,16044,37004.624846423314,19,0.5789473684210527,0.10342942314042615,80.56171895844876
2376,2640,16045,36021.2208884415,19,0.631578947368421,0.09091246808118282,59.16742701385045
2377,2640,4150,11129.77241578194,19,0.6842105263157895,0.852561019009507,2.273250747922438
2378,2640,3740,7467.33335355328,19,0.6842105263157895,0.8884295336581279,2.436238537396122
2379,2640,3880,7813.743821820385,19,0.6842105263157895,0.7943258705616488,3.062454781163435
2380,2640,7020,13427.055845831004,19,0.631578947368421,0.631193096295717,5.53586597229917
2381,2640,7030,22900.684057683615,19,0.6842105263157895,0.24704062999520604,23.213428686980606
2382,2640,3760,9545.198073032509,19,0.6842105263157895,0.898456469933278,2.579210282548477
2384,2640,3690,12819.69169366024,19,0.631578947368421,0.7404442310996628,5.084075257617729
2385,2640,16025,36623.12941836898,19,0.6842105263157895,0.11843878883425657,109.84805123545706
2386,2640,16023,39014.30919191725,19,0.631578947368421,0.117910255113738,171.89778863157892
2387,2640,16024,37920.29359708461,19,0.631578947368421,0.11370773199586684,89.15718027700832
2388,2640,16021,36728.183736610044,19,0.631578947368421,0.11540597462248386,120.15345462603875
2389,2640,16022,35953.75840528499,19,0.631578947368421,0.11864410858701142,96.88337338504157
2390,2640,16026,36539.62173939413,19,0.631578947368421,0.11326491127709482,132.12018969529086
2391,2640,16027,33713.11063300477,19,0.6842105263157895,0.11584822826288178,95.01330295844873
2392,2640,16020,33764.52103686839,19,0.631578947368421,0.11861029898800543,96.93770264819946
2393,2640,16019,31263.503949662823,19,0.6842105263157895,0.10937602687511824,57.76630391135733
2394,2640,16053,22990.59332518141,19,0.6842105263157895,0.12267869184735039,19.198245939058168
2395,2640,16052,21159.370824052963,19,0.631578947368421,0.1671193149485284,12.38993143490305
2396,2640,16054,19735.456855027198,19,0.631578947368421,0.14429995570971613,10.934479069252077
2397,2640,16051,17364.851488069115,19,0.631578947368421,0.14136396281856972,12.770236277008312
2398,2640,3000,14740.74598305552,19,0.6842105263157895,0.2979229303926179,8.686963235457064
2399,2640,2900,12746.587167769689,19,0.6842105263157895,0.3634438617477157,7.577502493074796
2400,2640,1010,8377.356377049233,19,0.6842105263157895,0.6877793623779241,4.349200487534627
2401,2640,16032,46592.85940381727,19,0.6842105263157895,0.12194066058153026,171.34591769529084
2402,2640,16033,50333.66743260293,19,0.5789473684210527,0.09284734768557497,34.56484910803324
2403,2640,16031,48763.94860964539,19,0.5789473684210527,0.09220171836770415,22.37507811634349
2404,2640,16046,46495.467327795835,19,0.631578947368421,0.11411862430656766,80.45591986703602
2405,2640,16036,46136.57883529899,19,0.5789473684210527,0.04876560283248163,24.342369329639883
2406,2640,16047,43183.309058475184,19,0.5789473684210527,0.0757424151482899,41.55616744598338
2407,2640,16034,46959.43859459417,19,0.5789473684210527,0.00048170506450117894,34.92513790581719
2408,2640,16005,17893.579674140685,19,0.6842105263157895,0.1547157008059261,17.568368044321325
2409,2640,16050,18479.400540078466,19,0.631578947368421,0.14533318756378283,14.960563412742378
2410,16030,16044,5525.854469744875,19,0.6842105263157895,0.9688557219044099,4.792412897506925
2411,16030,16045,7148.317089102406,19,0.6842105263157895,0.9418689586991331,9.261709650969527
2412,16030,4150,42812.91686560901,19,0.6842105263157895,0.20133082541243563,73.3559430027701
2413,16030,3740,45300.587454914195,19,0.631578947368421,0.15307070125210867,74.4968575290859
2414,16030,3880,39890.22019156061,19,0.631578947368421,0.17987611930035224,74.01075359556788
2415,16030,7020,25706.40409016456,19,0.631578947368421,0.7393295732469599,63.61098885318559
2416,16030,7030,35283.38167680119,19,0.631578947368421,0.029084473154777246,95.32909180055398
2417,16030,3760,41260.651755481915,19,0.6842105263157895,0.16682635561938025,78.50864469806096
2418,16030,3690,49584.619600821745,19,0.6842105263157895,0.45009686313025454,69.50142475346263
2419,16030,16052,18559.14684340067,19,0.6842105263157895,0.99074540096843,38.30498996121884
2420,16030,16054,19888.476239303945,19,0.6842105263157895,0.98620720077743,44.35269478116343
2421,16030,16051,21234.969163143607,19,0.6842105263157895,0.9907454009684296,38.30498996121884
2422,16030,3000,23386.598625874965,19,0.6842105263157895,0.9728024826177485,47.014828675900254
2423,16030,16031,10820.531386868362,19,0.6842105263157895,0.9268315672112681,27.176069318559556
2424,16030,16047,5785.665853836494,19,0.6842105263157895,0.8971921164138363,18.220319202216064
2425,16030,16034,9844.371357503067,19,0.6842105263157895,0.5488173284076591,53.34561755124654
2426,16030,16050,20503.169057277082,19,0.6842105263157895,0.9821147334951051,33.26380622714683
2427,16043,16044,3272.7188575418854,19,0.6842105263157895,0.9899201267600982,8.858529329639884
2428,16043,16045,4973.547936624846,19,0.6842105263157895,0.9731065957985537,20.690870958448755
2429,16043,3740,45225.38673661201,19,0.6842105263157895,0.13920036372061104,127.89394490858723
2430,16043,3880,40176.48207967187,19,0.6842105263157895,0.16595482019469865,126.87884551800555
2431,16043,7020,25972.828308921977,19,0.6842105263157895,0.76348485127968,113.08493154570635
2432,16043,7030,36505.42973663368,19,0.6842105263157895,0.022823350776202206,149.53468439889193
2433,16043,3690,49704.37478700721,19,0.6842105263157895,0.4647552296942143,121.1142247534626
2434,16043,16031,11591.480814435481,19,0.6842105263157895,0.9613052156833066,58.13517101385042
2435,16043,16047,5314.611667845132,19,0.6842105263157895,0.9403832951322684,37.61014727977838
2436,16043,16034,9224.881027687514,19,0.6842105263157895,0.6372499352123977,81.90565336288087
2437,16042,16044,1754.0854461355648,19,0.6842105263157895,0.9950962135206062,0.8463927313019384
2438,16042,16045,3536.446300922625,19,0.6842105263157895,0.9827217162802163,5.064059213296396
2439,16042,3740,45365.37312449013,19,0.6842105263157895,0.1312609360577908,80.92772662603878
2440,16042,3880,40590.41760152737,19,0.6842105263157895,0.15800065843559222,80.5331246094183
2441,16042,7020,26416.78559148895,19,0.6842105263157895,0.7707871700546656,68.4148394903047
2442,16042,7030,37576.23334865068,19,0.6842105263157895,0.019064387354628023,102.00944659279777
2443,16042,3690,49981.3328311021,19,0.6842105263157895,0.46944580780770157,74.80281706371193
2444,16042,16031,12310.494760091995,19,0.6842105263157895,0.9728524165240293,27.250414626038786
2445,16042,16047,5473.844021233358,19,0.6842105263157895,0.9552534642306827,14.260001861495846
2446,16042,16034,9000.771833484583,19,0.6842105263157895,0.6725505798059516,45.80242827700831
2447,16044,16045,1783.2611585892441,19,0.6842105263157895,0.994992915127585,2.624961240997232
2448,16044,4150,43119.26151281087,19,0.631578947368421,0.18227998698902015,75.46334652631583
2449,16044,3740,44436.61482672567,19,0.631578947368421,0.12850833602919634,76.60426105263161
2450,16044,3880,39922.571151425116,19,0.631578947368421,0.1460908798682931,76.6357148365651
2451,16044,7020,25814.871120084492,19,0.5789473684210527,0.7778896316479114,64.17429752908588
2452,16044,7030,37647.83838712714,19,0.631578947368421,0.008778733126650813,98.37438997229918
2453,16044,3760,38987.778974240064,19,0.631578947368421,0.18247246838576858,78.83462027700834
2454,16044,3690,49170.975164464464,19,0.631578947368421,0.47416502490965257,70.43074109695293
2455,16044,16023,8314.080569976217,19,0.6842105263157895,0.9422801311048987,32.10001622160663
2456,16044,16022,6666.806233021289,19,0.631578947368421,0.9432708964000556,10.665692188365643
2457,16044,16026,5796.65845420413,19,0.6842105263157895,0.966962858538121,13.710990360110792
2458,16044,16020,5210.078050405229,19,0.6842105263157895,0.9430020957731968,10.72002145152354
2459,16044,16019,6073.857445215408,19,0.6842105263157895,0.9818444053164376,4.449280709141276
2460,16044,16053,17525.60920239793,19,0.6842105263157895,0.9330155328627826,30.61882894182826
2461,16044,16052,19650.329151715585,19,0.5789473684210527,0.9510775843404988,41.098657861495845
2462,16044,16054,20773.770115706113,19,0.631578947368421,0.9586987987179723,46.44580113019392
2463,16044,16051,21384.085243475292,19,0.631578947368421,0.9534781787081466,40.98999933518006
2464,16044,3000,22926.658347286735,19,0.631578947368421,0.9288850774831823,49.61691443767314
2465,16044,2900,24480.604143841043,19,0.631578947368421,0.882747056683525,54.143399889196694
2466,16044,1010,28777.013640204525,19,0.631578947368421,0.671735214788559,57.886400177285324
2467,16044,16032,16730.077179269025,19,0.6842105263157895,0.9250647742327988,35.985988254847626
2468,16044,16033,17296.72492383334,19,0.6842105263157895,0.9970819722961055,11.855217108033244
2469,16044,16031,13943.62947343671,19,0.6842105263157895,0.9880856887033802,23.633229473684217
2470,16044,16046,13109.024467808838,19,0.6842105263157895,0.9842119691762954,2.4562545817174493
2471,16044,16036,10338.324782428577,19,0.6842105263157895,0.930088409499321,26.75573238781164
2472,16044,16005,19554.64151861156,19,0.6842105263157895,0.9492670920807704,30.99913378393352
2473,16044,16050,20974.479834543698,19,0.631578947368421,0.92404466088758,37.30132831024931
2474,16045,4150,42505.2210066899,19,0.6842105263157895,0.17832556814206543,54.02044418836565
2475,16045,3740,43475.10979223366,19,0.6842105263157895,0.11812855358183276,54.726724609418305
2476,16045,3880,39236.71691290567,19,0.6842105263157895,0.1414906392280673,54.90400957340719
2477,16045,7020,25235.662526274857,19,0.5789473684210527,0.7786100167069472,43.71218136288088
2478,16045,7030,37723.87024836191,19,0.6842105263157895,0.02478996536248236,74.62749796121882
2479,16045,3760,37665.47396756283,19,0.631578947368421,0.1834884955682338,57.85208695844875
2480,16045,3690,48326.12778894038,19,0.6842105263157895,0.4860674662292136,48.7819594459834
2481,16045,16023,9938.211090380122,19,0.631578947368421,0.9067227302905964,51.01803754016618
2482,16045,16022,7954.6701516346,19,0.6842105263157895,0.9087286284885129,18.757892963988912
2483,16045,16026,7191.858616168672,19,0.6842105263157895,0.939364920888372,26.755732387811623
2484,16045,16020,5892.484294304234,19,0.6842105263157895,0.9080937882404874,18.8665514903047
2485,16045,16019,5803.046174009989,19,0.6842105263157895,0.9604273512253617,4.312027833795014
2486,16045,16053,17402.252024440262,19,0.6842105263157895,0.895652229234856,19.535659257617734
2487,16045,16052,19461.078790491265,19,0.5789473684210527,0.9220674627835176,26.306801108033245
2488,16045,16054,20500.164932778775,19,0.631578947368421,0.9322805007584386,30.172757096952907
2489,16045,16051,20867.81039249658,19,0.631578947368421,0.923495509881079,26.252471844875355
2490,16045,3000,22202.221869068322,19,0.631578947368421,0.8966197805644356,32.83203155678671
2491,16045,2900,23636.37099627753,19,0.631578947368421,0.8555251902900338,36.249056265927976
2492,16045,1010,27730.219085167144,19,0.631578947368421,0.6584263370677349,39.291495002770084
2493,16045,16032,18490.239145013787,19,0.6842105263157895,0.8855528067925321,55.00694922991688
2494,16045,16033,19064.712927408986,19,0.631578947368421,0.9871068934144247,5.024027124653741
2495,16045,16031,15653.877676509155,19,0.631578947368421,0.9951070569641436,11.643618925207756
2496,16045,16046,14885.964129580372,19,0.6842105263157895,0.9634535316682739,6.822611678670358
2497,16045,16036,11990.790398159059,19,0.631578947368421,0.9592888347130086,13.05046089750693
2498,16045,16047,8598.208943824797,19,0.6842105263157895,0.9927822538123716,2.6249612409972314
2499,16045,16034,11514.63947526749,19,0.6842105263157895,0.7936180264436853,20.779513440443218
2500,16045,16005,18835.821900974777,19,0.6842105263157895,0.9162297806008269,19.372671468144052
2501,16045,16050,20565.774823354455,19,0.631578947368421,0.8870227370263771,24.099317362880896
2502,4150,7020,17306.12981167535,19,0.631578947368421,0.6852773249388837,3.1082057396121887
2503,4150,3760,19916.747097325402,19,0.6842105263157895,0.9585108542043399,2.2846884875346274
2504,4150,16023,43115.8442808766,19,0.6842105263157895,0.20524640314840986,165.42402801108034
2505,4150,16022,40466.51975377216,19,0.6842105263157895,0.20690736450126512,91.29031871468142
2506,4150,16026,41253.76764454649,19,0.6842105263157895,0.2011901234123226,126.00957730747919
2507,4150,16020,38962.916917810966,19,0.6842105263157895,0.20323616050036297,91.507635767313
