station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16105.hourly_mm,2012-01-01 00:00:00-0600,2019-07-16 20:00:00-0500,2012-01-01 06:00:00+0000,2019-07-17 01:00:00+0000,2753.7916666666665,3600
