station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
7030.hourly_mm,2012-01-01 00:00:00-0600,2012-05-21 12:00:00-0500,2012-01-01 06:00:00+0000,2012-05-21 17:00:00+0000,141.45833333333334,3600
7030.hourly_mm,2017-06-18 06:00:00-0500,2025-01-01 01:00:00-0600,2017-06-18 11:00:00+0000,2025-01-01 07:00:00+0000,2753.8333333333335,3600
