station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
2320.hourly_mm,2013-08-28 04:00:00-0500,2015-02-18 20:00:00-0600,2013-08-28 09:00:00+0000,2015-02-19 02:00:00+0000,539.7083333333334,3600
2320.hourly_mm,2015-02-18 21:00:00-0600,2018-10-03 06:00:00-0500,2015-02-19 03:00:00+0000,2018-10-03 11:00:00+0000,1322.3333333333333,3600
2320.hourly_mm,2024-05-23 19:00:00-0500,2024-06-25 15:00:00-0500,2024-05-24 00:00:00+0000,2024-06-25 20:00:00+0000,32.833333333333336,3600
