station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16038.hourly_mm,2012-01-01 00:00:00-0600,2014-07-25 16:00:00-0500,2012-01-01 06:00:00+0000,2014-07-25 21:00:00+0000,936.625,3600
16038.hourly_mm,2020-10-12 10:00:00-0500,2021-09-20 18:00:00-0500,2020-10-12 15:00:00+0000,2021-09-20 23:00:00+0000,343.3333333333333,3600
