station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16087.hourly_mm,2012-01-01 00:00:00-0600,2014-10-03 20:00:00-0500,2012-01-01 06:00:00+0000,2014-10-04 01:00:00+0000,1006.7916666666666,3600
16087.hourly_mm,2014-10-03 22:00:00-0500,2015-07-01 06:00:00-0500,2014-10-04 03:00:00+0000,2015-07-01 11:00:00+0000,270.3333333333333,3600
