station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16025.hourly_mm,2018-05-23 02:00:00-0500,2018-06-29 17:00:00-0500,2018-05-23 07:00:00+0000,2018-06-29 22:00:00+0000,37.625,3600
16025.hourly_mm,2023-04-25 16:00:00-0500,2023-08-26 07:00:00-0500,2023-04-25 21:00:00+0000,2023-08-26 12:00:00+0000,122.625,3600
16025.hourly_mm,2023-12-31 18:00:00-0600,2025-01-01 01:00:00-0600,2024-01-01 00:00:00+0000,2025-01-01 07:00:00+0000,366.2916666666667,3600
