station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
7000.hourly_mm,2012-01-01 00:00:00-0600,2013-06-28 02:00:00-0500,2012-01-01 06:00:00+0000,2013-06-28 07:00:00+0000,544.0416666666666,3600
7000.hourly_mm,2024-03-11 23:00:00-0500,2024-08-28 15:00:00-0500,2024-03-12 04:00:00+0000,2024-08-28 20:00:00+0000,169.66666666666666,3600
7000.hourly_mm,2024-08-28 16:00:00-0500,2025-01-01 01:00:00-0600,2024-08-28 21:00:00+0000,2025-01-01 07:00:00+0000,125.41666666666667,3600
