station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16084.hourly_mm,2020-04-20 11:00:00-0500,2020-09-25 16:00:00-0500,2020-04-20 16:00:00+0000,2020-09-25 21:00:00+0000,158.20833333333334,3600
16084.hourly_mm,2023-12-31 19:00:00-0600,2025-01-01 01:00:00-0600,2024-01-01 01:00:00+0000,2025-01-01 07:00:00+0000,366.25,3600
