station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
7010.hourly_mm,2012-01-01 00:00:00-0600,2012-05-25 01:00:00-0500,2012-01-01 06:00:00+0000,2012-05-25 06:00:00+0000,145.0,3600
7010.hourly_mm,2017-01-03 22:00:00-0600,2021-09-23 14:00:00-0500,2017-01-04 04:00:00+0000,2021-09-23 19:00:00+0000,1723.625,3600
7010.hourly_mm,2022-01-12 05:00:00-0600,2022-04-28 20:00:00-0500,2022-01-12 11:00:00+0000,2022-04-29 01:00:00+0000,106.58333333333333,3600
7010.hourly_mm,2022-11-14 05:00:00-0600,2023-01-27 17:00:00-0600,2022-11-14 11:00:00+0000,2023-01-27 23:00:00+0000,74.5,3600
7010.hourly_mm,2023-02-11 14:00:00-0600,2023-05-07 22:00:00-0500,2023-02-11 20:00:00+0000,2023-05-08 03:00:00+0000,85.29166666666667,3600
7010.hourly_mm,2023-12-25 03:00:00-0600,2025-01-01 01:00:00-0600,2023-12-25 09:00:00+0000,2025-01-01 07:00:00+0000,372.9166666666667,3600
