station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16010.hourly_mm,2012-01-01 00:00:00-0600,2014-08-05 18:00:00-0500,2012-01-01 06:00:00+0000,2014-08-05 23:00:00+0000,947.7083333333334,3600
