station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16033.hourly_mm,2021-05-25 16:00:00-0500,2021-11-30 08:00:00-0600,2021-05-25 21:00:00+0000,2021-11-30 14:00:00+0000,188.70833333333334,3600
16033.hourly_mm,2023-12-31 16:00:00-0600,2025-01-01 01:00:00-0600,2023-12-31 22:00:00+0000,2025-01-01 07:00:00+0000,366.375,3600
