station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16060.hourly_mm,2012-01-01 00:00:00-0600,2015-11-24 09:00:00-0600,2012-01-01 06:00:00+0000,2015-11-24 15:00:00+0000,1423.375,3600
