station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
4040.hourly_mm,2012-01-01 00:00:00-0600,2015-01-01 13:00:00-0600,2012-01-01 06:00:00+0000,2015-01-01 19:00:00+0000,1096.5416666666667,3600
4040.hourly_mm,2021-08-11 22:00:00-0500,2022-10-07 18:00:00-0500,2021-08-12 03:00:00+0000,2022-10-07 23:00:00+0000,421.8333333333333,3600
