station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
7060.hourly_mm,2012-01-01 00:00:00-0600,2013-06-29 14:00:00-0500,2012-01-01 06:00:00+0000,2013-06-29 19:00:00+0000,545.5416666666666,3600
7060.hourly_mm,2022-08-20 06:00:00-0500,2025-01-01 01:00:00-0600,2022-08-20 11:00:00+0000,2025-01-01 07:00:00+0000,864.8333333333334,3600
