station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
7070.hourly_mm,2012-01-01 00:00:00-0600,2013-06-28 04:00:00-0500,2012-01-01 06:00:00+0000,2013-06-28 09:00:00+0000,544.125,3600
7070.hourly_mm,2015-05-29 14:00:00-0500,2025-01-01 01:00:00-0600,2015-05-29 19:00:00+0000,2025-01-01 07:00:00+0000,3504.5,3600
