station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
2790.hourly_mm,2023-03-30 20:00:00-0500,2023-05-04 07:00:00-0500,2023-03-31 01:00:00+0000,2023-05-04 12:00:00+0000,34.458333333333336,3600
2790.hourly_mm,2023-06-06 09:00:00-0500,2023-09-15 14:00:00-0500,2023-06-06 14:00:00+0000,2023-09-15 19:00:00+0000,101.20833333333333,3600
