station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16053.hourly_mm,2020-12-08 18:00:00-0600,2021-02-24 05:00:00-0600,2020-12-09 00:00:00+0000,2021-02-24 11:00:00+0000,77.45833333333333,3600
16053.hourly_mm,2023-11-26 05:00:00-0600,2025-01-01 01:00:00-0600,2023-11-26 11:00:00+0000,2025-01-01 07:00:00+0000,401.8333333333333,3600
