station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16090.hourly_mm,2012-01-01 00:00:00-0600,2016-03-22 05:00:00-0500,2012-01-01 06:00:00+0000,2016-03-22 10:00:00+0000,1542.1666666666667,3600
16090.hourly_mm,2023-12-31 18:00:00-0600,2025-01-01 01:00:00-0600,2024-01-01 00:00:00+0000,2025-01-01 07:00:00+0000,366.2916666666667,3600
