station,gap_start_local,gap_end_local,gap_start_utc,gap_end_utc,gap_days,nominal_step_seconds
16046.hourly_mm,2012-03-26 14:00:00-0500,2012-12-11 19:00:00-0600,2012-03-26 19:00:00+0000,2012-12-12 01:00:00+0000,260.25,3600
16046.hourly_mm,2023-12-31 15:00:00-0600,2025-01-01 01:00:00-0600,2023-12-31 21:00:00+0000,2025-01-01 07:00:00+0000,366.4166666666667,3600
