time,event_raw_value_str,event_value,event_unit,hourly_value
2015-01-01 04:32:51+00:00,0.0,0.0,mm,
2015-01-01 16:30:54+00:00,0.0,0.0,mm,
2015-01-02 04:28:56+00:00,0.0,0.0,mm,
2015-01-02 16:26:59+00:00,0.0,0.0,mm,
2015-01-03 04:25:01+00:00,0.0,0.0,mm,
2015-01-03 16:23:04+00:00,0.0,0.0,mm,
2015-01-03 20:50:47+00:00,0.04,1.016,mm,
2015-01-04 04:21:07+00:00,0.0,0.0,mm,
2015-01-04 16:19:09+00:00,0.0,0.0,mm,
2015-01-05 04:17:12+00:00,0.0,0.0,mm,
2015-01-05 16:15:15+00:00,0.0,0.0,mm,
2015-01-06 04:13:18+00:00,0.0,0.0,mm,
2015-01-06 16:11:21+00:00,0.0,0.0,mm,
2015-01-07 04:09:23+00:00,0.0,0.0,mm,
2015-01-07 16:07:26+00:00,0.0,0.0,mm,
2015-01-08 04:05:30+00:00,0.0,0.0,mm,
2015-01-08 16:03:33+00:00,0.0,0.0,mm,
2015-01-09 04:01:35+00:00,0.0,0.0,mm,
2015-01-09 15:59:38+00:00,0.0,0.0,mm,
2015-01-10 03:57:41+00:00,0.0,0.0,mm,
2015-01-10 15:55:44+00:00,0.0,0.0,mm,
2015-01-11 03:53:47+00:00,0.0,0.0,mm,
2015-01-11 15:51:50+00:00,0.0,0.0,mm,
2015-01-12 03:49:52+00:00,0.0,0.0,mm,
2015-01-13 03:45:58+00:00,0.0,0.0,mm,
2015-01-13 15:44:01+00:00,0.0,0.0,mm,
2015-01-14 03:42:04+00:00,0.0,0.0,mm,
2015-01-14 15:40:06+00:00,0.0,0.0,mm,
2015-01-15 03:38:09+00:00,0.0,0.0,mm,
2015-01-15 15:36:12+00:00,0.0,0.0,mm,
2015-01-16 03:34:15+00:00,0.0,0.0,mm,
2015-01-16 15:32:17+00:00,0.0,0.0,mm,
2015-01-17 03:30:20+00:00,0.0,0.0,mm,
2015-01-17 15:28:22+00:00,0.0,0.0,mm,
2015-01-18 03:26:25+00:00,0.0,0.0,mm,
2015-01-18 15:24:27+00:00,0.0,0.0,mm,
2015-01-19 03:22:30+00:00,0.0,0.0,mm,
2015-01-19 15:20:32+00:00,0.0,0.0,mm,
2015-01-20 03:18:35+00:00,0.0,0.0,mm,
2015-01-20 15:16:38+00:00,0.0,0.0,mm,
2015-01-21 03:14:40+00:00,0.0,0.0,mm,
2015-01-21 15:12:43+00:00,0.0,0.0,mm,
2015-01-22 03:10:45+00:00,0.0,0.0,mm,
2015-01-22 15:08:48+00:00,0.0,0.0,mm,
2015-01-23 03:06:50+00:00,0.0,0.0,mm,
2015-01-23 15:04:53+00:00,0.0,0.0,mm,
2015-01-24 03:02:56+00:00,0.0,0.0,mm,
2015-01-24 15:00:58+00:00,0.0,0.0,mm,
2015-01-24 23:50:14+00:00,0.04,1.016,mm,
2015-01-25 02:59:01+00:00,0.0,0.0,mm,
2015-01-25 14:57:03+00:00,0.0,0.0,mm,
2015-01-26 02:55:06+00:00,0.0,0.0,mm,
2015-01-26 14:53:08+00:00,0.0,0.0,mm,
2015-01-27 02:51:11+00:00,0.0,0.0,mm,
2015-01-27 14:49:13+00:00,0.0,0.0,mm,
2015-01-28 02:47:16+00:00,0.0,0.0,mm,
2015-01-28 14:45:18+00:00,0.0,0.0,mm,
2015-01-29 02:43:20+00:00,0.0,0.0,mm,
2015-01-29 14:41:23+00:00,0.0,0.0,mm,
2015-01-30 02:39:25+00:00,0.0,0.0,mm,
2015-01-30 14:37:28+00:00,0.0,0.0,mm,
2015-01-31 02:35:31+00:00,0.0,0.0,mm,
2015-01-31 04:40:49+00:00,0.04,1.016,mm,
2015-01-31 06:15:20+00:00,0.04,1.016,mm,
2015-01-31 07:14:25+00:00,0.04,1.016,mm,
2015-01-31 08:26:43+00:00,0.04,1.016,mm,
2015-01-31 09:02:06+00:00,0.04,1.016,mm,
2015-01-31 09:26:29+00:00,0.04,1.016,mm,
2015-01-31 09:53:11+00:00,0.04,1.016,mm,
2015-01-31 10:19:36+00:00,0.04,1.016,mm,
2015-01-31 10:58:18+00:00,0.04,1.016,mm,
2015-01-31 11:41:48+00:00,0.04,1.016,mm,
2015-01-31 12:42:38+00:00,0.04,1.016,mm,
2015-01-31 13:18:18+00:00,0.04,1.016,mm,
2015-01-31 14:21:02+00:00,0.04,1.016,mm,
2015-01-31 14:33:33+00:00,0.0,0.0,mm,
2015-01-31 15:37:00+00:00,0.04,1.016,mm,
2015-01-31 16:28:03+00:00,0.04,1.016,mm,
2015-01-31 17:26:23+00:00,0.04,1.016,mm,
2015-01-31 18:46:56+00:00,0.08,2.032,mm,
2015-01-31 19:15:39+00:00,0.04,1.016,mm,
2015-01-31 19:49:41+00:00,0.04,1.016,mm,
2015-01-31 20:33:50+00:00,0.04,1.016,mm,
2015-01-31 21:05:34+00:00,0.04,1.016,mm,
2015-02-01 02:31:35+00:00,0.0,0.0,mm,
2015-02-01 13:25:03+00:00,0.04,1.016,mm,
2015-02-01 14:29:38+00:00,0.0,0.0,mm,
2015-02-02 02:27:41+00:00,0.0,0.0,mm,
2015-02-02 11:14:46+00:00,0.04,1.016,mm,
2015-02-02 13:16:51+00:00,0.04,1.016,mm,
2015-02-02 14:25:43+00:00,0.0,0.0,mm,
2015-02-03 02:23:46+00:00,0.0,0.0,mm,
2015-02-03 11:01:59+00:00,0.04,1.016,mm,
2015-02-03 11:43:25+00:00,0.04,1.016,mm,
2015-02-03 12:13:41+00:00,0.04,1.016,mm,
2015-02-03 12:41:32+00:00,0.04,1.016,mm,
2015-02-03 13:08:52+00:00,0.04,1.016,mm,
2015-02-03 13:25:59+00:00,0.04,1.016,mm,
2015-02-03 13:40:02+00:00,0.04,1.016,mm,
2015-02-03 13:57:54+00:00,0.04,1.016,mm,
2015-02-03 14:20:51+00:00,0.04,1.016,mm,
2015-02-03 14:21:49+00:00,0.0,0.0,mm,
2015-02-03 14:50:54+00:00,0.04,1.016,mm,
2015-02-04 02:19:51+00:00,0.0,0.0,mm,
2015-02-04 14:17:54+00:00,0.0,0.0,mm,
2015-02-05 02:15:57+00:00,0.0,0.0,mm,
2015-02-05 12:46:41+00:00,0.04,1.016,mm,
2015-02-05 14:14:00+00:00,0.0,0.0,mm,
2015-02-06 02:12:02+00:00,0.0,0.0,mm,
2015-02-06 14:10:05+00:00,0.0,0.0,mm,
2015-02-07 02:08:07+00:00,0.0,0.0,mm,
2015-02-07 14:06:10+00:00,0.0,0.0,mm,
2015-02-08 02:04:12+00:00,0.0,0.0,mm,
2015-02-08 14:02:15+00:00,0.0,0.0,mm,
2015-02-09 02:00:17+00:00,0.0,0.0,mm,
2015-02-09 13:58:19+00:00,0.0,0.0,mm,
2015-02-10 01:56:21+00:00,0.0,0.0,mm,
2015-02-10 13:54:24+00:00,0.0,0.0,mm,
2015-02-11 01:52:26+00:00,0.0,0.0,mm,
2015-02-11 13:50:28+00:00,0.0,0.0,mm,
2015-02-12 01:48:31+00:00,0.0,0.0,mm,
2015-02-12 13:46:34+00:00,0.0,0.0,mm,
2015-02-13 01:44:36+00:00,0.0,0.0,mm,
2015-02-13 13:42:39+00:00,0.0,0.0,mm,
2015-02-14 01:40:42+00:00,0.0,0.0,mm,
2015-02-14 13:38:44+00:00,0.0,0.0,mm,
2015-02-15 01:36:47+00:00,0.0,0.0,mm,
