time,event_raw_value_str,event_value,event_unit,hourly_value
2013-06-29 03:09:09+00:00,0.0,0.0,mm,
2013-06-29 15:07:07+00:00,0.0,0.0,mm,
2013-06-30 03:05:05+00:00,0.0,0.0,mm,
2013-06-30 15:03:02+00:00,0.0,0.0,mm,
2013-07-01 03:01:00+00:00,0.0,0.0,mm,
2013-07-01 14:58:57+00:00,0.0,0.0,mm,
2013-07-02 02:56:55+00:00,0.0,0.0,mm,
2013-07-02 14:54:53+00:00,0.0,0.0,mm,
2013-07-03 02:52:50+00:00,0.0,0.0,mm,
2013-07-03 14:50:48+00:00,0.0,0.0,mm,
2013-07-04 02:48:46+00:00,0.0,0.0,mm,
2013-07-04 14:46:43+00:00,0.0,0.0,mm,
2013-07-05 02:44:41+00:00,0.0,0.0,mm,
2013-07-05 14:42:39+00:00,0.0,0.0,mm,
2013-07-06 02:40:36+00:00,0.0,0.0,mm,
2013-07-06 14:38:34+00:00,0.0,0.0,mm,
2013-07-07 02:01:31+00:00,0.04,1.016,mm,
2013-07-07 02:36:31+00:00,0.0,0.0,mm,
2013-07-07 14:34:29+00:00,0.0,0.0,mm,
2013-07-08 02:32:27+00:00,0.0,0.0,mm,
2013-07-08 14:30:24+00:00,0.0,0.0,mm,
2013-07-09 02:28:22+00:00,0.0,0.0,mm,
2013-07-09 14:26:20+00:00,0.0,0.0,mm,
2013-07-10 02:24:17+00:00,0.0,0.0,mm,
2013-07-10 14:22:15+00:00,0.0,0.0,mm,
2013-07-11 02:20:13+00:00,0.0,0.0,mm,
2013-07-11 14:18:10+00:00,0.0,0.0,mm,
2013-07-12 02:16:08+00:00,0.0,0.0,mm,
2013-07-12 14:14:06+00:00,0.0,0.0,mm,
2013-07-13 02:12:03+00:00,0.0,0.0,mm,
2013-07-17 07:29:17+00:00,0.0,0.0,mm,
2013-07-17 07:30:06+00:00,0.0,0.0,mm,
2013-07-17 16:47:23+00:00,0.0,0.0,mm,
2013-07-18 04:45:21+00:00,0.0,0.0,mm,
2013-07-18 16:43:20+00:00,0.0,0.0,mm,
2013-07-19 04:41:18+00:00,0.0,0.0,mm,
2013-07-19 16:39:17+00:00,0.0,0.0,mm,
2013-07-20 04:37:15+00:00,0.0,0.0,mm,
2013-07-20 16:35:14+00:00,0.0,0.0,mm,
2013-07-21 04:33:12+00:00,0.0,0.0,mm,
2013-07-21 16:31:10+00:00,0.0,0.0,mm,
2013-07-22 04:29:09+00:00,0.0,0.0,mm,
2013-07-22 16:27:07+00:00,0.0,0.0,mm,
2013-07-23 04:25:05+00:00,0.0,0.0,mm,
2013-07-23 16:23:04+00:00,0.0,0.0,mm,
2013-07-24 04:21:02+00:00,0.0,0.0,mm,
2013-07-24 16:18:59+00:00,0.0,0.0,mm,
2013-07-25 04:16:57+00:00,0.0,0.0,mm,
2013-07-25 16:14:54+00:00,0.0,0.0,mm,
2013-07-25 17:30:08+00:00,0.04,1.016,mm,
2013-07-25 22:08:00+00:00,0.04,1.016,mm,
2013-07-25 23:07:41+00:00,0.04,1.016,mm,
2013-07-26 04:12:52+00:00,0.0,0.0,mm,
2013-07-26 08:45:28+00:00,0.04,1.016,mm,
2013-07-26 09:04:06+00:00,0.04,1.016,mm,
2013-07-26 16:10:50+00:00,0.0,0.0,mm,
2013-07-27 04:08:47+00:00,0.0,0.0,mm,
