time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2014-08-01 15:56:58+00:00,,,,0.0,0.0,mm,
2014-08-01 15:58:20+00:00,,,,0.0,0.0,mm,
2014-08-04 09:17:22+00:00,,,,0.0,0.0,mm,
2014-08-04 09:19:17+00:00,,,,0.0,0.0,mm,
2014-08-04 09:19:18+00:00,,,,0.04,1.016,mm,
2014-08-04 21:18:46+00:00,,,,0.0,0.0,mm,
2014-08-05 09:18:48+00:00,,,,0.0,0.0,mm,
2014-08-05 21:18:50+00:00,,,,0.0,0.0,mm,
2014-08-06 09:18:51+00:00,,,,0.0,0.0,mm,
2014-08-06 17:24:30+00:00,,,,0.04,1.016,mm,
2014-08-06 17:28:16+00:00,,,,0.04,1.016,mm,
2014-08-06 17:29:26+00:00,,,,0.04,1.016,mm,
2014-08-06 17:31:28+00:00,,,,0.04,1.016,mm,
2014-08-06 17:33:38+00:00,,,,0.04,1.016,mm,
2014-08-06 17:35:15+00:00,,,,0.04,1.016,mm,
2014-08-06 17:36:36+00:00,,,,0.04,1.016,mm,
2014-08-06 17:38:07+00:00,,,,0.04,1.016,mm,
2014-08-06 17:39:20+00:00,,,,0.04,1.016,mm,
2014-08-06 17:42:19+00:00,,,,0.04,1.016,mm,
2014-08-06 17:48:36+00:00,,,,0.04,1.016,mm,
2014-08-06 17:54:16+00:00,,,,0.04,1.016,mm,
2014-08-06 18:49:01+00:00,,,,0.04,1.016,mm,
2014-08-06 19:19:04+00:00,,,,0.04,1.016,mm,
2014-08-06 20:01:15+00:00,,,,0.04,1.016,mm,
2014-08-06 20:47:54+00:00,,,,0.04,1.016,mm,
2014-08-06 21:18:53+00:00,,,,0.0,0.0,mm,
2014-08-06 22:26:40+00:00,,,,0.04,1.016,mm,
2014-08-06 22:27:46+00:00,,,,0.04,1.016,mm,
2014-08-06 22:28:18+00:00,,,,0.04,1.016,mm,
2014-08-06 22:28:52+00:00,,,,0.04,1.016,mm,
2014-08-06 22:29:22+00:00,,,,0.04,1.016,mm,
2014-08-06 22:29:49+00:00,,,,0.04,1.016,mm,
2014-08-06 22:30:27+00:00,,,,0.04,1.016,mm,
2014-08-06 22:31:00+00:00,,,,0.04,1.016,mm,
2014-08-06 22:31:49+00:00,,,,0.04,1.016,mm,
2014-08-06 22:32:56+00:00,,,,0.04,1.016,mm,
2014-08-06 22:33:40+00:00,,,,0.04,1.016,mm,
2014-08-06 22:34:14+00:00,,,,0.04,1.016,mm,
2014-08-06 22:34:42+00:00,,,,0.04,1.016,mm,
2014-08-06 22:35:05+00:00,,,,0.04,1.016,mm,
2014-08-06 22:35:28+00:00,,,,0.04,1.016,mm,
2014-08-06 22:35:56+00:00,,,,0.04,1.016,mm,
2014-08-06 22:36:26+00:00,,,,0.04,1.016,mm,
2014-08-06 22:37:24+00:00,,,,0.04,1.016,mm,
2014-08-06 22:40:39+00:00,,,,0.04,1.016,mm,
2014-08-06 22:47:25+00:00,,,,0.04,1.016,mm,
