,event_number,event_start,event_end,stations_selected,corr_a_km,corr_b,selections
0,5,2016082606,2016082712,"['1010', '16005', '16006', '16007', '16008', '16010', '16011', '16014', '16015', '16016', '16017', '16018', '16028', '16029', '16030', '16038', '16042', '16043', '16044', '16045', '16049', '16050', '16051', '16052', '16053', '16054', '16055', '16057', '16058', '16059', '16060', '16061', '16062', '16063', '16064', '16065', '16066', '16067', '16068', '16069', '16070', '16071', '16072', '16073', '16074', '16075', '16076', '16077', '16078', '16079', '16080', '16081', '16082', '16083', '16085', '16086', '16090', '16093', '16094', '16095', '16096', '2440', '2460', '2500', '2520', '2540', '2600', '2610', '2620', '2630', '2640', '2650', '2700', '2710', '2730', '2740', '2790', '2800', '2900', '3000', '3600', '3660', '3680', '3690', '3700', '3720', '3740', '3760', '3770', '3800', '3810', '3860', '3880', '3900', '3920', '3940', '3980', '4000', '4040', '4060', '4080', '4150', '4160', '4200', '5100', '5110', '5170', '5200', '5400', '5600', '5700', '5800', '5900', '6000', '7000', '7010', '7020', '7030', '7050', '7060']",13.307251541355264,0.8828260879853582,"['1010', '16005', '16006', '16007', '16008', '16010', '16011', '16014', '16015', '16016', '16017', '16018', '16028', '16029', '16030', '16038', '16042', '16043', '16044', '16045', '16049', '16050', '16051', '16052', '16053', '16054', '16055', '16057', '16058', '16059', '16060', '16061', '16062', '16063', '16064', '16065', '16066', '16067', '16068', '16069', '16070', '16071', '16072', '16073', '16074', '16075', '16076', '16077', '16078', '16079', '16080', '16081', '16082', '16083', '16085', '16086', '16090', '16093', '16094', '16095', '16096', '2440', '2460', '2500', '2520', '2540', '2600', '2610', '2620', '2630', '2640', '2650', '2700', '2710', '2730', '2740', '2790', '2800', '2900', '3000', '3600', '3660', '3680', '3690', '3700', '3720', '3740', '3760', '3770', '3800', '3810', '3860', '3880', '3900', '3920', '3940', '3980', '4000', '4040', '4060', '4080', '4150', '4160', '4200', '5100', '5110', '5170', '5200', '5400', '5600', '5700', '5800', '5900', '6000', '7000', '7010', '7020', '7030', '7050', '7060']"
