id,Latitude,Longitude,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3,g4,d4_m,b4_deg,w4,sum_w
62.0,38.8447,-94.611113,16049,277.3382763623883,211.79041453724545,0.8906284717445692,16045,1587.6241754497971,358.1028807772792,0.13086940971755176,16044,1859.4642112380664,296.5000509145367,-0.04778926515402522,2800,2759.094354888988,53.41350367657879,0.0262913836919045,1.0000000000000002
63.0,38.8447,-94.606946,16045,1639.7233892332235,345.39850802817915,0.45940926619733513,2800,2478.668385094024,48.43792227852259,0.3077755620066958,16042,3645.393271671314,272.4799376930468,-0.06434801191793463,16040,4625.060685700886,206.20946864604477,0.29716318371390366,1.0
64.0,38.8447,-94.602779,16045,1765.5738196753368,333.9929273902992,0.38123722115109965,2800,2221.577416463859,42.253931691449566,0.4161153927807054,16042,4005.964941454783,272.25909633270203,-0.10603969057001522,16040,4795.394612452108,210.08348456701816,0.3086870766382101,1.0
65.0,38.8447,-94.598612,2800,1996.8548830405543,34.56938858053786,0.8025154479783061,16042,4366.586884098108,272.074945518064,0.29572766044408505,16035,7561.757357756896,202.23998072555992,0.05198837225858575,16019,7734.771008354255,332.440276767404,-0.15023148068097675,1.0
66.0,38.8447,-94.594445,16049,1607.0269085767131,261.5706440809055,-0.0007556641159374149,2800,1816.553490811076,25.15705589811256,0.8097594069153904,16045,2180.7371905073137,316.692879559626,0.0018499925905825676,16035,7705.596419157297,204.72708280100963,0.18914626460996442,1.0
67.0,38.8447,-94.590278,2800,1694.9093491815615,14.048030143997607,0.9938620593395541,16049,1964.721318873158,263.1159294071973,-0.1911436873283231,16045,2442.421002297329,310.5230229845285,-0.0332599865144722,16035,7863.393442931885,207.1187744440776,0.23054161450324115,1.0
68.0,38.8447,-94.586111,2800,1644.9871658176196,1.7630379543277854,1.1754393001005201,16049,2323.402695642493,264.1850917165432,-0.35184877317595686,16035,8034.326052802184,209.4126085811672,0.2657456628632306,16045,2726.837335237084,305.59250605202,-0.08933618978779381,1.0
69.0,38.848867,-94.8653,16068,4072.169408726098,341.97195064661884,0.05487617706290315,16085,4094.5718193908974,224.9466617519691,0.558058038459403,16032,5910.77668757895,133.82171847097584,-0.10026825210800855,16067,4781.460802246254,64.60129829770517,0.48733403658570235,1.0
70.0,38.848867,-94.861133,16068,4197.889165312307,337.28585114557256,0.0234094913240894,16085,4356.997253635211,228.30974674901705,0.531893866539586,16032,5655.945955783592,136.3563884238671,-0.08845330416093942,16067,4458.164940400764,62.61442763228513,0.5331499462972641,1.0
71.0,38.848867,-94.856966,16068,4349.976236023694,332.8997147739768,-0.00021652834537473325,16085,4632.695190753807,231.2819617490851,0.49961687300025787,16032,5413.200584324316,139.12409614167058,-0.0693792137318983,16067,4141.071350235108,60.319944744701104,0.5699788690770151,1.0
72.0,38.848867,-94.852799,16068,4525.773206849122,328.8319972215865,-0.016879106466587024,16085,4919.434659160347,233.91425933818093,0.4619167990957737,16032,5184.238496650877,142.14373864177662,-0.043860795247998095,16067,3831.7201469891234,57.649871987385325,0.5988231026188114,1.0
