,event_number,event_start,event_end,stations_selected,corr_a_km,corr_b,selections
0,6,2017072300,2017072312,"['1010', '16005', '16006', '16007', '16008', '16010', '16014', '16015', '16016', '16017', '16018', '16019', '16020', '16021', '16022', '16023', '16024', '16025', '16026', '16027', '16028', '16029', '16030', '16031', '16032', '16033', '16034', '16035', '16036', '16037', '16038', '16039', '16040', '16042', '16043', '16044', '16045', '16046', '16047', '16048', '16049', '16050', '16051', '16052', '16054', '16055', '16057', '16058', '16059', '16060', '16061', '16062', '16063', '16064', '16065', '16066', '16067', '16068', '16070', '16071', '16072', '16073', '16074', '16075', '16076', '16077', '16078', '16079', '16080', '16081', '16082', '16083', '16084', '16085', '16086', '16087', '16088', '16090', '16093', '16094', '16095', '16096', '16098', '1720', '2420', '2440', '2460', '2500', '2520', '2540', '2620', '2630', '2650', '2710', '2720', '2730', '2740', '2790', '2800', '2840', '2890', '3000', '3680', '3690', '3700', '3720', '3760', '3770', '3800', '3820', '3860', '3900', '3920', '3940', '3980', '4000', '4060', '4080', '4160', '5110', '5170', '5200', '5900', '6000', '7000']",49.6217604355632,1.0243708465078596,"['1010', '16005', '16006', '16007', '16008', '16010', '16014', '16015', '16016', '16017', '16018', '16019', '16020', '16021', '16022', '16023', '16024', '16025', '16026', '16027', '16028', '16029', '16030', '16031', '16032', '16033', '16034', '16035', '16036', '16037', '16038', '16039', '16040', '16042', '16043', '16044', '16045', '16046', '16047', '16048', '16049', '16050', '16051', '16052', '16054', '16055', '16057', '16058', '16059', '16060', '16061', '16062', '16063', '16064', '16065', '16066', '16067', '16068', '16070', '16071', '16072', '16073', '16074', '16075', '16076', '16077', '16078', '16079', '16080', '16081', '16082', '16083', '16084', '16085', '16086', '16087', '16088', '16090', '16093', '16094', '16095', '16096', '16098', '1720', '2420', '2440', '2460', '2500', '2520', '2540', '2620', '2630', '2650', '2710', '2720', '2730', '2740', '2790', '2800', '2840', '2890', '3000', '3680', '3690', '3700', '3720', '3760', '3770', '3800', '3820', '3860', '3900', '3920', '3940', '3980', '4000', '4060', '4080', '4160', '5110', '5170', '5200', '5900', '6000', '7000']"
