id,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3,g4,d4_m,b4_deg,w4
12391609,2320,2369.860951482597,62.36057611487007,0.7106805348321713,16019,4016.050007017563,257.20076294510267,0.30422180907188695,16008,3513.993684965495,302.0651047236006,0.12938133863896895,2790,5376.254296494418,353.13972140735336,-0.1442836825430272
12391608,2320,2080.035369473255,90.28633904693112,0.5305302197287709,16019,4414.461643635915,243.06755344540608,0.2355241380441468,1720,2070.148471806946,336.65146496415645,0.2427264489359686,16008,3091.136759113353,284.15129194843666,-0.008780806708886356
12391607,2320,2345.3887352454176,118.52950022863342,0.3005842269345255,16008,3037.4555975153885,263.3061580508601,0.009071732489112234,1720,1153.6026218544123,313.27785061144857,0.77922081360239,2790,3191.688042013056,347.6799480368111,-0.08887677302602792
12367103,16093,2368.3762976623425,36.22106893366845,0.2768727659503317,16006,1670.5708651075918,269.149661996645,0.4856006656990284,16013,3856.390251022125,188.86325292811853,0.12309774184479223,16095,4412.975489023538,96.1253727246671,0.1144288265058477
12367102,16006,2036.1020012322967,236.1348391648732,0.4896411443193156,16053,3119.5297394680765,308.6119202978557,0.1557599289523283,5700,4593.160476657571,25.80227090293681,0.142174832136397,16095,4644.731425977272,109.8963007050425,0.2124240945919591
12290104,16075,4135.238894517838,42.397396433868266,0.4559842805684799,16066,4044.9067835967016,130.08983918475116,-0.018573021806385672,16071,5810.630256448905,178.32752246017492,0.18842670732260025,16072,3464.541954825444,255.011565235393,0.37416203391530545
12290103,16075,3380.223069946351,54.89299550526249,0.5414424552020166,16066,4820.092468967905,140.41413902125169,-0.09074240232050948,16074,3592.692687898818,280.9831714366536,0.3186703088019725,16069,6931.113862423374,183.4511614291553,0.23062963831652047
12290102,16061,5651.604246029902,103.71264111294909,0.0556970608914155,16074,3575.255157757508,263.16728569195914,0.4822453354106082,16065,5632.574681150271,32.16144894139967,0.2616743680661209,16066,5706.996304576236,147.71184907149916,0.2003832356318554
12290101,16065,4715.545892789331,39.12028366760296,0.057353265373169704,16074,3888.703632148172,246.74767902104884,0.5796961646061379,16063,5607.38425066545,67.84397834702844,0.3452820378506485,16061,5991.183674004572,114.1333128698547,0.01766853217004382
12290100,16065,3900.1711998111937,49.19727922044024,0.4163712080537386,16075,3031.493048620556,117.19644058910932,-0.34587876313144145,16074,4463.871890022457,233.6625232201744,0.6126740677134114,16058,5952.972277333314,86.44814453615209,0.3168334873642914
12290099,16065,3263.555809851383,63.84157609561561,0.7328808468978621,16075,3656.9993561722977,133.02770091889022,-0.5241560361053582,16074,5214.870122435152,223.9430538867384,0.572334820424431,16058,5964.756888366317,97.1366701557144,0.2189403687830651
12342625,16036,3771.206263970912,38.762729663145706,-0.4808946752289874,16034,5467.1795404832965,76.43826758233183,0.9099588501162338,16033,5584.986143068977,285.19695345332025,0.7609378860021048,16046,4737.166633156841,332.94562430946587,-0.1900020608893512
12342624,16031,1201.664708346519,282.5996663375406,0.907112680299393,16046,3794.6844529533455,325.015897535952,-0.07597561815722909,16034,5296.49840002071,88.1364507541843,0.1792298874433351,16047,6354.384173007399,48.63294906026454,-0.010366949585499007
12367114,16043,1639.8300938451112,190.08930872010168,0.4558201622971516,16026,2520.5187474668232,280.7641252215998,0.0721937660602239,16020,2648.4984468137263,355.5192173585551,0.3416774135321758,16044,3329.326579561464,116.37921077084695,0.1303086581104488
12367113,16019,4102.543666967726,32.992473188632175,0.14329090744873108,16027,3904.9874468373137,310.9209513026531,0.32237305733253585,16045,4953.936045219447,112.07704265730354,0.16163402369347601,16043,2741.5593508656125,186.44029845275531,0.372702011525257
12367112,16019,3214.797733386461,43.51926104211736,0.0011495418291122355,16042,4534.357173805668,163.20930775875,0.09855948252710223,16020,488.16679272252026,329.548593957274,0.9331602121335321,16022,3240.070012485238,253.7780456325609,-0.03286923648974655
12367111,16019,2510.585766199806,60.88926157404677,0.1733198495177601,16020,739.1275101220533,201.23103120551025,0.7636434058850646,16027,3010.230391998531,276.45187496536124,-0.017526796067600842,16015,4947.566534151718,325.09913424711635,0.08056354066477607
12367110,16019,2176.05743691124,87.06011393071589,0.18434659050329497,16020,1821.6501273695617,189.09391266577776,0.30980275973951427,16027,3108.687379640412,255.62973619686545,0.24897434162750814,16029,3344.6037016062096,29.70205751812364,0.2568763081296827
12367109,16029,2429.6077671209405,42.35737468974645,0.25349322835430443,16019,2373.076456103497,114.87437774630008,0.20977308051092966,16020,2924.827876661838,186.0482984898167,0.25988842065133305,16015,3409.272737387997,302.626163549222,0.2768452704834328
12367108,16019,2998.641483416157,134.66652186983686,-0.016077961919110442,16013,1807.1464689308807,344.1759182711184,0.5213889516614735,16029,1756.0471705124255,67.01993372753304,0.2214157755970721,16020,4031.7426011263424,184.6727833684736,0.27327323466056497
12367107,16029,1651.820018340604,104.88133800523826,0.21186294530093008,16015,2936.728837697985,262.5365145683039,0.07401398866683327,16013,811.5993021899972,320.7911165866935,0.624083776651777,16019,3849.196639811785,146.71607818509096,0.09003928938045964
12367105,16013,1684.314951470785,199.1889121696964,0.5159410544652049,16006,2733.770669055801,323.4033405432803,0.25871609696361314,16095,4761.128658865013,68.45132228245001,0.19262507139159357,16016,4946.143843599353,240.55319435529728,0.03271777717958839
12367104,16013,2760.8421801969453,191.9974540084793,0.32048469472192964,16006,1974.860663594934,303.3266654173634,0.4128263649619583,16095,4454.132398070491,81.75279453349799,0.1648529504192192,16093,3337.515665164264,25.17576817399987,0.10183598989689281
12342607,16017,1289.33188357189,88.03110785219542,0.7270791828042982,16028,888.4007080266397,190.7542066186099,0.6259139618588755,16062,5769.304533780507,348.179842102915,0.06707316838730519,16016,1830.0438591586037,100.23491106525536,-0.4200663130504787
12342606,16017,1655.8143327728017,130.05300248135563,0.5932137838994526,16028,1991.3948513289563,185.38537136223812,0.3130568017297249,16062,4693.915012737486,345.15107695513404,0.2287514502631683,16015,3521.31621168444,117.10591395226754,-0.1350220358923457
12342605,16006,4900.139889753954,64.86137676741362,0.061123027440743834,16028,3099.403329431086,183.8486180470705,0.4159906152469943,16062,3639.37331817572,340.3462662653694,0.4199795059153177,16015,4130.442082584474,131.08159210223442,0.10290685139694415
12342604,16006,4520.568458307904,77.5858440086285,0.01853713452946342,16017,3506.1548895352,159.54726841258002,0.5338808944754864,16064,4548.987537125642,7.563384834823978,0.08196782069538554,16059,4307.834556047811,329.5722249813441,0.3656141502996647
12342603,16064,3448.3184102613686,9.642755932737655,0.04419253594607775,16006,4395.898198752679,91.79892336998635,0.11985706065768681,16062,1749.913311200538,313.64317802252367,0.631211889244784,16017,4556.885225522729,164.67927132799912,0.20473851415145153
12342602,16064,2356.4296247154625,13.659198215957304,0.21610777364406775,16006,4547.145085435682,105.92722504021754,0.12676168512029398,16062,1291.1929671335251,274.34907732044326,0.5853184628304279,16017,5630.413265141096,167.8724885969508,0.07181207840521046
12367125,16035,4150.161685004215,45.35468829896109,1.3148181606544644,16031,7385.357294413112,281.5990944893036,1.1137500350401497,16036,4814.105266815826,309.36819972550467,-0.961697888122688,16047,5574.288036841578,346.5886815467253,-0.46687030757192616
12342601,16064,1295.7167466873,24.40214585295746,0.5143791865256186,16062,1654.220992325288,232.28685534139052,0.5901725895584734,16059,2277.933241140418,279.7321221714676,-0.15030769634503363,16053,3676.472459954756,78.64755749377917,0.045755920260941475
12367124,16035,3444.3505865279053,58.36432616587797,0.22945588173279313,16034,838.3347733452695,289.8933852924728,0.9275354910145723,16047,4507.9893112147365,343.0652709211182,-0.12474213260504097,16040,5576.715952203352,33.52062337551047,-0.032249240142324546
12342600,16059,2379.372357486998,252.26603759609003,0.5454472259969096,16062,2503.9992326554943,212.0773365118952,0.07892065066698255,16053,3604.129420786701,96.15017364030008,0.045425581382547875,16052,3987.505761833728,62.88946014113168,0.33020654195355986
12367123,16035,2994.5307879915304,76.54350324844637,0.19790696241710087,16034,1154.7731968266007,224.438692474824,0.714521409575608,16036,3853.4583767255313,282.50025668952827,-0.02633485648011811,16048,4276.586672130136,348.5060039193644,0.11390648448740934
12342599,16064,1150.6323411720862,154.6304660370481,0.8309126838649332,16059,2932.261740463332,231.27005779482045,0.2100060700851405,16053,3863.58722517532,112.77984044182917,-0.38866525526001705,16054,4603.628378198037,63.99801271437445,0.34774650130994333
12367122,16035,2921.445736891131,98.12550115372731,0.2547951697199303,16034,2104.3293854219464,203.1920205339711,0.4118163206331072,16036,3792.352763404279,265.83078404498946,0.035679737724105216,16048,3202.1749368586256,344.1908726494987,0.2977087719228574
12367121,16035,3250.60836987124,117.932685443555,0.26419859235448584,16034,3160.2089200155724,195.58269170884705,0.12417935495689143,16047,1689.3072373566663,305.5922088871263,0.6902070838816673,16036,4047.069935209769,249.98032126979908,-0.07858503119304448
12367120,16040,3006.196081539276,85.99144713708989,0.2847542899001427,16047,1399.6594072024227,264.8114340014988,0.6278326553974005,16034,4243.7799250195485,191.8179391418801,0.04354719240510746,16042,4769.940820166681,17.97149446194919,0.04386586229734939
12342623,16031,1464.107999187556,234.6230669699925,0.6449703769680036,16046,2970.2891749104,312.3054163457208,0.13905430531618698,16034,5355.351071929827,100.0824920027581,0.09867461426282663,16047,5664.6692399154335,56.9455909911668,0.11730070345298274
12342622,16036,2330.640099176766,99.60186819937172,0.34357458860871,16031,2303.76743633203,211.82480996225357,0.25024200283324094,16046,2389.5026393488424,291.8538665245727,0.3212513662429959,16039,4832.406462664546,33.57299921513078,0.08493204231505314
12342621,16036,2725.8051949611067,123.35043673650614,0.26532533413140125,16046,2249.6571825956044,264.37995204018495,0.4998133049345532,16031,3306.842402463192,201.94629921548523,0.028441676956041894,16039,3941.457661976049,42.27260905639957,0.20641968397800356
12342620,16036,3448.5140383763546,139.14432449889011,0.20734226134993383,16046,2622.276417589499,239.52057277876875,0.3638401016030258,16037,2903.267220854239,348.2322495936156,0.2398987243925185,16039,3190.9419421191824,55.514379196517325,0.18891891265452174
12342619,16036,4338.04111501132,148.99166737310048,0.11416978017957702,16046,3340.039442615589,223.07216287138567,0.21720765497508016,16037,1837.7733320515576,340.50944923347834,0.4670338121837619,16039,2700.5981296362834,75.04483830676799,0.20158875266158105
12342618,16047,5253.652179344427,117.9106718869051,0.12725339021498908,16046,4230.787059883642,212.96444480829967,0.06817898596027983,16037,888.8178016280906,314.47247661667683,0.785786202540219,16030,4862.397459990118,48.26408084693054,0.018781421284512077
12342617,16037,816.5362541154348,233.3761356190729,0.7622544857253364,16030,4187.779867702526,59.47391516017228,0.1003156276844721,16039,2984.595728120208,120.675130690524,0.06945106473654566,16024,3981.525762842773,352.2122769046607,0.06797882185364593
12342616,16037,1734.2508572180222,202.956342424167,0.560387124932081,16024,2889.9077381384377,348.81469505218314,0.284035753896083,16030,3727.761164632752,74.1630058451376,0.1373914028829312,16039,3662.143839766564,135.95754603554394,0.018185718288904994
