id,left,top,right,bottom,row_index,col_index,geometry,UTM_Easting,UTM_Northing
12314613,-94.82,38.879999999999995,-94.80999999999999,38.87,1612,3518,POINT (342554.1622126973 4304470.78367807),342554.1622126973,4304470.78367807
12314612,-94.82,38.89,-94.80999999999999,38.88,1611,3518,POINT (342576.23687468714 4305580.590857611),342576.23687468714,4305580.590857611
12314611,-94.82,38.9,-94.80999999999999,38.89,1610,3518,POINT (342598.3163486158 4306690.399752282),342598.3163486158,4306690.399752282
12314610,-94.82,38.91,-94.80999999999999,38.9,1609,3518,POINT (342620.4006338283 4307800.210362218),342620.4006338283,4307800.210362218
12314609,-94.82,38.92,-94.80999999999999,38.910000000000004,1608,3518,POINT (342642.4897296693 4308910.022687552),342642.4897296693,4308910.022687552
12314608,-94.82,38.93,-94.80999999999999,38.92,1607,3518,POINT (342664.5836354833 4310019.836728419),342664.5836354833,4310019.836728419
12311112,-94.83,38.89,-94.82,38.88,1611,3517,POINT (341708.82569790655 4305597.893566965),341708.82569790655,4305597.893566965
12311111,-94.83,38.9,-94.82,38.89,1610,3517,POINT (341731.02693084074 4306707.703776631),341731.02693084074,4306707.703776631
12311110,-94.83,38.91,-94.82,38.9,1609,3517,POINT (341753.23300154856 4307817.515699454),341753.23300154856,4307817.515699454
12311109,-94.83,38.92,-94.82,38.910000000000004,1608,3517,POINT (341775.4439093707 4308927.3293355685),341775.4439093707,4308927.3293355685
12311108,-94.83,38.93,-94.82,38.92,1607,3517,POINT (341797.65965364844 4310037.144685108),341797.65965364844,4310037.144685108
12311107,-94.83,38.94,-94.82,38.93,1606,3517,POINT (341819.8802337224 4311146.96174821),341819.8802337224,4311146.96174821
12311106,-94.83,38.95,-94.82,38.940000000000005,1605,3517,POINT (341842.10564893315 4312256.780525005),341842.10564893315,4312256.780525005
12311105,-94.83,38.96,-94.82,38.95,1604,3517,POINT (341864.33589862124 4313366.601015628),341864.33589862124,4313366.601015628
12311104,-94.83,38.97,-94.82,38.96,1603,3517,POINT (341886.57098212687 4314476.423220213),341886.57098212687,4314476.423220213
12311121,-94.83,38.8,-94.82,38.79,1620,3517,POINT (341509.2324099509 4295609.678749802),341509.2324099509,4295609.678749802
12311120,-94.83,38.81,-94.82,38.800000000000004,1619,3517,POINT (341531.39007329766 4296719.473547131),341531.39007329766,4296719.473547131
12311103,-94.83,38.980000000000004,-94.82,38.970000000000006,1602,3517,POINT (341908.8108987905 4315586.247138891),341908.8108987905,4315586.247138891
12311102,-94.83,38.989999999999995,-94.82,38.98,1601,3517,POINT (341931.0556479517 4316696.072771794),341931.0556479517,4316696.072771794
12311101,-94.83,39.0,-94.82,38.99,1600,3517,POINT (341953.3052289507 4317805.900119061),341953.3052289507,4317805.900119061
12311100,-94.83,39.01,-94.82,39.0,1599,3517,POINT (341975.559641127 4318915.729180816),341975.559641127,4318915.729180816
12311099,-94.83,39.019999999999996,-94.82,39.01,1598,3517,POINT (341997.8188838204 4320025.559957198),341997.8188838204,4320025.559957198
12311098,-94.83,39.03,-94.82,39.02,1597,3517,POINT (342020.0829563701 4321135.392448337),342020.0829563701,4321135.392448337
12363626,-94.68,38.75,-94.67,38.74,1625,3532,POINT (354435.10434956604 4289811.449108145),354435.10434956604,4289811.449108145
12363625,-94.68,38.76,-94.67,38.75,1624,3532,POINT (354455.417151668 4290921.215953826),354455.417151668,4290921.215953826
12363624,-94.68,38.769999999999996,-94.67,38.76,1623,3532,POINT (354475.73440261424 4292030.984541116),354475.73440261424,4292030.984541116
12363623,-94.68,38.78,-94.67,38.77,1622,3532,POINT (354496.0561018024 4293140.754870154),354496.0561018024,4293140.754870154
12363622,-94.68,38.79,-94.67,38.78,1621,3532,POINT (354516.3822486298 4294250.526941075),354516.3822486298,4294250.526941075
12363621,-94.68,38.8,-94.67,38.79,1620,3532,POINT (354536.71284249367 4295360.300754023),354536.71284249367,4295360.300754023
12363620,-94.68,38.81,-94.67,38.800000000000004,1619,3532,POINT (354557.0478827912 4296470.076309136),354557.0478827912,4296470.076309136
12363619,-94.68,38.82,-94.67,38.81,1618,3532,POINT (354577.38736891915 4297579.853606552),354577.38736891915,4297579.853606552
12388109,-94.61,38.92,-94.6,38.910000000000004,1608,3539,POINT (360850.2248659992 4308568.566571546),360850.2248659992,4308568.566571546
12388108,-94.61,38.93,-94.6,38.92,1607,3539,POINT (360869.7605615869 4309678.354785811),360869.7605615869,4309678.354785811
12388107,-94.61,38.94,-94.6,38.93,1606,3539,POINT (360889.30051036924 4310788.144757321),360889.30051036924,4310788.144757321
12388106,-94.61,38.95,-94.6,38.940000000000005,1605,3539,POINT (360908.8447117669 4311897.93648621),360908.8447117669,4311897.93648621
12363614,-94.68,38.870000000000005,-94.67,38.86000000000001,1613,3532,POINT (354679.1514659011 4303128.766233027),354679.1514659011,4303128.766233027
12363613,-94.68,38.879999999999995,-94.67,38.87,1612,3532,POINT (354699.5176143406 4304238.553987163),354699.5176143406,4304238.553987163
12363612,-94.68,38.89,-94.67,38.88,1611,3532,POINT (354719.88820438547 4305348.343484573),354719.88820438547,4305348.343484573
12363611,-94.68,38.9,-94.67,38.89,1610,3532,POINT (354740.2632354315 4306458.134725388),354740.2632354315,4306458.134725388
12363610,-94.68,38.91,-94.67,38.9,1609,3532,POINT (354760.6427068745 4307567.927709748),354760.6427068745,4307567.927709748
12363609,-94.68,38.92,-94.67,38.910000000000004,1608,3532,POINT (354781.0266181099 4308677.722437785),354781.0266181099,4308677.722437785
12363608,-94.68,38.93,-94.67,38.92,1607,3532,POINT (354801.4149685331 4309787.518909642),354801.4149685331,4309787.518909642
12363607,-94.68,38.94,-94.67,38.93,1606,3532,POINT (354821.8077575395 4310897.317125449),354821.8077575395,4310897.317125449
12363606,-94.68,38.95,-94.67,38.940000000000005,1605,3532,POINT (354842.20498452417 4312007.117085347),354842.20498452417,4312007.117085347
12363605,-94.68,38.96,-94.67,38.95,1604,3532,POINT (354862.60664888215 4313116.918789469),354862.60664888215,4313116.918789469
12363604,-94.68,38.97,-94.67,38.96,1603,3532,POINT (354883.01275000826 4314226.72223795),354883.01275000826,4314226.72223795
12363603,-94.68,38.980000000000004,-94.67,38.970000000000006,1602,3532,POINT (354903.42328729725 4315336.527430931),354903.42328729725,4315336.527430931
