id,n_gauges,a_km,b,nugget,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3
12391609,3,35.26393109280407,2.050228697926201,0.0,2320,2369.860951482597,62.36057611487007,0.4486168819564603,2800,6216.258638255029,173.40148472503438,0.18889012479541245,16008,3513.993684965495,302.0651047236006,0.3624929932481273
12391608,3,35.26393109280407,2.050228697926201,0.0,2320,2080.035369473255,90.28633904693112,0.580111540701407,16019,4414.461643635915,243.06755344540608,0.2846847593416117,2790,4279.42633896625,351.10639592229074,0.13520369995698137
12391607,3,35.26393109280407,2.050228697926201,0.0,2320,2345.3887352454176,118.52950022863342,0.46602300878190317,2790,3191.688042013056,347.6799480368111,0.3506977419779661,16019,5030.938120346143,231.8275411229761,0.18327924924013067
12367103,3,35.26393109280407,2.050228697926201,0.0,16053,3896.867083123119,321.66098467379453,0.42228300422331605,16013,3856.390251022125,188.86325292811853,0.30433202223195466,16095,4412.975489023538,96.1253727246671,0.2733849735447293
12367102,3,35.26393109280407,2.050228697926201,0.0,16006,2036.1020012322967,236.1348391648732,0.6321000922894683,5700,4593.160476657571,25.80227090293681,0.22765981200573318,16095,4644.731425977272,109.8963007050425,0.14024009570479853
12290104,3,35.26393109280407,2.050228697926201,0.0,16075,4135.238894517838,42.397396433868266,0.38211896101656173,16074,3936.620104315129,297.11646246147865,0.3192726225090589,16071,5810.630256448905,178.32752246017492,0.2986084164743793
12290103,3,35.26393109280407,2.050228697926201,0.0,16075,3380.223069946351,54.89299550526249,0.4772739907781103,16074,3592.692687898818,280.9831714366536,0.3553258450084252,16069,6931.113862423374,183.4511614291553,0.16740016421346454
12290102,3,35.26393109280407,2.050228697926201,0.0,16074,3575.255157757508,263.16728569195914,0.4613862557791454,16065,5632.574681150271,32.16144894139967,0.29140721321071306,16066,5706.996304576236,147.71184907149916,0.24720653101014156
12290101,3,35.26393109280407,2.050228697926201,0.0,16065,4715.545892789331,39.12028366760296,0.41004099186498205,16074,3888.703632148172,246.74767902104884,0.45719814637967393,16066,6661.143231020801,152.98579175035297,0.13276086175534405
12290100,3,35.26393109280407,2.050228697926201,0.0,16065,3900.1711998111937,49.19727922044024,0.5284024919091737,16074,4463.871890022457,233.6625232201744,0.45292685061698496,16066,7657.438893305142,156.91396473472287,0.01867065747384148
12290099,3,35.26393109280407,2.050228697926201,0.0,16065,3263.555809851383,63.84157609561561,0.7927086974096611,16075,3656.9993561722977,133.02770091889022,-0.2539449969709503,16074,5214.870122435152,223.9430538867384,0.4612362995612892
12342625,3,35.26393109280407,2.050228697926201,0.0,16036,3771.206263970912,38.762729663145706,1.2277088502757523,16033,5584.986143068977,285.19695345332025,1.0345507010108952,16046,4737.166633156841,332.94562430946587,-1.2622595512866475
12342624,3,35.26393109280407,2.050228697926201,0.0,16036,2971.17598580826,51.961667227737166,0.9981322733678731,16046,3794.6844529533455,325.015897535952,-0.7103093341637229,16033,5422.312177530152,273.7460187524673,0.7121770607958497
12367114,3,35.26393109280407,2.050228697926201,0.0,16020,2648.4984468137263,355.5192173585551,0.3245544078830199,16030,2753.9456023666125,246.7033199484831,0.35282581839529487,16044,3329.326579561464,116.37921077084695,0.3226197737216853
12367113,3,35.26393109280407,2.050228697926201,0.0,16019,4102.543666967726,32.992473188632175,0.32073121440071756,16042,3494.310807150911,157.6259127321896,0.25689686693678726,16026,2576.906878346816,255.64159003151053,0.4223719186624952
12367112,3,35.26393109280407,2.050228697926201,0.0,16019,3214.797733386461,43.51926104211736,0.3247804717112322,16042,4534.357173805668,163.20930775875,0.3002588316353051,16027,3305.019562683411,295.9849619087267,0.37496069665346266
12367111,3,35.26393109280407,2.050228697926201,0.0,16019,2510.585766199806,60.88926157404677,0.18465629794125088,16020,739.1275101220533,201.23103120551025,0.7429412131822736,16015,4947.566534151718,325.09913424711635,0.07240248887647553
12367110,3,35.26393109280407,2.050228697926201,0.0,16019,2176.05743691124,87.06011393071589,0.7066020641665026,16020,1821.6501273695617,189.09391266577776,-0.24683191755752218,16027,3108.687379640412,255.62973619686545,0.5402298533910195
