view,type,cache,generated,data_date,src_file,feature_index,feature_type,geom_type,coord_0,coord_1,properties.id,properties.site,properties.site_id,properties.site_alias,properties.name,properties.description,properties.site_list_html,properties.site_hover_html,properties.system,properties.system_type,properties.image,properties.unix_timestamp,properties.status,properties.site_icon,properties.active_events
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,30,Feature,Point,-94.6235,39.028,43,70c72a6c-6890-4a65-be1e-9d6d6fc26a36,43,16099,BR08-Mission Hills Master,,BR08-Mission Hills Master <small>(16099)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR08-Mission Hills Master <small>(16099)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,31,Feature,Point,-94.6165,39.02338,39,793c3698-6d60-4df8-85f0-89ddb8ad5fe5,39,16112,BR09-Belinder Ave @ Brush Creek Master,,BR09-Belinder Ave @ Brush Creek Master <small>(16112)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR09-Belinder Ave @ Brush Creek Master <small>(16112)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,32,Feature,Point,-94.6053658,39.0330694,4376,0863220b-1e06-47fd-b717-ffe29722c477,4376,16321,BR10-Ward Parkway,,BR10-Ward Parkway <small>(16321)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR10-Ward Parkway <small>(16321)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,33,Feature,Point,-94.5854459,39.0403125,4375,5da5d219-c528-4707-8004-cece384d945b,4375,16322,BR11-Main/Brookside,,"BR11-Main/Brookside <small>(16322)</small><div class=""mt-1 mb-1"">
<span class=""text-default"">
<small><i class=""fa-regular fa-hourglass-half""  aria-hidden=""true""></i>  Timeout</small>
</span>
</div>","<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR11-Main/Brookside <small>(16322)</small><div class=""mt-1 mb-1"">
<span class=""text-default"">
<small><i class=""fa-regular fa-hourglass-half""  aria-hidden=""true""></i>  Timeout</small>
</span>
</div></div>",Century Towers A2,26,,1771345008,2,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,34,Feature,Point,-94.584198,39.0042676,4434,1a89fc3a-6de2-4b4b-9ed1-c71c655e798f,4434,16323,BR12-Oak &amp; Rockhill,,BR12-Oak &amp; Rockhill <small>(16323)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR12-Oak &amp; Rockhill <small>(16323)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,35,Feature,Point,-94.56448,39.0135336,4370,560c4428-25db-4aa6-b2e2-edc5c33b5cea,4370,16324,BR13-Brooklyn PS,,BR13-Brooklyn PS <small>(16324)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR13-Brooklyn PS <small>(16324)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,36,Feature,Point,-94.5655363,39.0667649,4377,dfdd5ec4-5de5-4f6c-abed-53e7974e5ea0,4377,16325,BR14-Linwood,,BR14-Linwood <small>(16325)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR14-Linwood <small>(16325)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,37,Feature,Point,-94.5664928,39.0405277,4374,941f8986-b009-4d4c-82ca-b869492b08c6,4374,16326,BR15-Paseo HS,,BR15-Paseo HS <small>(16326)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR15-Paseo HS <small>(16326)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,38,Feature,Point,-94.5313469,39.0370608,4372,eed603d1-afbf-42ae-84de-fb46705d588e,4372,16327,BR16-Elmwood,,BR16-Elmwood <small>(16327)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BR16-Elmwood <small>(16327)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,39,Feature,Point,-95.024221,38.767604,275,d6e49f04-5672-442b-a437-448c92a7a4df,275,16087,BU01-199th St @ Martin Creek,,BU01-199th St @ Martin Creek <small>(16087)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BU01-199th St @ Martin Creek <small>(16087)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,40,Feature,Point,-94.992361,38.782208,8,884c5bad-94d9-4134-83d6-91a97ab9e348,8,16084,BU02-191st St &amp; Dillie Rd,,BU02-191st St &amp; Dillie Rd <small>(16084)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BU02-191st St &amp; Dillie Rd <small>(16084)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,41,Feature,Point,-94.89869,38.8228,77,9d9f4481-eb7b-44bf-b7d4-af97f989de4e,77,16085,BU03-New Century Airport,,BU03-New Century Airport <small>(16085)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BU03-New Century Airport <small>(16085)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,42,Feature,Point,-94.871385,38.768933,276,a23529bb-f19f-439b-82df-c455da116ab0,276,16088,BU04-199th St &amp; Clare Rd,,BU04-199th St &amp; Clare Rd <small>(16088)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  BU04-199th St &amp; Clare Rd <small>(16088)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,43,Feature,Point,-94.84413,38.86322,79,ec7a3bf8-7b31-46aa-bcd0-5f9fb671461e,79,16086,CD01-JoCo Transit Building,,CD01-JoCo Transit Building <small>(16086)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD01-JoCo Transit Building <small>(16086)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,44,Feature,Point,-94.87986,38.88369,82,b8607998-b3bf-4e1e-8132-91fcfa3eea81,82,16068,CD02-Olathe Lake Discharge,,CD02-Olathe Lake Discharge <small>(16068)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD02-Olathe Lake Discharge <small>(16068)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,45,Feature,Point,-94.88811,38.89825,83,3a6c8235-0343-407b-85fb-654e6ccae439,83,16073,CD03-127th St @ Cedar Creek,,CD03-127th St @ Cedar Creek <small>(16073)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD03-127th St @ Cedar Creek <small>(16073)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,46,Feature,Point,-94.88166,38.91272,85,1e8f2d00-6bca-4bc6-904d-2a609099f6d7,85,16071,CD04-119th St @ Little Cedar Creek,,CD04-119th St @ Little Cedar Creek <small>(16071)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD04-119th St @ Little Cedar Creek <small>(16071)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,47,Feature,Point,-94.88816,38.91261,86,e87cedc6-2515-4b81-8154-2c967e476c92,86,16069,CD05-119th St @ Cedar Creek,,CD05-119th St @ Cedar Creek <small>(16069)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD05-119th St @ Cedar Creek <small>(16069)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,48,Feature,Point,-94.91527,38.95602,117,dfbb17cc-21d2-45dd-97bb-54235b783df6,117,16070,CD06-K-10 @ Cedar Creek,,CD06-K-10 @ Cedar Creek <small>(16070)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD06-K-10 @ Cedar Creek <small>(16070)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,49,Feature,Point,-94.92339,38.9563,118,75968fd7-b885-42f9-a15e-f359164aaa05,118,16072,CD07-95th St @ Camp Creek,,CD07-95th St @ Camp Creek <small>(16072)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD07-95th St @ Camp Creek <small>(16072)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,50,Feature,Point,-94.92586,38.9805,121,c2d3cba4-ba9f-4782-87f1-7c55f30a614a,121,16074,CD08-Desoto Streamway Park,,CD08-Desoto Streamway Park <small>(16074)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CD08-Desoto Streamway Park <small>(16074)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,51,Feature,Point,-94.74244,38.8305,56,58b49c20-8c93-4c3b-b762-e9a1bfbdc731,56,16037,CF01-Pflumm Rd @ Coffee Creek,,CF01-Pflumm Rd @ Coffee Creek <small>(16037)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CF01-Pflumm Rd @ Coffee Creek <small>(16037)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,52,Feature,Point,-94.723859,38.825997,269,6dca6364-0807-4086-a5a2-57e210328369,269,16038,CF02-Quivira Rd @ Coffee Creek,,CF02-Quivira Rd @ Coffee Creek <small>(16038)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CF02-Quivira Rd @ Coffee Creek <small>(16038)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,53,Feature,Point,-94.70511,38.82172,50,111e6a56-5618-48e5-ab0a-6200efbf744e,50,16039,CF03-Switzer Rd @ Coffee Creek,,CF03-Switzer Rd @ Coffee Creek <small>(16039)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  CF03-Switzer Rd @ Coffee Creek <small>(16039)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,54,Feature,Point,-94.62641,39.11326,4464,f7594396-7896-402b-9d06-1f2a6bacf654,4464,16813,City Hall,,City Hall <small>(16813)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  City Hall <small>(16813)</small></div>",UGWYCO/KCK,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,55,Feature,Point,-94.6431917,39.3111325,4411,72fc79e8-d482-4e22-901c-54d2fe5326f4,4411,16328,Cookingham @ 2nd Creek,,Cookingham @ 2nd Creek <small>(16328)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Cookingham @ 2nd Creek <small>(16328)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,56,Feature,Point,-94.6295417,39.0550778,4452,313c7cdb-6e45-4b94-af0b-17f23e5cd5e5,4452,6560,East Remote Mill Street @ Turkey Creek,HWDS East Remote Flasher,East Remote Mill Street @ Turkey Creek <small>(6560)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  East Remote Mill Street @ Turkey Creek <small>(6560)</small><br><small>HWDS East Remote Flasher</small></div>",Century Towers,25,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,57,Feature,Point,-94.4921272,39.3049047,4414,962b52f6-db5b-4bf9-a5ee-960f72c4a6f0,4414,16329,Eastern Ave @ Fishing River,,Eastern Ave @ Fishing River <small>(16329)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Eastern Ave @ Fishing River <small>(16329)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,58,Feature,Point,-94.7413,39.13825,4466,c97d1692-683a-4a52-96cf-aeb0c30ce30b,4466,16815,Eisenhower Park,,Eisenhower Park <small>(16815)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Eisenhower Park <small>(16815)</small></div>",UGWYCO/KCK,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,59,Feature,Point,-94.5482673,39.1949229,4393,01fde59c-7af4-4e91-bef2-e7f2b071d7ef,4393,16330,Englewood Dr @ Mill Creek,,Englewood Dr @ Mill Creek <small>(16330)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Englewood Dr @ Mill Creek <small>(16330)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,60,Feature,Point,-94.6524518,39.0840883,4436,cea6d4a3-da23-48aa-91ce-87fdf9c70474,4436,7020,Flood Pump Station 14,,"Flood Pump Station 14 <small>(7020)</small><div class=""mt-1 mb-1"">
<span class=""text-default"">
<small><i class=""fa-regular fa-hourglass-half""  aria-hidden=""true""></i>  Timeout</small>
</span>
</div>","<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Flood Pump Station 14 <small>(7020)</small><div class=""mt-1 mb-1"">
<span class=""text-default"">
<small><i class=""fa-regular fa-hourglass-half""  aria-hidden=""true""></i>  Timeout</small>
</span>
</div></div>",Century Towers A2,26,,1771345008,2,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,61,Feature,Point,-94.5650796,39.2599746,4408,2dd028e9-00fc-4c8f-b5f3-324055d6f3b2,4408,16331,Hwy 152 @ Upper Shoal Creek,,Hwy 152 @ Upper Shoal Creek <small>(16331)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  Hwy 152 @ Upper Shoal Creek <small>(16331)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,62,Feature,Point,-94.6100294,39.1898864,4395,eaa19a4a-2685-4e30-b483-7098fc843e70,4395,16332,I-29 @ Line Creek,,I-29 @ Line Creek <small>(16332)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  I-29 @ Line Creek <small>(16332)</small></div>",Century Towers A2,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,63,Feature,Point,-94.79708,38.85497,59,101ce0fd-dc55-48d1-b132-cdb5502ed551,59,16018,IN01-151st St &amp; Ridgeview Rd,,IN01-151st St &amp; Ridgeview Rd <small>(16018)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN01-151st St &amp; Ridgeview Rd <small>(16018)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,64,Feature,Point,-94.786111,38.869,60,ebb8e8c0-4852-494c-b6fd-118ab6502ef4,60,16007,IN02-Sheridan St @ Indian Creek,,IN02-Sheridan St @ Indian Creek <small>(16007)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN02-Sheridan St @ Indian Creek <small>(16007)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,65,Feature,Point,-94.760833,38.894166,274,6ee54332-1aee-4eaf-9250-63e51b99fb6e,274,16014,IN03-Blackbob Rd @ Indian Creek,,IN03-Blackbob Rd @ Indian Creek <small>(16014)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN03-Blackbob Rd @ Indian Creek <small>(16014)</small></div>",169.525,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,66,Feature,Point,-94.73672,38.92711,70,a29716a2-6e79-4616-bca5-2c3fe4408f46,70,16028,IN04-J.C.C.C.,,IN04-J.C.C.C. <small>(16028)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN04-J.C.C.C. <small>(16028)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,67,Feature,Point,-94.7201441,38.9356146,72,726c7eff-6dd7-420a-b494-eb15255be8b4,72,16017,IN05-I-435 @ Quivira,,IN05-I-435 @ Quivira <small>(16017)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN05-I-435 @ Quivira <small>(16017)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,68,Feature,Point,-94.7141605,38.9323772,71,8b0b7051-1943-4d32-8878-15a77aecb701,71,16016,IN06-108th Terrace &amp; Nieman Rd,,IN06-108th Terrace &amp; Nieman Rd <small>(16016)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN06-108th Terrace &amp; Nieman Rd <small>(16016)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,69,Feature,Point,-94.6985,38.93108,69,a1340b8a-fb73-451a-bcf8-c6309e20feed,69,16015,IN07-Corporate Woods,,IN07-Corporate Woods <small>(16015)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN07-Corporate Woods <small>(16015)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,70,Feature,Point,-94.686369,38.936525,1582,1ec17411-0592-4439-8ca3-262cc9424a17,1582,16098,IN08-Antioch Rd @ Indian Creek,,IN08-Antioch Rd @ Indian Creek <small>(16098)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN08-Antioch Rd @ Indian Creek <small>(16098)</small></div>",170.225,26,,1771345008,1,,0
www_op,FeatureCollection,7f370bac7b98127cf35d837cdcb48d62.geojson.cache,2026-02-17 16:16:48 (UTC),02/17/2026 10:16:48 AM,/mnt/12TB/Sujan/Spatial_correlation/Codes/dependent_files/sites.json,71,Feature,Point,-94.67105,38.94058,66,1b76f428-a353-4970-85f3-c115a3851c84,66,16013,IN09-Marty St @ Indian Creek,,IN09-Marty St @ Indian Creek <small>(16013)</small>,"<div class=""mb-0 h3 fw-semi-bold""><i class=""fa-regular fa-flag-swallowtail""  aria-hidden=""true""></i>  IN09-Marty St @ Indian Creek <small>(16013)</small></div>",170.225,26,,1771345008,1,,0
