bin_start_utc,bin_end_utc,depth_5min_mm,mm_per_hr
2012-05-24 19:40:00+00:00,2012-05-24 19:45:00+00:00,1.016,12.192
2012-05-24 19:45:00+00:00,2012-05-24 19:50:00+00:00,4.064,48.768
2012-05-24 19:50:00+00:00,2012-05-24 19:55:00+00:00,4.064,48.768
2012-05-24 19:55:00+00:00,2012-05-24 20:00:00+00:00,5.08,60.96
2012-05-24 20:00:00+00:00,2012-05-24 20:05:00+00:00,2.032,24.384
2012-05-25 00:45:00+00:00,2012-05-25 00:50:00+00:00,0.0,0.0
2012-05-25 05:00:00+00:00,2012-05-25 05:05:00+00:00,1.016,12.192
2012-05-25 05:50:00+00:00,2012-05-25 05:55:00+00:00,2.032,24.384
2012-05-25 05:55:00+00:00,2012-05-25 06:00:00+00:00,1.016,12.192
2012-05-25 06:55:00+00:00,2012-05-25 07:00:00+00:00,1.016,12.192
2012-05-25 12:45:00+00:00,2012-05-25 12:50:00+00:00,0.0,0.0
2012-05-26 00:40:00+00:00,2012-05-26 00:45:00+00:00,0.0,0.0
2012-05-26 12:40:00+00:00,2012-05-26 12:45:00+00:00,0.0,0.0
2012-05-27 12:35:00+00:00,2012-05-27 12:40:00+00:00,0.0,0.0
2012-05-28 00:35:00+00:00,2012-05-28 00:40:00+00:00,0.0,0.0
2012-05-28 12:30:00+00:00,2012-05-28 12:35:00+00:00,0.0,0.0
2012-05-29 00:30:00+00:00,2012-05-29 00:35:00+00:00,0.0,0.0
2012-05-29 12:30:00+00:00,2012-05-29 12:35:00+00:00,0.0,0.0
2012-05-30 00:25:00+00:00,2012-05-30 00:30:00+00:00,0.0,0.0
2012-05-30 01:30:00+00:00,2012-05-30 01:35:00+00:00,3.048,36.576
2012-05-30 01:35:00+00:00,2012-05-30 01:40:00+00:00,1.016,12.192
2012-05-30 12:25:00+00:00,2012-05-30 12:30:00+00:00,0.0,0.0
2012-05-30 23:20:00+00:00,2012-05-30 23:25:00+00:00,1.016,12.192
2012-05-30 23:35:00+00:00,2012-05-30 23:40:00+00:00,1.016,12.192
2012-05-31 00:20:00+00:00,2012-05-31 00:25:00+00:00,0.0,0.0
2012-05-31 12:20:00+00:00,2012-05-31 12:25:00+00:00,0.0,0.0
2012-06-01 00:20:00+00:00,2012-06-01 00:25:00+00:00,0.0,0.0
2012-06-01 12:15:00+00:00,2012-06-01 12:20:00+00:00,0.0,0.0
2012-06-02 00:15:00+00:00,2012-06-02 00:20:00+00:00,0.0,0.0
2012-06-02 12:10:00+00:00,2012-06-02 12:15:00+00:00,0.0,0.0
2012-06-03 00:10:00+00:00,2012-06-03 00:15:00+00:00,0.0,0.0
2012-06-03 12:10:00+00:00,2012-06-03 12:15:00+00:00,0.0,0.0
2012-06-04 00:05:00+00:00,2012-06-04 00:10:00+00:00,0.0,0.0
2012-06-04 12:05:00+00:00,2012-06-04 12:10:00+00:00,0.0,0.0
2012-06-05 00:05:00+00:00,2012-06-05 00:10:00+00:00,0.0,0.0
2012-06-05 12:00:00+00:00,2012-06-05 12:05:00+00:00,0.0,0.0
2012-06-06 00:00:00+00:00,2012-06-06 00:05:00+00:00,0.0,0.0
2012-06-06 11:55:00+00:00,2012-06-06 12:00:00+00:00,0.0,0.0
2012-06-06 23:55:00+00:00,2012-06-07 00:00:00+00:00,0.0,0.0
2012-06-07 11:55:00+00:00,2012-06-07 12:00:00+00:00,0.0,0.0
2012-06-07 23:50:00+00:00,2012-06-07 23:55:00+00:00,0.0,0.0
2012-06-08 11:50:00+00:00,2012-06-08 11:55:00+00:00,0.0,0.0
2012-06-08 23:45:00+00:00,2012-06-08 23:50:00+00:00,0.0,0.0
2012-06-09 11:45:00+00:00,2012-06-09 11:50:00+00:00,0.0,0.0
2012-06-09 23:45:00+00:00,2012-06-09 23:50:00+00:00,0.0,0.0
2012-06-10 11:40:00+00:00,2012-06-10 11:45:00+00:00,0.0,0.0
2012-06-10 23:40:00+00:00,2012-06-10 23:45:00+00:00,0.0,0.0
2012-06-11 02:15:00+00:00,2012-06-11 02:20:00+00:00,4.064,48.768
2012-06-11 02:20:00+00:00,2012-06-11 02:25:00+00:00,10.16,121.92
2012-06-11 02:25:00+00:00,2012-06-11 02:30:00+00:00,4.064,48.768
2012-06-11 04:55:00+00:00,2012-06-11 05:00:00+00:00,3.048,36.576
2012-06-11 05:00:00+00:00,2012-06-11 05:05:00+00:00,2.032,24.384
2012-06-11 05:05:00+00:00,2012-06-11 05:10:00+00:00,2.032,24.384
2012-06-11 05:10:00+00:00,2012-06-11 05:15:00+00:00,5.08,60.96
2012-06-11 05:15:00+00:00,2012-06-11 05:20:00+00:00,3.048,36.576
2012-06-11 05:20:00+00:00,2012-06-11 05:25:00+00:00,1.016,12.192
2012-06-11 05:25:00+00:00,2012-06-11 05:30:00+00:00,2.032,24.384
2012-06-11 05:50:00+00:00,2012-06-11 05:55:00+00:00,1.016,12.192
2012-06-11 06:20:00+00:00,2012-06-11 06:25:00+00:00,1.016,12.192
2012-06-11 11:35:00+00:00,2012-06-11 11:40:00+00:00,0.0,0.0
2012-06-11 23:35:00+00:00,2012-06-11 23:40:00+00:00,0.0,0.0
2012-06-12 11:35:00+00:00,2012-06-12 11:40:00+00:00,0.0,0.0
2012-06-12 23:30:00+00:00,2012-06-12 23:35:00+00:00,0.0,0.0
2012-06-13 11:30:00+00:00,2012-06-13 11:35:00+00:00,0.0,0.0
2012-06-13 23:25:00+00:00,2012-06-13 23:30:00+00:00,0.0,0.0
2012-06-14 11:25:00+00:00,2012-06-14 11:30:00+00:00,0.0,0.0
2012-06-14 23:25:00+00:00,2012-06-14 23:30:00+00:00,0.0,0.0
2012-06-15 11:20:00+00:00,2012-06-15 11:25:00+00:00,0.0,0.0
2012-06-15 23:20:00+00:00,2012-06-15 23:25:00+00:00,0.0,0.0
2012-06-16 11:15:00+00:00,2012-06-16 11:20:00+00:00,0.0,0.0
2012-06-16 23:15:00+00:00,2012-06-16 23:20:00+00:00,0.0,0.0
2012-06-17 11:15:00+00:00,2012-06-17 11:20:00+00:00,0.0,0.0
2012-06-17 23:10:00+00:00,2012-06-17 23:15:00+00:00,0.0,0.0
2012-06-18 11:10:00+00:00,2012-06-18 11:15:00+00:00,0.0,0.0
2012-06-18 23:10:00+00:00,2012-06-18 23:15:00+00:00,0.0,0.0
2012-06-19 11:05:00+00:00,2012-06-19 11:10:00+00:00,0.0,0.0
2012-06-19 23:05:00+00:00,2012-06-19 23:10:00+00:00,0.0,0.0
2012-06-20 11:00:00+00:00,2012-06-20 11:05:00+00:00,0.0,0.0
2012-06-20 23:00:00+00:00,2012-06-20 23:05:00+00:00,0.0,0.0
2012-06-21 00:15:00+00:00,2012-06-21 00:20:00+00:00,2.032,24.384
2012-06-21 00:20:00+00:00,2012-06-21 00:25:00+00:00,2.032,24.384
2012-06-21 00:25:00+00:00,2012-06-21 00:30:00+00:00,3.048,36.576
2012-06-21 00:35:00+00:00,2012-06-21 00:40:00+00:00,3.048,36.576
2012-06-21 00:40:00+00:00,2012-06-21 00:45:00+00:00,1.016,12.192
2012-06-21 01:10:00+00:00,2012-06-21 01:15:00+00:00,2.032,24.384
2012-06-21 01:30:00+00:00,2012-06-21 01:35:00+00:00,7.112,85.344
2012-06-21 01:35:00+00:00,2012-06-21 01:40:00+00:00,4.064,48.768
2012-06-21 01:50:00+00:00,2012-06-21 01:55:00+00:00,3.048,36.576
2012-06-21 01:55:00+00:00,2012-06-21 02:00:00+00:00,1.016,12.192
2012-06-21 02:15:00+00:00,2012-06-21 02:20:00+00:00,1.016,12.192
2012-06-21 02:30:00+00:00,2012-06-21 02:35:00+00:00,1.016,12.192
2012-06-21 02:40:00+00:00,2012-06-21 02:45:00+00:00,1.016,12.192
2012-06-21 02:55:00+00:00,2012-06-21 03:00:00+00:00,1.016,12.192
2012-06-21 03:15:00+00:00,2012-06-21 03:20:00+00:00,2.032,24.384
2012-06-21 03:30:00+00:00,2012-06-21 03:35:00+00:00,1.016,12.192
2012-06-21 06:00:00+00:00,2012-06-21 06:05:00+00:00,1.016,12.192
2012-06-21 11:00:00+00:00,2012-06-21 11:05:00+00:00,0.0,0.0
2012-06-21 22:55:00+00:00,2012-06-21 23:00:00+00:00,0.0,0.0
2012-06-22 10:55:00+00:00,2012-06-22 11:00:00+00:00,0.0,0.0
2012-06-22 22:50:00+00:00,2012-06-22 22:55:00+00:00,0.0,0.0
2012-06-23 10:50:00+00:00,2012-06-23 10:55:00+00:00,0.0,0.0
2012-06-23 22:50:00+00:00,2012-06-23 22:55:00+00:00,0.0,0.0
2012-06-24 10:45:00+00:00,2012-06-24 10:50:00+00:00,0.0,0.0
2012-06-24 22:45:00+00:00,2012-06-24 22:50:00+00:00,0.0,0.0
2012-06-25 10:40:00+00:00,2012-06-25 10:45:00+00:00,0.0,0.0
2012-06-25 22:40:00+00:00,2012-06-25 22:45:00+00:00,0.0,0.0
2012-06-26 10:40:00+00:00,2012-06-26 10:45:00+00:00,0.0,0.0
2012-06-26 22:35:00+00:00,2012-06-26 22:40:00+00:00,0.0,0.0
2012-06-27 10:35:00+00:00,2012-06-27 10:40:00+00:00,0.0,0.0
2012-06-27 22:30:00+00:00,2012-06-27 22:35:00+00:00,0.0,0.0
2012-06-28 10:30:00+00:00,2012-06-28 10:35:00+00:00,0.0,0.0
2012-06-28 22:30:00+00:00,2012-06-28 22:35:00+00:00,0.0,0.0
2012-06-29 10:25:00+00:00,2012-06-29 10:30:00+00:00,0.0,0.0
2012-06-29 22:25:00+00:00,2012-06-29 22:30:00+00:00,0.0,0.0
2012-06-30 10:20:00+00:00,2012-06-30 10:25:00+00:00,0.0,0.0
2012-06-30 22:20:00+00:00,2012-06-30 22:25:00+00:00,0.0,0.0
2012-06-30 22:40:00+00:00,2012-06-30 22:45:00+00:00,1.016,12.192
2012-07-01 22:15:00+00:00,2012-07-01 22:20:00+00:00,0.0,0.0
2012-07-02 10:15:00+00:00,2012-07-02 10:20:00+00:00,0.0,0.0
2012-07-02 22:15:00+00:00,2012-07-02 22:20:00+00:00,0.0,0.0
2012-07-03 10:10:00+00:00,2012-07-03 10:15:00+00:00,0.0,0.0
2012-07-03 22:10:00+00:00,2012-07-03 22:15:00+00:00,0.0,0.0
2012-07-04 10:05:00+00:00,2012-07-04 10:10:00+00:00,0.0,0.0
2012-07-04 22:05:00+00:00,2012-07-04 22:10:00+00:00,0.0,0.0
2012-07-05 22:00:00+00:00,2012-07-05 22:05:00+00:00,0.0,0.0
2012-07-06 10:00:00+00:00,2012-07-06 10:05:00+00:00,0.0,0.0
2012-07-06 21:55:00+00:00,2012-07-06 22:00:00+00:00,0.0,0.0
2012-07-07 09:55:00+00:00,2012-07-07 10:00:00+00:00,0.0,0.0
2012-07-07 21:55:00+00:00,2012-07-07 22:00:00+00:00,0.0,0.0
2012-07-08 09:50:00+00:00,2012-07-08 09:55:00+00:00,0.0,0.0
2012-07-08 21:50:00+00:00,2012-07-08 21:55:00+00:00,0.0,0.0
2012-07-09 09:45:00+00:00,2012-07-09 09:50:00+00:00,0.0,0.0
2012-07-09 21:45:00+00:00,2012-07-09 21:50:00+00:00,0.0,0.0
2012-07-10 09:45:00+00:00,2012-07-10 09:50:00+00:00,0.0,0.0
2012-07-10 21:40:00+00:00,2012-07-10 21:45:00+00:00,0.0,0.0
2012-07-11 09:40:00+00:00,2012-07-11 09:45:00+00:00,0.0,0.0
2012-07-12 09:35:00+00:00,2012-07-12 09:40:00+00:00,0.0,0.0
2012-07-12 16:05:00+00:00,2012-07-12 16:10:00+00:00,1.016,12.192
2012-07-12 21:35:00+00:00,2012-07-12 21:40:00+00:00,0.0,0.0
2012-07-13 09:30:00+00:00,2012-07-13 09:35:00+00:00,0.0,0.0
2012-07-13 09:45:00+00:00,2012-07-13 09:50:00+00:00,1.016,12.192
2012-07-13 10:10:00+00:00,2012-07-13 10:15:00+00:00,1.016,12.192
2012-07-13 10:20:00+00:00,2012-07-13 10:25:00+00:00,1.016,12.192
2012-07-13 21:30:00+00:00,2012-07-13 21:35:00+00:00,0.0,0.0
2012-07-14 09:30:00+00:00,2012-07-14 09:35:00+00:00,0.0,0.0
2012-07-14 21:25:00+00:00,2012-07-14 21:30:00+00:00,0.0,0.0
2012-07-15 09:25:00+00:00,2012-07-15 09:30:00+00:00,0.0,0.0
2012-07-15 21:20:00+00:00,2012-07-15 21:25:00+00:00,0.0,0.0
2012-07-16 09:20:00+00:00,2012-07-16 09:25:00+00:00,0.0,0.0
2012-07-16 21:20:00+00:00,2012-07-16 21:25:00+00:00,0.0,0.0
2012-07-17 09:15:00+00:00,2012-07-17 09:20:00+00:00,0.0,0.0
2012-07-17 21:15:00+00:00,2012-07-17 21:20:00+00:00,0.0,0.0
2012-07-18 09:10:00+00:00,2012-07-18 09:15:00+00:00,0.0,0.0
2012-07-18 21:10:00+00:00,2012-07-18 21:15:00+00:00,0.0,0.0
2012-07-19 09:10:00+00:00,2012-07-19 09:15:00+00:00,0.0,0.0
2012-07-19 21:05:00+00:00,2012-07-19 21:10:00+00:00,0.0,0.0
2012-07-20 09:05:00+00:00,2012-07-20 09:10:00+00:00,0.0,0.0
2012-07-20 21:00:00+00:00,2012-07-20 21:05:00+00:00,0.0,0.0
2012-07-21 09:00:00+00:00,2012-07-21 09:05:00+00:00,0.0,0.0
2012-07-21 21:00:00+00:00,2012-07-21 21:05:00+00:00,0.0,0.0
2012-07-22 08:55:00+00:00,2012-07-22 09:00:00+00:00,0.0,0.0
2012-07-22 20:55:00+00:00,2012-07-22 21:00:00+00:00,0.0,0.0
2012-07-23 08:50:00+00:00,2012-07-23 08:55:00+00:00,0.0,0.0
2012-07-23 20:50:00+00:00,2012-07-23 20:55:00+00:00,0.0,0.0
2012-07-24 08:50:00+00:00,2012-07-24 08:55:00+00:00,0.0,0.0
2012-07-24 20:45:00+00:00,2012-07-24 20:50:00+00:00,0.0,0.0
2012-07-25 08:45:00+00:00,2012-07-25 08:50:00+00:00,0.0,0.0
2012-07-25 20:45:00+00:00,2012-07-25 20:50:00+00:00,0.0,0.0
2012-07-26 03:20:00+00:00,2012-07-26 03:25:00+00:00,2.032,24.384
2012-07-26 03:30:00+00:00,2012-07-26 03:35:00+00:00,1.016,12.192
2012-07-26 04:10:00+00:00,2012-07-26 04:15:00+00:00,1.016,12.192
2012-07-26 08:40:00+00:00,2012-07-26 08:45:00+00:00,0.0,0.0
2012-07-26 20:40:00+00:00,2012-07-26 20:45:00+00:00,0.0,0.0
2012-07-27 08:35:00+00:00,2012-07-27 08:40:00+00:00,0.0,0.0
2012-07-27 20:35:00+00:00,2012-07-27 20:40:00+00:00,0.0,0.0
2012-07-28 08:35:00+00:00,2012-07-28 08:40:00+00:00,0.0,0.0
2012-07-28 20:30:00+00:00,2012-07-28 20:35:00+00:00,0.0,0.0
2012-07-29 08:30:00+00:00,2012-07-29 08:35:00+00:00,0.0,0.0
2012-07-29 20:25:00+00:00,2012-07-29 20:30:00+00:00,0.0,0.0
2012-07-30 08:25:00+00:00,2012-07-30 08:30:00+00:00,0.0,0.0
2012-07-30 20:25:00+00:00,2012-07-30 20:30:00+00:00,0.0,0.0
2012-07-31 08:20:00+00:00,2012-07-31 08:25:00+00:00,0.0,0.0
2012-07-31 20:20:00+00:00,2012-07-31 20:25:00+00:00,0.0,0.0
2012-08-01 08:15:00+00:00,2012-08-01 08:20:00+00:00,0.0,0.0
2012-08-01 20:15:00+00:00,2012-08-01 20:20:00+00:00,0.0,0.0
2012-08-02 06:15:00+00:00,2012-08-02 06:20:00+00:00,1.016,12.192
2012-08-02 06:45:00+00:00,2012-08-02 06:50:00+00:00,1.016,12.192
2012-08-02 07:05:00+00:00,2012-08-02 07:10:00+00:00,1.016,12.192
2012-08-02 08:15:00+00:00,2012-08-02 08:20:00+00:00,0.0,0.0
2012-08-02 08:50:00+00:00,2012-08-02 08:55:00+00:00,1.016,12.192
2012-08-02 20:10:00+00:00,2012-08-02 20:15:00+00:00,0.0,0.0
2012-08-03 08:10:00+00:00,2012-08-03 08:15:00+00:00,0.0,0.0
2012-08-03 20:05:00+00:00,2012-08-03 20:10:00+00:00,0.0,0.0
2012-08-04 08:05:00+00:00,2012-08-04 08:10:00+00:00,0.0,0.0
2012-08-04 20:05:00+00:00,2012-08-04 20:10:00+00:00,0.0,0.0
2012-08-05 08:00:00+00:00,2012-08-05 08:05:00+00:00,0.0,0.0
2012-08-05 20:00:00+00:00,2012-08-05 20:05:00+00:00,0.0,0.0
2012-08-06 07:55:00+00:00,2012-08-06 08:00:00+00:00,0.0,0.0
2012-08-06 19:55:00+00:00,2012-08-06 20:00:00+00:00,0.0,0.0
2012-08-07 07:55:00+00:00,2012-08-07 08:00:00+00:00,0.0,0.0
2012-08-07 19:50:00+00:00,2012-08-07 19:55:00+00:00,0.0,0.0
2012-08-08 07:50:00+00:00,2012-08-08 07:55:00+00:00,0.0,0.0
2012-08-08 19:30:00+00:00,2012-08-08 19:35:00+00:00,1.016,12.192
2012-08-08 19:35:00+00:00,2012-08-08 19:40:00+00:00,3.048,36.576
2012-08-08 19:40:00+00:00,2012-08-08 19:45:00+00:00,2.032,24.384
2012-08-08 19:45:00+00:00,2012-08-08 19:50:00+00:00,4.064,48.768
2012-08-08 19:50:00+00:00,2012-08-08 19:55:00+00:00,1.016,12.192
2012-08-08 19:55:00+00:00,2012-08-08 20:00:00+00:00,1.016,12.192
2012-08-09 07:35:00+00:00,2012-08-09 07:40:00+00:00,0.0,0.0
2012-08-09 19:35:00+00:00,2012-08-09 19:40:00+00:00,0.0,0.0
2012-08-10 07:35:00+00:00,2012-08-10 07:40:00+00:00,0.0,0.0
2012-08-10 19:30:00+00:00,2012-08-10 19:35:00+00:00,0.0,0.0
2012-08-11 07:30:00+00:00,2012-08-11 07:35:00+00:00,0.0,0.0
2012-08-11 19:25:00+00:00,2012-08-11 19:30:00+00:00,0.0,0.0
2012-08-12 07:25:00+00:00,2012-08-12 07:30:00+00:00,0.0,0.0
2012-08-12 19:25:00+00:00,2012-08-12 19:30:00+00:00,0.0,0.0
2012-08-13 07:20:00+00:00,2012-08-13 07:25:00+00:00,0.0,0.0
2012-08-13 19:20:00+00:00,2012-08-13 19:25:00+00:00,0.0,0.0
2012-08-14 07:15:00+00:00,2012-08-14 07:20:00+00:00,0.0,0.0
2012-08-14 19:15:00+00:00,2012-08-14 19:20:00+00:00,0.0,0.0
2012-08-15 07:15:00+00:00,2012-08-15 07:20:00+00:00,0.0,0.0
2012-08-15 19:10:00+00:00,2012-08-15 19:15:00+00:00,0.0,0.0
2012-08-16 07:10:00+00:00,2012-08-16 07:15:00+00:00,0.0,0.0
2012-08-16 19:05:00+00:00,2012-08-16 19:10:00+00:00,0.0,0.0
2012-08-17 07:05:00+00:00,2012-08-17 07:10:00+00:00,0.0,0.0
2012-08-17 19:05:00+00:00,2012-08-17 19:10:00+00:00,0.0,0.0
2012-08-18 07:00:00+00:00,2012-08-18 07:05:00+00:00,0.0,0.0
2012-08-18 19:00:00+00:00,2012-08-18 19:05:00+00:00,0.0,0.0
2012-08-19 06:55:00+00:00,2012-08-19 07:00:00+00:00,0.0,0.0
2012-08-19 18:55:00+00:00,2012-08-19 19:00:00+00:00,0.0,0.0
2012-08-20 06:55:00+00:00,2012-08-20 07:00:00+00:00,0.0,0.0
2012-08-20 18:50:00+00:00,2012-08-20 18:55:00+00:00,0.0,0.0
2012-08-21 06:50:00+00:00,2012-08-21 06:55:00+00:00,0.0,0.0
2012-08-21 18:50:00+00:00,2012-08-21 18:55:00+00:00,0.0,0.0
2012-08-22 06:45:00+00:00,2012-08-22 06:50:00+00:00,0.0,0.0
