bin_start_utc,bin_end_utc,depth_5min_mm,mm_per_hr
2013-06-27 22:45:00+00:00,2013-06-27 22:50:00+00:00,2.032,24.384
2013-06-27 22:50:00+00:00,2013-06-27 22:55:00+00:00,2.032,24.384
2013-06-27 23:00:00+00:00,2013-06-27 23:05:00+00:00,1.016,12.192
2013-06-28 06:10:00+00:00,2013-06-28 06:15:00+00:00,1.016,12.192
2013-06-28 11:00:00+00:00,2013-06-28 11:05:00+00:00,0.0,0.0
2013-06-28 23:00:00+00:00,2013-06-28 23:05:00+00:00,0.0,0.0
2013-06-29 10:55:00+00:00,2013-06-29 11:00:00+00:00,0.0,0.0
2013-06-29 22:55:00+00:00,2013-06-29 23:00:00+00:00,0.0,0.0
2013-06-30 10:50:00+00:00,2013-06-30 10:55:00+00:00,0.0,0.0
2013-06-30 22:50:00+00:00,2013-06-30 22:55:00+00:00,0.0,0.0
2013-07-01 10:50:00+00:00,2013-07-01 10:55:00+00:00,0.0,0.0
2013-07-01 22:45:00+00:00,2013-07-01 22:50:00+00:00,0.0,0.0
2013-07-02 10:45:00+00:00,2013-07-02 10:50:00+00:00,0.0,0.0
2013-07-02 22:40:00+00:00,2013-07-02 22:45:00+00:00,0.0,0.0
2013-07-03 10:40:00+00:00,2013-07-03 10:45:00+00:00,0.0,0.0
2013-07-03 22:40:00+00:00,2013-07-03 22:45:00+00:00,0.0,0.0
2013-07-04 10:35:00+00:00,2013-07-04 10:40:00+00:00,0.0,0.0
2013-07-04 22:35:00+00:00,2013-07-04 22:40:00+00:00,0.0,0.0
2013-07-05 10:35:00+00:00,2013-07-05 10:40:00+00:00,0.0,0.0
2013-07-05 22:30:00+00:00,2013-07-05 22:35:00+00:00,0.0,0.0
2013-07-06 10:30:00+00:00,2013-07-06 10:35:00+00:00,0.0,0.0
2013-07-06 22:25:00+00:00,2013-07-06 22:30:00+00:00,0.0,0.0
2013-07-07 01:15:00+00:00,2013-07-07 01:20:00+00:00,1.016,12.192
2013-07-07 01:55:00+00:00,2013-07-07 02:00:00+00:00,1.016,12.192
2013-07-07 10:25:00+00:00,2013-07-07 10:30:00+00:00,0.0,0.0
2013-07-07 22:25:00+00:00,2013-07-07 22:30:00+00:00,0.0,0.0
2013-07-08 22:20:00+00:00,2013-07-08 22:25:00+00:00,0.0,0.0
2013-07-09 10:15:00+00:00,2013-07-09 10:20:00+00:00,0.0,0.0
2013-07-09 22:15:00+00:00,2013-07-09 22:20:00+00:00,0.0,0.0
2013-07-10 10:15:00+00:00,2013-07-10 10:20:00+00:00,0.0,0.0
2013-07-10 22:10:00+00:00,2013-07-10 22:15:00+00:00,0.0,0.0
2013-07-11 10:10:00+00:00,2013-07-11 10:15:00+00:00,0.0,0.0
2013-07-11 22:10:00+00:00,2013-07-11 22:15:00+00:00,0.0,0.0
2013-07-12 10:05:00+00:00,2013-07-12 10:10:00+00:00,0.0,0.0
2013-07-12 22:05:00+00:00,2013-07-12 22:10:00+00:00,0.0,0.0
2013-07-13 10:00:00+00:00,2013-07-13 10:05:00+00:00,0.0,0.0
2013-07-13 22:00:00+00:00,2013-07-13 22:05:00+00:00,0.0,0.0
2013-07-14 10:00:00+00:00,2013-07-14 10:05:00+00:00,0.0,0.0
2013-07-14 21:55:00+00:00,2013-07-14 22:00:00+00:00,0.0,0.0
2013-07-15 09:55:00+00:00,2013-07-15 10:00:00+00:00,0.0,0.0
2013-07-15 21:50:00+00:00,2013-07-15 21:55:00+00:00,0.0,0.0
2013-07-16 09:50:00+00:00,2013-07-16 09:55:00+00:00,0.0,0.0
2013-07-16 21:50:00+00:00,2013-07-16 21:55:00+00:00,0.0,0.0
2013-07-17 09:45:00+00:00,2013-07-17 09:50:00+00:00,0.0,0.0
2013-07-17 21:45:00+00:00,2013-07-17 21:50:00+00:00,0.0,0.0
2013-07-18 09:40:00+00:00,2013-07-18 09:45:00+00:00,0.0,0.0
2013-07-18 21:40:00+00:00,2013-07-18 21:45:00+00:00,0.0,0.0
2013-07-19 09:40:00+00:00,2013-07-19 09:45:00+00:00,0.0,0.0
2013-07-19 21:35:00+00:00,2013-07-19 21:40:00+00:00,0.0,0.0
2013-07-20 09:35:00+00:00,2013-07-20 09:40:00+00:00,0.0,0.0
2013-07-20 21:35:00+00:00,2013-07-20 21:40:00+00:00,0.0,0.0
2013-07-21 09:30:00+00:00,2013-07-21 09:35:00+00:00,0.0,0.0
2013-07-21 21:30:00+00:00,2013-07-21 21:35:00+00:00,0.0,0.0
2013-07-22 09:25:00+00:00,2013-07-22 09:30:00+00:00,0.0,0.0
2013-07-22 21:25:00+00:00,2013-07-22 21:30:00+00:00,0.0,0.0
2013-07-23 09:25:00+00:00,2013-07-23 09:30:00+00:00,0.0,0.0
2013-07-23 21:20:00+00:00,2013-07-23 21:25:00+00:00,0.0,0.0
2013-07-24 09:20:00+00:00,2013-07-24 09:25:00+00:00,0.0,0.0
2013-07-24 21:15:00+00:00,2013-07-24 21:20:00+00:00,0.0,0.0
2013-07-25 09:15:00+00:00,2013-07-25 09:20:00+00:00,0.0,0.0
2013-07-25 16:45:00+00:00,2013-07-25 16:50:00+00:00,1.016,12.192
2013-07-25 17:10:00+00:00,2013-07-25 17:15:00+00:00,1.016,12.192
2013-07-25 21:15:00+00:00,2013-07-25 21:20:00+00:00,0.0,0.0
2013-07-25 21:50:00+00:00,2013-07-25 21:55:00+00:00,1.016,12.192
2013-07-25 22:20:00+00:00,2013-07-25 22:25:00+00:00,1.016,12.192
2013-07-26 06:05:00+00:00,2013-07-26 06:10:00+00:00,1.016,12.192
