bin_start_utc,bin_end_utc,depth_5min_mm,mm_per_hr
2021-08-12 19:55:00+00:00,2021-08-12 20:00:00+00:00,1.016,12.192
2021-08-12 20:00:00+00:00,2021-08-12 20:05:00+00:00,1.016,12.192
2021-08-12 20:05:00+00:00,2021-08-12 20:10:00+00:00,3.048,36.576
2021-08-12 20:10:00+00:00,2021-08-12 20:15:00+00:00,1.016,12.192
2021-08-12 20:30:00+00:00,2021-08-12 20:35:00+00:00,2.032,24.384
2021-08-12 20:35:00+00:00,2021-08-12 20:40:00+00:00,1.016,12.192
2021-08-12 20:40:00+00:00,2021-08-12 20:45:00+00:00,3.048,36.576
2021-08-12 20:45:00+00:00,2021-08-12 20:50:00+00:00,3.048,36.576
2021-08-12 20:50:00+00:00,2021-08-12 20:55:00+00:00,2.032,24.384
2021-08-12 21:05:00+00:00,2021-08-12 21:10:00+00:00,1.016,12.192
2021-08-12 21:30:00+00:00,2021-08-12 21:35:00+00:00,1.016,12.192
2021-08-12 21:40:00+00:00,2021-08-12 21:45:00+00:00,1.016,12.192
2021-08-12 22:15:00+00:00,2021-08-12 22:20:00+00:00,1.016,12.192
2021-08-12 23:40:00+00:00,2021-08-12 23:45:00+00:00,2.032,24.384
2021-08-13 00:05:00+00:00,2021-08-13 00:10:00+00:00,1.016,12.192
2021-08-13 01:05:00+00:00,2021-08-13 01:10:00+00:00,1.016,12.192
2021-08-13 02:10:00+00:00,2021-08-13 02:15:00+00:00,1.016,12.192
2021-08-13 02:35:00+00:00,2021-08-13 02:40:00+00:00,1.016,12.192
2021-08-13 02:50:00+00:00,2021-08-13 02:55:00+00:00,1.016,12.192
2021-08-13 03:00:00+00:00,2021-08-13 03:05:00+00:00,1.016,12.192
2021-08-13 03:10:00+00:00,2021-08-13 03:15:00+00:00,1.016,12.192
2021-08-13 03:15:00+00:00,2021-08-13 03:20:00+00:00,1.016,12.192
2021-08-13 03:30:00+00:00,2021-08-13 03:35:00+00:00,1.016,12.192
2021-08-13 03:45:00+00:00,2021-08-13 03:50:00+00:00,1.016,12.192
2021-08-13 04:05:00+00:00,2021-08-13 04:10:00+00:00,1.016,12.192
2021-08-13 04:15:00+00:00,2021-08-13 04:20:00+00:00,1.016,12.192
2021-08-13 04:25:00+00:00,2021-08-13 04:30:00+00:00,1.016,12.192
2021-08-13 04:35:00+00:00,2021-08-13 04:40:00+00:00,1.016,12.192
2021-08-13 04:40:00+00:00,2021-08-13 04:45:00+00:00,1.016,12.192
2021-08-13 04:45:00+00:00,2021-08-13 04:50:00+00:00,1.016,12.192
2021-08-13 05:00:00+00:00,2021-08-13 05:05:00+00:00,1.016,12.192
2021-08-13 05:15:00+00:00,2021-08-13 05:20:00+00:00,1.016,12.192
2021-08-13 05:25:00+00:00,2021-08-13 05:30:00+00:00,1.016,12.192
2021-08-13 05:35:00+00:00,2021-08-13 05:40:00+00:00,1.016,12.192
2021-08-13 05:45:00+00:00,2021-08-13 05:50:00+00:00,1.016,12.192
2021-08-13 06:10:00+00:00,2021-08-13 06:15:00+00:00,1.016,12.192
2021-08-13 07:35:00+00:00,2021-08-13 07:40:00+00:00,1.016,12.192
2021-08-13 15:10:00+00:00,2021-08-13 15:15:00+00:00,0.0,0.0
2021-08-14 03:10:00+00:00,2021-08-14 03:15:00+00:00,0.0,0.0
2021-08-14 15:10:00+00:00,2021-08-14 15:15:00+00:00,0.0,0.0
2021-08-15 03:10:00+00:00,2021-08-15 03:15:00+00:00,0.0,0.0
2021-08-15 15:10:00+00:00,2021-08-15 15:15:00+00:00,0.0,0.0
2021-08-16 03:10:00+00:00,2021-08-16 03:15:00+00:00,0.0,0.0
2021-08-16 15:10:00+00:00,2021-08-16 15:15:00+00:00,0.0,0.0
2021-08-17 03:10:00+00:00,2021-08-17 03:15:00+00:00,0.0,0.0
2021-08-17 15:10:00+00:00,2021-08-17 15:15:00+00:00,0.0,0.0
2021-08-18 03:10:00+00:00,2021-08-18 03:15:00+00:00,0.0,0.0
2021-08-18 15:10:00+00:00,2021-08-18 15:15:00+00:00,0.0,0.0
2021-08-19 03:10:00+00:00,2021-08-19 03:15:00+00:00,0.0,0.0
2021-08-19 15:10:00+00:00,2021-08-19 15:15:00+00:00,0.0,0.0
2021-08-20 03:10:00+00:00,2021-08-20 03:15:00+00:00,0.0,0.0
2021-08-20 15:10:00+00:00,2021-08-20 15:15:00+00:00,0.0,0.0
2021-08-20 22:55:00+00:00,2021-08-20 23:00:00+00:00,6.096,73.152
2021-08-20 23:00:00+00:00,2021-08-20 23:05:00+00:00,3.048,36.576
2021-08-20 23:05:00+00:00,2021-08-20 23:10:00+00:00,7.112,85.344
2021-08-20 23:10:00+00:00,2021-08-20 23:15:00+00:00,3.048,36.576
2021-08-20 23:15:00+00:00,2021-08-20 23:20:00+00:00,2.032,24.384
2021-08-20 23:20:00+00:00,2021-08-20 23:25:00+00:00,1.016,12.192
2021-08-20 23:25:00+00:00,2021-08-20 23:30:00+00:00,1.016,12.192
2021-08-21 01:05:00+00:00,2021-08-21 01:10:00+00:00,1.016,12.192
2021-08-21 02:15:00+00:00,2021-08-21 02:20:00+00:00,1.016,12.192
2021-08-21 02:20:00+00:00,2021-08-21 02:25:00+00:00,4.064,48.768
2021-08-21 02:25:00+00:00,2021-08-21 02:30:00+00:00,4.064,48.768
2021-08-21 02:30:00+00:00,2021-08-21 02:35:00+00:00,1.016,12.192
2021-08-21 03:10:00+00:00,2021-08-21 03:15:00+00:00,1.016,12.192
2021-08-21 15:10:00+00:00,2021-08-21 15:15:00+00:00,0.0,0.0
2021-08-22 03:10:00+00:00,2021-08-22 03:15:00+00:00,0.0,0.0
2021-08-22 15:10:00+00:00,2021-08-22 15:15:00+00:00,0.0,0.0
2021-08-23 03:10:00+00:00,2021-08-23 03:15:00+00:00,0.0,0.0
2021-08-23 15:10:00+00:00,2021-08-23 15:15:00+00:00,0.0,0.0
2021-08-24 15:10:00+00:00,2021-08-24 15:15:00+00:00,0.0,0.0
2021-08-25 15:10:00+00:00,2021-08-25 15:15:00+00:00,0.0,0.0
2021-09-03 06:10:00+00:00,2021-09-03 06:15:00+00:00,3.048,36.576
2021-09-03 06:15:00+00:00,2021-09-03 06:20:00+00:00,7.112,85.344
2021-09-03 06:20:00+00:00,2021-09-03 06:25:00+00:00,5.08,60.96
2021-09-03 06:25:00+00:00,2021-09-03 06:30:00+00:00,6.096,73.152
2021-09-03 06:30:00+00:00,2021-09-03 06:35:00+00:00,4.064,48.768
2021-09-03 07:05:00+00:00,2021-09-03 07:10:00+00:00,1.016,12.192
2021-09-03 07:30:00+00:00,2021-09-03 07:35:00+00:00,1.016,12.192
2021-09-03 07:45:00+00:00,2021-09-03 07:50:00+00:00,1.016,12.192
2021-09-03 08:00:00+00:00,2021-09-03 08:05:00+00:00,1.016,12.192
2021-09-03 19:20:00+00:00,2021-09-03 19:25:00+00:00,3.048,36.576
2021-09-03 20:20:00+00:00,2021-09-03 20:25:00+00:00,1.016,12.192
2021-09-03 20:25:00+00:00,2021-09-03 20:30:00+00:00,1.016,12.192
2021-09-04 02:25:00+00:00,2021-09-04 02:30:00+00:00,1.016,12.192
2021-09-04 02:35:00+00:00,2021-09-04 02:40:00+00:00,1.016,12.192
2021-09-04 02:55:00+00:00,2021-09-04 03:00:00+00:00,2.032,24.384
2021-09-04 03:05:00+00:00,2021-09-04 03:10:00+00:00,1.016,12.192
2021-09-04 03:15:00+00:00,2021-09-04 03:20:00+00:00,1.016,12.192
2021-09-04 03:25:00+00:00,2021-09-04 03:30:00+00:00,1.016,12.192
2021-09-04 03:30:00+00:00,2021-09-04 03:35:00+00:00,1.016,12.192
2021-09-04 03:40:00+00:00,2021-09-04 03:45:00+00:00,1.016,12.192
2021-09-04 03:45:00+00:00,2021-09-04 03:50:00+00:00,1.016,12.192
2021-09-04 04:00:00+00:00,2021-09-04 04:05:00+00:00,1.016,12.192
2021-09-04 04:10:00+00:00,2021-09-04 04:15:00+00:00,1.016,12.192
2021-09-04 04:25:00+00:00,2021-09-04 04:30:00+00:00,1.016,12.192
2021-09-04 04:45:00+00:00,2021-09-04 04:50:00+00:00,1.016,12.192
2021-09-04 07:10:00+00:00,2021-09-04 07:15:00+00:00,1.016,12.192
2021-09-04 07:45:00+00:00,2021-09-04 07:50:00+00:00,1.016,12.192
2021-09-04 08:40:00+00:00,2021-09-04 08:45:00+00:00,1.016,12.192
2021-09-04 10:25:00+00:00,2021-09-04 10:30:00+00:00,1.016,12.192
2021-09-04 11:15:00+00:00,2021-09-04 11:20:00+00:00,1.016,12.192
2021-09-04 15:25:00+00:00,2021-09-04 15:30:00+00:00,0.0,0.0
2021-09-05 03:25:00+00:00,2021-09-05 03:30:00+00:00,0.0,0.0
2021-09-05 15:25:00+00:00,2021-09-05 15:30:00+00:00,0.0,0.0
2021-09-06 03:25:00+00:00,2021-09-06 03:30:00+00:00,0.0,0.0
2021-09-06 15:25:00+00:00,2021-09-06 15:30:00+00:00,0.0,0.0
2021-09-07 03:25:00+00:00,2021-09-07 03:30:00+00:00,0.0,0.0
2021-09-07 15:25:00+00:00,2021-09-07 15:30:00+00:00,0.0,0.0
2021-09-08 03:25:00+00:00,2021-09-08 03:30:00+00:00,0.0,0.0
2021-09-08 15:25:00+00:00,2021-09-08 15:30:00+00:00,0.0,0.0
2021-09-09 03:25:00+00:00,2021-09-09 03:30:00+00:00,0.0,0.0
2021-09-09 15:25:00+00:00,2021-09-09 15:30:00+00:00,0.0,0.0
2021-09-10 03:25:00+00:00,2021-09-10 03:30:00+00:00,0.0,0.0
2021-09-10 15:25:00+00:00,2021-09-10 15:30:00+00:00,0.0,0.0
2021-09-11 03:25:00+00:00,2021-09-11 03:30:00+00:00,0.0,0.0
2021-09-11 15:25:00+00:00,2021-09-11 15:30:00+00:00,0.0,0.0
2021-09-12 03:25:00+00:00,2021-09-12 03:30:00+00:00,0.0,0.0
2021-09-12 15:25:00+00:00,2021-09-12 15:30:00+00:00,0.0,0.0
2021-09-13 03:25:00+00:00,2021-09-13 03:30:00+00:00,0.0,0.0
2021-09-13 15:25:00+00:00,2021-09-13 15:30:00+00:00,0.0,0.0
2021-09-14 03:25:00+00:00,2021-09-14 03:30:00+00:00,0.0,0.0
2021-09-14 15:25:00+00:00,2021-09-14 15:30:00+00:00,0.0,0.0
2021-09-15 03:25:00+00:00,2021-09-15 03:30:00+00:00,0.0,0.0
2021-10-15 01:45:00+00:00,2021-10-15 01:50:00+00:00,2.032,24.384
2021-10-15 01:50:00+00:00,2021-10-15 01:55:00+00:00,3.048,36.576
2021-10-15 01:55:00+00:00,2021-10-15 02:00:00+00:00,2.032,24.384
2021-10-15 04:00:00+00:00,2021-10-15 04:05:00+00:00,0.0,0.0
2021-10-15 16:00:00+00:00,2021-10-15 16:05:00+00:00,0.0,0.0
2021-10-16 04:00:00+00:00,2021-10-16 04:05:00+00:00,0.0,0.0
2021-10-16 16:00:00+00:00,2021-10-16 16:05:00+00:00,0.0,0.0
2021-10-17 04:00:00+00:00,2021-10-17 04:05:00+00:00,0.0,0.0
2021-10-17 16:00:00+00:00,2021-10-17 16:05:00+00:00,0.0,0.0
2021-10-18 04:00:00+00:00,2021-10-18 04:05:00+00:00,0.0,0.0
2021-10-18 16:00:00+00:00,2021-10-18 16:05:00+00:00,0.0,0.0
2021-10-19 04:00:00+00:00,2021-10-19 04:05:00+00:00,0.0,0.0
2021-10-19 16:00:00+00:00,2021-10-19 16:05:00+00:00,0.0,0.0
2021-10-20 04:00:00+00:00,2021-10-20 04:05:00+00:00,0.0,0.0
2021-10-20 16:00:00+00:00,2021-10-20 16:05:00+00:00,0.0,0.0
2021-10-21 04:00:00+00:00,2021-10-21 04:05:00+00:00,0.0,0.0
2021-10-21 16:00:00+00:00,2021-10-21 16:05:00+00:00,0.0,0.0
2021-10-22 04:00:00+00:00,2021-10-22 04:05:00+00:00,0.0,0.0
2021-10-22 16:00:00+00:00,2021-10-22 16:05:00+00:00,0.0,0.0
2021-10-23 04:00:00+00:00,2021-10-23 04:05:00+00:00,0.0,0.0
2021-10-23 16:00:00+00:00,2021-10-23 16:05:00+00:00,0.0,0.0
2021-10-24 04:00:00+00:00,2021-10-24 04:05:00+00:00,0.0,0.0
2021-10-24 04:10:00+00:00,2021-10-24 04:15:00+00:00,1.016,12.192
2021-10-24 04:35:00+00:00,2021-10-24 04:40:00+00:00,1.016,12.192
2021-10-24 04:50:00+00:00,2021-10-24 04:55:00+00:00,1.016,12.192
2021-10-24 06:45:00+00:00,2021-10-24 06:50:00+00:00,1.016,12.192
2021-10-24 07:05:00+00:00,2021-10-24 07:10:00+00:00,1.016,12.192
2021-10-24 11:55:00+00:00,2021-10-24 12:00:00+00:00,1.016,12.192
2021-10-24 16:00:00+00:00,2021-10-24 16:05:00+00:00,0.0,0.0
2021-10-25 04:00:00+00:00,2021-10-25 04:05:00+00:00,0.0,0.0
2021-10-25 16:00:00+00:00,2021-10-25 16:05:00+00:00,0.0,0.0
2021-10-26 04:00:00+00:00,2021-10-26 04:05:00+00:00,0.0,0.0
2021-10-26 16:00:00+00:00,2021-10-26 16:05:00+00:00,0.0,0.0
2021-10-27 04:00:00+00:00,2021-10-27 04:05:00+00:00,0.0,0.0
2021-10-27 13:25:00+00:00,2021-10-27 13:30:00+00:00,1.016,12.192
2021-10-27 15:20:00+00:00,2021-10-27 15:25:00+00:00,1.016,12.192
2021-10-27 16:00:00+00:00,2021-10-27 16:05:00+00:00,0.0,0.0
2021-10-27 16:35:00+00:00,2021-10-27 16:40:00+00:00,1.016,12.192
2021-10-27 18:15:00+00:00,2021-10-27 18:20:00+00:00,1.016,12.192
2021-10-27 18:50:00+00:00,2021-10-27 18:55:00+00:00,1.016,12.192
2021-10-27 19:25:00+00:00,2021-10-27 19:30:00+00:00,1.016,12.192
2021-10-27 20:00:00+00:00,2021-10-27 20:05:00+00:00,1.016,12.192
2021-10-27 21:20:00+00:00,2021-10-27 21:25:00+00:00,1.016,12.192
2021-10-27 22:15:00+00:00,2021-10-27 22:20:00+00:00,1.016,12.192
2021-10-27 23:00:00+00:00,2021-10-27 23:05:00+00:00,1.016,12.192
2021-10-28 00:05:00+00:00,2021-10-28 00:10:00+00:00,1.016,12.192
2021-10-28 00:30:00+00:00,2021-10-28 00:35:00+00:00,1.016,12.192
2021-10-28 00:45:00+00:00,2021-10-28 00:50:00+00:00,1.016,12.192
2021-10-28 02:15:00+00:00,2021-10-28 02:20:00+00:00,1.016,12.192
2021-10-28 04:00:00+00:00,2021-10-28 04:05:00+00:00,0.0,0.0
2021-10-28 07:35:00+00:00,2021-10-28 07:40:00+00:00,1.016,12.192
2021-10-28 07:55:00+00:00,2021-10-28 08:00:00+00:00,1.016,12.192
2021-10-28 08:15:00+00:00,2021-10-28 08:20:00+00:00,1.016,12.192
2021-10-28 09:25:00+00:00,2021-10-28 09:30:00+00:00,1.016,12.192
2021-10-28 10:10:00+00:00,2021-10-28 10:15:00+00:00,1.016,12.192
2021-10-28 10:40:00+00:00,2021-10-28 10:45:00+00:00,1.016,12.192
2021-10-28 11:55:00+00:00,2021-10-28 12:00:00+00:00,1.016,12.192
2021-10-28 12:15:00+00:00,2021-10-28 12:20:00+00:00,1.016,12.192
2021-10-28 12:50:00+00:00,2021-10-28 12:55:00+00:00,1.016,12.192
2021-10-28 13:25:00+00:00,2021-10-28 13:30:00+00:00,1.016,12.192
2021-10-28 14:15:00+00:00,2021-10-28 14:20:00+00:00,1.016,12.192
2021-10-28 14:40:00+00:00,2021-10-28 14:45:00+00:00,1.016,12.192
2021-10-28 15:35:00+00:00,2021-10-28 15:40:00+00:00,1.016,12.192
2021-10-28 16:00:00+00:00,2021-10-28 16:05:00+00:00,0.0,0.0
2021-10-28 17:35:00+00:00,2021-10-28 17:40:00+00:00,1.016,12.192
2021-10-28 19:55:00+00:00,2021-10-28 20:00:00+00:00,1.016,12.192
2021-10-28 21:15:00+00:00,2021-10-28 21:20:00+00:00,1.016,12.192
2021-10-29 01:20:00+00:00,2021-10-29 01:25:00+00:00,1.016,12.192
2021-10-29 02:10:00+00:00,2021-10-29 02:15:00+00:00,1.016,12.192
2021-10-29 04:00:00+00:00,2021-10-29 04:05:00+00:00,0.0,0.0
2021-10-29 04:15:00+00:00,2021-10-29 04:20:00+00:00,1.016,12.192
2021-10-29 07:00:00+00:00,2021-10-29 07:05:00+00:00,1.016,12.192
2021-10-29 09:35:00+00:00,2021-10-29 09:40:00+00:00,1.016,12.192
2021-10-29 16:00:00+00:00,2021-10-29 16:05:00+00:00,0.0,0.0
2021-10-30 04:00:00+00:00,2021-10-30 04:05:00+00:00,0.0,0.0
2021-10-30 16:00:00+00:00,2021-10-30 16:05:00+00:00,0.0,0.0
2021-10-31 04:00:00+00:00,2021-10-31 04:05:00+00:00,0.0,0.0
2021-10-31 16:00:00+00:00,2021-10-31 16:05:00+00:00,0.0,0.0
2021-11-01 04:00:00+00:00,2021-11-01 04:05:00+00:00,0.0,0.0
2021-11-01 12:20:00+00:00,2021-11-01 12:25:00+00:00,1.016,12.192
2021-11-01 14:10:00+00:00,2021-11-01 14:15:00+00:00,1.016,12.192
2021-11-01 16:00:00+00:00,2021-11-01 16:05:00+00:00,0.0,0.0
2021-11-02 04:00:00+00:00,2021-11-02 04:05:00+00:00,0.0,0.0
2021-11-02 16:00:00+00:00,2021-11-02 16:05:00+00:00,0.0,0.0
2021-11-03 04:00:00+00:00,2021-11-03 04:05:00+00:00,0.0,0.0
2021-11-03 16:00:00+00:00,2021-11-03 16:05:00+00:00,0.0,0.0
2021-11-04 04:00:00+00:00,2021-11-04 04:05:00+00:00,0.0,0.0
2021-11-04 16:00:00+00:00,2021-11-04 16:05:00+00:00,0.0,0.0
2021-11-05 04:00:00+00:00,2021-11-05 04:05:00+00:00,0.0,0.0
2021-11-05 16:00:00+00:00,2021-11-05 16:05:00+00:00,0.0,0.0
2021-11-06 04:00:00+00:00,2021-11-06 04:05:00+00:00,0.0,0.0
2021-11-06 16:00:00+00:00,2021-11-06 16:05:00+00:00,0.0,0.0
2021-11-07 03:00:00+00:00,2021-11-07 03:05:00+00:00,0.0,0.0
2021-11-07 15:00:00+00:00,2021-11-07 15:05:00+00:00,0.0,0.0
2021-11-08 03:00:00+00:00,2021-11-08 03:05:00+00:00,0.0,0.0
2021-11-08 15:00:00+00:00,2021-11-08 15:05:00+00:00,0.0,0.0
2021-11-09 03:00:00+00:00,2021-11-09 03:05:00+00:00,0.0,0.0
2021-11-09 15:00:00+00:00,2021-11-09 15:05:00+00:00,0.0,0.0
2021-11-10 03:00:00+00:00,2021-11-10 03:05:00+00:00,0.0,0.0
2021-11-10 15:00:00+00:00,2021-11-10 15:05:00+00:00,0.0,0.0
2021-11-10 18:25:00+00:00,2021-11-10 18:30:00+00:00,1.016,12.192
2021-11-10 18:40:00+00:00,2021-11-10 18:45:00+00:00,1.016,12.192
2021-11-10 18:45:00+00:00,2021-11-10 18:50:00+00:00,1.016,12.192
2021-11-10 19:05:00+00:00,2021-11-10 19:10:00+00:00,1.016,12.192
2021-11-10 19:25:00+00:00,2021-11-10 19:30:00+00:00,1.016,12.192
2021-11-10 19:55:00+00:00,2021-11-10 20:00:00+00:00,2.032,24.384
2021-11-10 20:00:00+00:00,2021-11-10 20:05:00+00:00,2.032,24.384
2021-11-10 20:05:00+00:00,2021-11-10 20:10:00+00:00,1.016,12.192
2021-11-10 20:10:00+00:00,2021-11-10 20:15:00+00:00,4.064,48.768
2021-11-10 20:15:00+00:00,2021-11-10 20:20:00+00:00,3.048,36.576
2021-11-10 20:25:00+00:00,2021-11-10 20:30:00+00:00,1.016,12.192
2021-11-10 20:35:00+00:00,2021-11-10 20:40:00+00:00,1.016,12.192
2021-11-10 20:45:00+00:00,2021-11-10 20:50:00+00:00,1.016,12.192
2021-11-10 21:00:00+00:00,2021-11-10 21:05:00+00:00,1.016,12.192
2021-11-10 21:30:00+00:00,2021-11-10 21:35:00+00:00,1.016,12.192
2021-11-10 21:40:00+00:00,2021-11-10 21:45:00+00:00,1.016,12.192
2021-11-10 21:50:00+00:00,2021-11-10 21:55:00+00:00,1.016,12.192
2021-11-11 03:00:00+00:00,2021-11-11 03:05:00+00:00,0.0,0.0
2021-11-11 15:00:00+00:00,2021-11-11 15:05:00+00:00,0.0,0.0
2021-11-12 03:00:00+00:00,2021-11-12 03:05:00+00:00,0.0,0.0
2021-11-12 15:00:00+00:00,2021-11-12 15:05:00+00:00,0.0,0.0
2021-11-13 15:00:00+00:00,2021-11-13 15:05:00+00:00,0.0,0.0
2021-11-14 02:20:00+00:00,2021-11-14 02:25:00+00:00,1.016,12.192
2021-11-14 02:45:00+00:00,2021-11-14 02:50:00+00:00,1.016,12.192
2021-11-14 02:50:00+00:00,2021-11-14 02:55:00+00:00,1.016,12.192
2021-11-14 03:00:00+00:00,2021-11-14 03:05:00+00:00,0.0,0.0
2021-11-14 15:00:00+00:00,2021-11-14 15:05:00+00:00,0.0,0.0
2021-11-15 03:00:00+00:00,2021-11-15 03:05:00+00:00,0.0,0.0
2021-11-15 15:00:00+00:00,2021-11-15 15:05:00+00:00,0.0,0.0
2021-11-16 03:00:00+00:00,2021-11-16 03:05:00+00:00,0.0,0.0
2021-11-16 15:00:00+00:00,2021-11-16 15:05:00+00:00,0.0,0.0
2021-11-17 03:00:00+00:00,2021-11-17 03:05:00+00:00,0.0,0.0
2021-11-17 15:00:00+00:00,2021-11-17 15:05:00+00:00,0.0,0.0
2021-11-18 03:00:00+00:00,2021-11-18 03:05:00+00:00,0.0,0.0
2021-11-18 15:00:00+00:00,2021-11-18 15:05:00+00:00,0.0,0.0
2021-11-19 03:00:00+00:00,2021-11-19 03:05:00+00:00,0.0,0.0
2021-11-19 15:00:00+00:00,2021-11-19 15:05:00+00:00,0.0,0.0
2021-11-20 03:00:00+00:00,2021-11-20 03:05:00+00:00,0.0,0.0
2021-11-20 15:00:00+00:00,2021-11-20 15:05:00+00:00,0.0,0.0
2021-11-21 03:00:00+00:00,2021-11-21 03:05:00+00:00,0.0,0.0
2021-11-21 15:00:00+00:00,2021-11-21 15:05:00+00:00,0.0,0.0
2021-11-22 03:00:00+00:00,2021-11-22 03:05:00+00:00,0.0,0.0
2021-11-22 15:00:00+00:00,2021-11-22 15:05:00+00:00,0.0,0.0
2021-11-23 03:00:00+00:00,2021-11-23 03:05:00+00:00,0.0,0.0
2021-11-23 15:00:00+00:00,2021-11-23 15:05:00+00:00,0.0,0.0
2021-11-24 03:00:00+00:00,2021-11-24 03:05:00+00:00,0.0,0.0
2021-11-24 15:00:00+00:00,2021-11-24 15:05:00+00:00,0.0,0.0
2021-11-25 03:00:00+00:00,2021-11-25 03:05:00+00:00,0.0,0.0
2021-11-25 15:00:00+00:00,2021-11-25 15:05:00+00:00,0.0,0.0
2021-11-26 03:00:00+00:00,2021-11-26 03:05:00+00:00,0.0,0.0
2021-11-26 15:00:00+00:00,2021-11-26 15:05:00+00:00,0.0,0.0
2021-11-27 03:00:00+00:00,2021-11-27 03:05:00+00:00,0.0,0.0
2021-11-27 15:00:00+00:00,2021-11-27 15:05:00+00:00,0.0,0.0
2021-11-28 03:00:00+00:00,2021-11-28 03:05:00+00:00,0.0,0.0
2021-11-28 15:00:00+00:00,2021-11-28 15:05:00+00:00,0.0,0.0
2021-11-29 03:00:00+00:00,2021-11-29 03:05:00+00:00,0.0,0.0
2021-11-29 15:00:00+00:00,2021-11-29 15:05:00+00:00,0.0,0.0
2021-11-30 03:00:00+00:00,2021-11-30 03:05:00+00:00,0.0,0.0
2021-11-30 15:00:00+00:00,2021-11-30 15:05:00+00:00,0.0,0.0
2021-12-01 03:00:00+00:00,2021-12-01 03:05:00+00:00,0.0,0.0
2021-12-01 15:00:00+00:00,2021-12-01 15:05:00+00:00,0.0,0.0
2021-12-02 03:00:00+00:00,2021-12-02 03:05:00+00:00,0.0,0.0
2021-12-02 15:00:00+00:00,2021-12-02 15:05:00+00:00,0.0,0.0
2021-12-03 03:00:00+00:00,2021-12-03 03:05:00+00:00,0.0,0.0
2021-12-03 15:00:00+00:00,2021-12-03 15:05:00+00:00,0.0,0.0
2021-12-04 03:00:00+00:00,2021-12-04 03:05:00+00:00,0.0,0.0
2021-12-04 15:00:00+00:00,2021-12-04 15:05:00+00:00,0.0,0.0
2021-12-05 03:00:00+00:00,2021-12-05 03:05:00+00:00,0.0,0.0
2021-12-05 15:00:00+00:00,2021-12-05 15:05:00+00:00,0.0,0.0
2021-12-06 03:00:00+00:00,2021-12-06 03:05:00+00:00,0.0,0.0
2021-12-06 15:00:00+00:00,2021-12-06 15:05:00+00:00,0.0,0.0
2021-12-07 03:00:00+00:00,2021-12-07 03:05:00+00:00,0.0,0.0
2021-12-07 15:00:00+00:00,2021-12-07 15:05:00+00:00,0.0,0.0
2021-12-08 03:00:00+00:00,2021-12-08 03:05:00+00:00,0.0,0.0
2021-12-08 15:00:00+00:00,2021-12-08 15:05:00+00:00,0.0,0.0
2021-12-09 03:00:00+00:00,2021-12-09 03:05:00+00:00,0.0,0.0
2021-12-09 15:00:00+00:00,2021-12-09 15:05:00+00:00,0.0,0.0
2021-12-10 03:00:00+00:00,2021-12-10 03:05:00+00:00,0.0,0.0
2021-12-10 15:00:00+00:00,2021-12-10 15:05:00+00:00,0.0,0.0
2021-12-11 03:00:00+00:00,2021-12-11 03:05:00+00:00,0.0,0.0
2021-12-11 15:00:00+00:00,2021-12-11 15:05:00+00:00,0.0,0.0
2021-12-12 15:00:00+00:00,2021-12-12 15:05:00+00:00,0.0,0.0
2021-12-13 03:00:00+00:00,2021-12-13 03:05:00+00:00,0.0,0.0
