id,n_gauges,a_km,b,nugget,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3,g4,d4_m,b4_deg,w4
12391609,4,49.6217604355632,1.0243708465078596,0.0,2800,6216.258638255029,173.40148472503438,0.2733817209239825,16019,4016.050007017563,257.20076294510267,0.19254633904453192,16008,3513.993684965495,302.0651047236006,0.31282397872022133,2790,5376.254296494418,353.13972140735336,0.2212479613112642
12391608,4,49.6217604355632,1.0243708465078596,0.0,2710,5854.47685908007,57.76357623691979,0.2641846749419006,16019,4414.461643635915,243.06755344540608,0.400152849593932,2790,4279.42633896625,351.10639592229074,0.239867852454893,16010,4646.354608599017,306.73444712527584,0.09579462300927431
12391607,4,49.6217604355632,1.0243708465078596,0.0,2710,5327.584608164121,67.79892026051311,0.24331315498441355,2790,3191.688042013056,347.6799480368111,0.3614596587643642,16019,5030.938120346143,231.8275411229761,0.2722636510569769,16010,4098.412771943505,294.03449925902083,0.12296353519424524
12367103,4,49.6217604355632,1.0243708465078596,0.0,16093,2368.3762976623425,36.22106893366845,0.30432131459908524,16006,1670.5708651075918,269.149661996645,0.510203799750222,16095,4412.975489023538,96.1253727246671,0.02198374294694428,16010,3649.3771417151233,142.0697886881062,0.1634911427037484
12367102,4,49.6217604355632,1.0243708465078596,0.0,16093,1594.8479229458526,59.857133402973886,0.5109320674765181,16006,2036.1020012322967,236.1348391648732,0.37364781028436833,16090,3828.160060285012,311.1705206958633,0.07164165585149744,16010,4565.972229263046,150.86567638501538,0.04377846638761613
12290104,4,49.6217604355632,1.0243708465078596,0.0,16075,4135.238894517838,42.397396433868266,0.2783465569905768,16066,4044.9067835967016,130.08983918475116,0.23962119491049155,16070,2806.4689360653747,250.38959344242025,0.4940123171265659,16073,7414.577012900001,183.2699114716984,-0.011980069027634167
12290103,4,49.6217604355632,1.0243708465078596,0.0,16075,3380.223069946351,54.89299550526249,0.3694174025433331,16066,4820.092468967905,140.41413902125169,0.1421021570071547,16070,3364.627206412832,232.4250261028573,0.25789976630816225,16074,3592.692687898818,280.9831714366536,0.23058067414134997
12290102,4,49.6217604355632,1.0243708465078596,0.0,16061,5651.604246029902,103.71264111294909,0.14516103843131506,16074,3575.255157757508,263.16728569195914,0.47840803272657917,16065,5632.574681150271,32.16144894139967,0.21993164034142162,16066,5706.996304576236,147.71184907149916,0.15649928850068417
12290101,4,49.6217604355632,1.0243708465078596,0.0,16065,4715.545892789331,39.12028366760296,0.14842670116661358,16075,2733.271057813941,95.78884283086904,0.45795885151537497,16074,3888.703632148172,246.74767902104884,0.38003915459074084,16066,6661.143231020801,152.98579175035297,0.013575292727270634
12290100,4,49.6217604355632,1.0243708465078596,0.0,16065,3900.1711998111937,49.19727922044024,0.2975124335601903,16075,3031.493048620556,117.19644058910932,0.3879861817713733,16074,4463.871890022457,233.6625232201744,0.3503160191799857,16066,7657.438893305142,156.91396473472287,-0.03581463451154932
