id,Latitude,Longitude
1,38.7334919,-94.899835
2,38.7334919,-94.895668
3,38.7334919,-94.891501
4,38.7334919,-94.887334
5,38.7334919,-94.883167
6,38.7334919,-94.879
7,38.7334919,-94.874833
8,38.7334919,-94.870666
9,38.7334919,-94.866499
10,38.7334919,-94.862332
11,38.7334919,-94.858165
12,38.7334919,-94.853998
13,38.7334919,-94.849831
14,38.7334919,-94.845664
15,38.7334919,-94.841497
16,38.7334919,-94.83733
17,38.7334919,-94.833163
18,38.7334919,-94.828996
19,38.7334919,-94.824829
20,38.7334919,-94.820662
21,38.7334919,-94.816495
22,38.7334919,-94.812328
23,38.7334919,-94.808161
24,38.7334919,-94.803994
25,38.7334919,-94.799827
26,38.7334919,-94.79566
27,38.7334919,-94.791493
28,38.7334919,-94.787326
29,38.7334919,-94.783159
30,38.7334919,-94.778992
31,38.7334919,-94.774825
32,38.7334919,-94.770658
33,38.7334919,-94.766491
34,38.7334919,-94.762324
35,38.7334919,-94.758157
36,38.7334919,-94.75399
37,38.7334919,-94.749823
38,38.7334919,-94.745656
39,38.7334919,-94.741489
40,38.7334919,-94.737322
41,38.7334919,-94.733155
42,38.7334919,-94.728988
43,38.7334919,-94.724821
44,38.7334919,-94.720654
45,38.7334919,-94.716487
46,38.7334919,-94.71232
47,38.7334919,-94.708153
48,38.7334919,-94.703986
49,38.7334919,-94.699819
50,38.7334919,-94.695652
51,38.7334919,-94.691485
52,38.7334919,-94.687318
53,38.7334919,-94.683151
54,38.7334919,-94.678984
55,38.7334919,-94.674817
56,38.7334919,-94.67065
57,38.7334919,-94.666483
58,38.7334919,-94.662316
59,38.7334919,-94.658149
60,38.7334919,-94.653982
61,38.7334919,-94.649815
62,38.7334919,-94.645648
63,38.7334919,-94.641481
64,38.7334919,-94.637314
65,38.7334919,-94.633147
66,38.7334919,-94.62898
67,38.7334919,-94.624813
68,38.7334919,-94.620646
69,38.7334919,-94.616479
70,38.7334919,-94.612312
71,38.7334919,-94.608145
72,38.7334919,-94.603978
73,38.7334919,-94.599811
74,38.7334919,-94.595644
75,38.7376589,-94.899835
76,38.7376589,-94.895668
77,38.7376589,-94.891501
78,38.7376589,-94.887334
79,38.7376589,-94.883167
80,38.7376589,-94.879
81,38.7376589,-94.874833
82,38.7376589,-94.870666
83,38.7376589,-94.866499
84,38.7376589,-94.862332
85,38.7376589,-94.858165
86,38.7376589,-94.853998
87,38.7376589,-94.849831
88,38.7376589,-94.845664
89,38.7376589,-94.841497
90,38.7376589,-94.83733
91,38.7376589,-94.833163
92,38.7376589,-94.828996
93,38.7376589,-94.824829
94,38.7376589,-94.820662
95,38.7376589,-94.816495
96,38.7376589,-94.812328
97,38.7376589,-94.808161
98,38.7376589,-94.803994
99,38.7376589,-94.799827
100,38.7376589,-94.79566
101,38.7376589,-94.791493
102,38.7376589,-94.787326
103,38.7376589,-94.783159
104,38.7376589,-94.778992
105,38.7376589,-94.774825
106,38.7376589,-94.770658
107,38.7376589,-94.766491
108,38.7376589,-94.762324
109,38.7376589,-94.758157
110,38.7376589,-94.75399
111,38.7376589,-94.749823
112,38.7376589,-94.745656
113,38.7376589,-94.741489
114,38.7376589,-94.737322
115,38.7376589,-94.733155
116,38.7376589,-94.728988
117,38.7376589,-94.724821
118,38.7376589,-94.720654
119,38.7376589,-94.716487
120,38.7376589,-94.71232
121,38.7376589,-94.708153
122,38.7376589,-94.703986
123,38.7376589,-94.699819
124,38.7376589,-94.695652
125,38.7376589,-94.691485
126,38.7376589,-94.687318
127,38.7376589,-94.683151
128,38.7376589,-94.678984
129,38.7376589,-94.674817
130,38.7376589,-94.67065
131,38.7376589,-94.666483
132,38.7376589,-94.662316
133,38.7376589,-94.658149
134,38.7376589,-94.653982
135,38.7376589,-94.649815
136,38.7376589,-94.645648
137,38.7376589,-94.641481
138,38.7376589,-94.637314
139,38.7376589,-94.633147
140,38.7376589,-94.62898
141,38.7376589,-94.624813
142,38.7376589,-94.620646
143,38.7376589,-94.616479
144,38.7376589,-94.612312
145,38.7376589,-94.608145
146,38.7376589,-94.603978
147,38.7376589,-94.599811
148,38.7376589,-94.595644
149,38.7418259,-94.899835
150,38.7418259,-94.895668
151,38.7418259,-94.891501
152,38.7418259,-94.887334
153,38.7418259,-94.883167
154,38.7418259,-94.879
155,38.7418259,-94.874833
156,38.7418259,-94.870666
157,38.7418259,-94.866499
158,38.7418259,-94.862332
159,38.7418259,-94.858165
160,38.7418259,-94.853998
161,38.7418259,-94.849831
162,38.7418259,-94.845664
163,38.7418259,-94.841497
164,38.7418259,-94.83733
165,38.7418259,-94.833163
166,38.7418259,-94.828996
167,38.7418259,-94.824829
168,38.7418259,-94.820662
169,38.7418259,-94.816495
170,38.7418259,-94.812328
171,38.7418259,-94.808161
172,38.7418259,-94.803994
173,38.7418259,-94.799827
174,38.7418259,-94.79566
175,38.7418259,-94.791493
176,38.7418259,-94.787326
177,38.7418259,-94.783159
178,38.7418259,-94.778992
179,38.7418259,-94.774825
180,38.7418259,-94.770658
181,38.7418259,-94.766491
182,38.7418259,-94.762324
183,38.7418259,-94.758157
184,38.7418259,-94.75399
185,38.7418259,-94.749823
186,38.7418259,-94.745656
187,38.7418259,-94.741489
188,38.7418259,-94.737322
189,38.7418259,-94.733155
190,38.7418259,-94.728988
191,38.7418259,-94.724821
192,38.7418259,-94.720654
193,38.7418259,-94.716487
194,38.7418259,-94.71232
195,38.7418259,-94.708153
196,38.7418259,-94.703986
197,38.7418259,-94.699819
198,38.7418259,-94.695652
199,38.7418259,-94.691485
200,38.7418259,-94.687318
201,38.7418259,-94.683151
202,38.7418259,-94.678984
203,38.7418259,-94.674817
204,38.7418259,-94.67065
205,38.7418259,-94.666483
206,38.7418259,-94.662316
207,38.7418259,-94.658149
208,38.7418259,-94.653982
209,38.7418259,-94.649815
210,38.7418259,-94.645648
211,38.7418259,-94.641481
212,38.7418259,-94.637314
213,38.7418259,-94.633147
214,38.7418259,-94.62898
215,38.7418259,-94.624813
216,38.7418259,-94.620646
217,38.7418259,-94.616479
218,38.7418259,-94.612312
219,38.7418259,-94.608145
220,38.7418259,-94.603978
221,38.7418259,-94.599811
222,38.7418259,-94.595644
223,38.7459929,-94.899835
224,38.7459929,-94.895668
225,38.7459929,-94.891501
226,38.7459929,-94.887334
227,38.7459929,-94.883167
228,38.7459929,-94.879
229,38.7459929,-94.874833
230,38.7459929,-94.870666
