id,Latitude,Longitude,radius_used_km,g1,d1_m,b1_deg,g2,d2_m,b2_deg,g3,d3_m,b3_deg,g4,d4_m,b4_deg,g5,d5_m,b5_deg,g6,d6_m,b6_deg,g7,d7_m,b7_deg,g8,d8_m,b8_deg,g9,d9_m,b9_deg,g10,d10_m,b10_deg
2842.0,39.015547,-94.644449,5,5700,794.6255459796871,10.405130054910956,16094,2134.4919499667494,161.1530433846615,16050,3385.768051250803,319.07100155876503,5800,3898.0830187028637,59.99850514602019,16053,4497.197201251999,250.64097745949607,16005,2133.315792218264,48.33287048668012,5600,2355.9606416512206,169.809541741874,16093,2602.6605098255923,189.17335942275236,16051,3292.2676606486316,342.40937978975336,16054,4253.137858773732,298.6534562319574
2843.0,39.015547,-94.640282,5,5700,810.981456465796,344.5194197898333,16005,1879.673381558775,41.020431895241586,16094,2046.7585582925255,170.73796775126016,16054,4572.317107626583,296.49225385942304,5600,2319.4995432415817,178.5992443353956,16093,2683.699946911806,196.7860887527613,16051,3418.3304388697356,336.6501458031469,5800,3590.8192831013066,57.12770438237288,16050,3631.8136619009824,314.7784799199951,16052,4730.959146400717,278.6998539903075
2844.0,39.015547,-94.636115,5,5700,971.155337129651,323.5901670669584,16005,1665.6762547825076,31.638180062742208,16094,2020.313901349938,180.87006776762522,5170,4657.8082443241565,105.60456480724798,5600,2338.5676203534586,187.45483365624963,16093,2808.905504844542,203.83699484816302,5800,3294.2475828149913,53.729875071537606,16051,3576.3182907614687,331.34981308643046,16050,3895.619036239525,311.0487827099991,3000,4875.350285601144,10.309652711612955
2845.0,39.015547,-94.631948,5,5700,1219.7479477496258,309.8513856768588,16005,1508.2945216815097,19.916040213445683,16094,2057.5225094349535,190.948613603986,5170,4312.156449427921,106.89414227598922,5600,2411.848190999664,195.96882817255812,16093,2972.7017876408413,210.199564653968,5800,3011.5283933489036,49.67718984200724,16051,3762.211441377938,326.5352741427475,16050,4173.81802369695,307.80414539463897,3000,4823.932727601585,6.101542355923868
2846.0,39.015547,-94.627781,5,16005,1426.39298846984,6.1916634959782755,5700,1513.8091105545177,301.08810525978254,16094,2155.0898928248507,200.39097957254126,5170,3969.063683389261,108.40731830179669,5900,4577.837548833774,53.005627979326505,5600,2534.6435005251287,203.81996586137183,5800,2746.942210683626,44.8149965992971,16093,3169.1107194850533,215.83661279523278,16051,3972.093934542934,322.20155085800207,16050,4463.720211698355,304.97298408686794
2847.0,39.015547,-94.623614,5,16005,1432.9728422103874,351.7305173800882,5700,1831.5680682483155,295.2652765890531,16094,2305.3652567650984,208.810543429429,5800,2506.2385909440814,38.96912979412724,5170,3629.2557752530483,110.20506091057962,5600,2700.206741838759,210.82834988148002,16093,3392.472643214296,220.77446358896685,16051,4202.372948588394,318.32262063700983,5900,4295.758889495011,50.11772893710611,16050,4763.189201619859,302.4925325071943
2848.0,39.015547,-94.619447,5,16005,1526.8906283575702,338.23994014023623,5700,2162.6039281622343,291.1933137965135,5800,2296.93804102353,31.97245975872886,16094,2498.85742655757,216.0652752777031,5170,3293.7495545306147,112.37128440480944,5600,2901.2252612246907,216.94773285478036,16093,3637.826213961523,225.07498073330865,5900,4026.116962687724,46.83349742588729,16051,4449.88308254034,314.8608553367904,5100,4754.260596829354,92.68177944977862
2849.0,39.015547,-94.61528,5,16005,1693.6789631840309,326.8565900893509,5800,2128.325393270809,23.72521219657,16094,2726.380541613476,222.19522426252362,5170,2964.0061513047076,115.02372183941418,5700,2501.6515554417965,288.213570458328,5600,3130.877253339344,222.22296201599536,5900,3771.5801343645385,43.09202637869072,16093,3901.0241646026802,228.814181472227,5100,4394.676212531244,92.90412139098657,16051,4711.909736834943,311.7739656565885
2850.0,39.015547,-94.611113,5,16005,1914.3854062034095,317.7995780687607,5800,2010.6630056573902,14.293507198105601,5170,2642.1840392993454,118.33058412047603,16094,2980.1503691745497,227.33248255373718,5700,2845.848880306253,285.94996510674497,5600,3383.337039536652,226.74498497106796,5900,3535.412448202378,38.830166495375124,5100,4035.168882601454,93.16585253654642,16093,4178.696033488294,232.06900867867432,5400,4750.952786445072,54.20640158237239
2851.0,39.015547,-94.606946,5,5800,1953.1806351066236,4.007111698460562,16005,2172.6399031495926,310.75108872502875,5170,2331.5656176515913,122.53552121695776,16094,3254.032042073585,231.63520991164967,5400,4463.900642769618,51.505509841464686,5700,3193.5312399191344,284.1772334361012,5900,3321.5344658410363,33.98937917764073,5600,3653.880054927657,230.61885999317067,5100,3675.7612168486935,93.47851767663008,16093,4468.144198738927,234.910519519192
