time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 22:05:18+00:00,,,,0.0,0.0,mm,
2012-01-02 10:03:22+00:00,,,,0.0,0.0,mm,
2012-01-02 22:01:26+00:00,,,,0.0,0.0,mm,
2012-01-03 09:59:31+00:00,,,,0.0,0.0,mm,
2012-01-03 21:57:35+00:00,,,,0.0,0.0,mm,
2012-01-04 09:55:39+00:00,,,,0.0,0.0,mm,
2012-01-04 21:53:43+00:00,,,,0.0,0.0,mm,
2012-01-05 09:51:47+00:00,,,,0.0,0.0,mm,
2012-01-05 21:49:51+00:00,,,,0.0,0.0,mm,
2012-01-06 09:47:54+00:00,,,,0.0,0.0,mm,
2012-01-06 21:45:58+00:00,,,,0.0,0.0,mm,
2012-01-07 09:44:02+00:00,,,,0.0,0.0,mm,
2012-01-07 21:42:06+00:00,,,,0.0,0.0,mm,
2012-01-08 09:40:10+00:00,,,,0.0,0.0,mm,
2012-01-08 21:38:14+00:00,,,,0.0,0.0,mm,
2012-01-09 09:36:18+00:00,,,,0.0,0.0,mm,
2012-01-09 21:34:22+00:00,,,,0.0,0.0,mm,
2012-01-10 09:32:26+00:00,,,,0.0,0.0,mm,
2012-01-10 21:30:30+00:00,,,,0.0,0.0,mm,
2012-01-11 09:28:34+00:00,,,,0.0,0.0,mm,
2012-01-11 21:26:38+00:00,,,,0.0,0.0,mm,
2012-01-12 09:24:42+00:00,,,,0.0,0.0,mm,
2012-01-12 21:22:46+00:00,,,,0.0,0.0,mm,
2012-01-13 09:20:51+00:00,,,,0.0,0.0,mm,
2012-01-13 21:18:55+00:00,,,,0.0,0.0,mm,
2012-01-14 09:16:59+00:00,,,,0.0,0.0,mm,
2012-01-14 21:15:03+00:00,,,,0.0,0.0,mm,
2012-01-15 09:13:07+00:00,,,,0.0,0.0,mm,
2012-01-15 21:11:11+00:00,,,,0.0,0.0,mm,
2012-01-16 09:09:15+00:00,,,,0.0,0.0,mm,
2012-01-16 21:07:19+00:00,,,,0.0,0.0,mm,
2012-01-17 09:05:22+00:00,,,,0.0,0.0,mm,
2012-01-17 21:03:26+00:00,,,,0.0,0.0,mm,
2012-01-18 09:01:31+00:00,,,,0.0,0.0,mm,
2012-01-18 20:59:35+00:00,,,,0.0,0.0,mm,
2012-01-19 08:57:39+00:00,,,,0.0,0.0,mm,
2012-01-19 20:55:43+00:00,,,,0.0,0.0,mm,
2012-01-20 08:53:47+00:00,,,,0.0,0.0,mm,
2012-01-20 20:51:52+00:00,,,,0.0,0.0,mm,
2012-01-21 08:49:56+00:00,,,,0.0,0.0,mm,
2012-01-21 20:48:00+00:00,,,,0.0,0.0,mm,
2012-01-22 08:46:04+00:00,,,,0.0,0.0,mm,
2012-01-22 20:44:08+00:00,,,,0.0,0.0,mm,
2012-01-23 08:42:12+00:00,,,,0.0,0.0,mm,
2012-01-23 20:40:16+00:00,,,,0.0,0.0,mm,
2012-01-24 08:38:20+00:00,,,,0.0,0.0,mm,
2012-01-24 20:36:24+00:00,,,,0.0,0.0,mm,
2012-01-25 08:34:28+00:00,,,,0.0,0.0,mm,
2012-01-25 20:32:32+00:00,,,,0.0,0.0,mm,
2012-01-26 08:30:36+00:00,,,,0.0,0.0,mm,
2012-01-26 20:28:40+00:00,,,,0.0,0.0,mm,
2012-01-27 08:26:44+00:00,,,,0.0,0.0,mm,
2012-01-27 20:24:47+00:00,,,,0.0,0.0,mm,
2012-01-28 08:22:52+00:00,,,,0.0,0.0,mm,
2012-01-28 20:20:56+00:00,,,,0.0,0.0,mm,
2012-01-29 08:19:00+00:00,,,,0.0,0.0,mm,
2012-01-29 20:17:03+00:00,,,,0.0,0.0,mm,
2012-01-30 08:15:07+00:00,,,,0.0,0.0,mm,
2012-01-30 20:13:11+00:00,,,,0.0,0.0,mm,
2012-01-31 08:11:15+00:00,,,,0.0,0.0,mm,
2012-01-31 20:09:19+00:00,,,,0.0,0.0,mm,
2012-02-01 08:07:22+00:00,,,,0.0,0.0,mm,
2012-02-01 20:05:26+00:00,,,,0.0,0.0,mm,
2012-02-02 08:03:30+00:00,,,,0.0,0.0,mm,
2012-02-02 20:01:34+00:00,,,,0.0,0.0,mm,
2012-02-03 06:04:05+00:00,,,,0.04,1.016,mm,
2012-02-03 06:15:06+00:00,,,,0.04,1.016,mm,
2012-02-03 06:24:04+00:00,,,,0.04,1.016,mm,
2012-02-03 06:32:07+00:00,,,,0.04,1.016,mm,
2012-02-03 06:33:05+00:00,,,,0.04,1.016,mm,
2012-02-03 06:34:51+00:00,,,,0.04,1.016,mm,
2012-02-03 06:36:48+00:00,,,,0.04,1.016,mm,
2012-02-03 06:43:02+00:00,,,,0.08,2.032,mm,
2012-02-03 06:47:13+00:00,,,,0.04,1.016,mm,
2012-02-03 06:53:09+00:00,,,,0.04,1.016,mm,
2012-02-03 07:02:32+00:00,,,,0.04,1.016,mm,
2012-02-03 07:12:35+00:00,,,,0.04,1.016,mm,
2012-02-03 07:23:48+00:00,,,,0.04,1.016,mm,
2012-02-03 07:34:37+00:00,,,,0.04,1.016,mm,
2012-02-03 07:42:34+00:00,,,,0.04,1.016,mm,
2012-02-03 07:49:17+00:00,,,,0.04,1.016,mm,
2012-02-03 07:59:37+00:00,,,,0.04,1.016,mm,
2012-02-03 08:08:10+00:00,,,,0.04,1.016,mm,
2012-02-03 08:15:01+00:00,,,,0.04,1.016,mm,
2012-02-03 08:23:39+00:00,,,,0.04,1.016,mm,
2012-02-03 08:34:17+00:00,,,,0.04,1.016,mm,
2012-02-03 08:55:41+00:00,,,,0.04,1.016,mm,
2012-02-03 14:10:55+00:00,,,,0.04,1.016,mm,
2012-02-03 14:41:11+00:00,,,,0.04,1.016,mm,
2012-02-03 14:56:10+00:00,,,,0.04,1.016,mm,
2012-02-03 15:09:28+00:00,,,,0.04,1.016,mm,
2012-02-03 15:26:33+00:00,,,,0.04,1.016,mm,
2012-02-03 15:45:18+00:00,,,,0.04,1.016,mm,
2012-02-03 19:57:41+00:00,,,,0.0,0.0,mm,
2012-02-03 23:59:00+00:00,,,,0.04,1.016,mm,
2012-02-04 00:55:15+00:00,,,,0.04,1.016,mm,
2012-02-04 02:09:39+00:00,,,,0.04,1.016,mm,
2012-02-04 07:55:45+00:00,,,,0.0,0.0,mm,
2012-02-04 16:47:37+00:00,,,,0.04,1.016,mm,
2012-02-04 19:53:48+00:00,,,,0.0,0.0,mm,
2012-02-04 22:51:08+00:00,,,,0.04,1.016,mm,
2012-02-05 07:51:52+00:00,,,,0.0,0.0,mm,
2012-02-05 19:49:56+00:00,,,,0.0,0.0,mm,
2012-02-06 07:48:00+00:00,,,,0.0,0.0,mm,
2012-02-06 19:46:04+00:00,,,,0.0,0.0,mm,
2012-02-07 07:44:08+00:00,,,,0.0,0.0,mm,
2012-02-07 19:42:11+00:00,,,,0.0,0.0,mm,
2012-02-08 07:40:15+00:00,,,,0.0,0.0,mm,
2012-02-08 19:38:19+00:00,,,,0.0,0.0,mm,
2012-02-09 07:36:23+00:00,,,,0.0,0.0,mm,
2012-02-09 19:34:27+00:00,,,,0.0,0.0,mm,
2012-02-10 07:32:31+00:00,,,,0.0,0.0,mm,
2012-02-10 19:30:35+00:00,,,,0.0,0.0,mm,
2012-02-11 07:28:39+00:00,,,,0.0,0.0,mm,
2012-02-11 19:26:43+00:00,,,,0.0,0.0,mm,
2012-02-12 07:24:48+00:00,,,,0.0,0.0,mm,
2012-02-12 19:22:52+00:00,,,,0.0,0.0,mm,
2012-02-13 07:20:56+00:00,,,,0.0,0.0,mm,
2012-02-13 19:19:00+00:00,,,,0.0,0.0,mm,
2012-02-13 21:14:49+00:00,,,,0.04,1.016,mm,
2012-02-14 00:07:15+00:00,,,,0.04,1.016,mm,
2012-02-14 07:17:04+00:00,,,,0.0,0.0,mm,
2012-02-14 09:15:56+00:00,,,,0.04,1.016,mm,
2012-02-14 10:10:42+00:00,,,,0.04,1.016,mm,
2012-02-14 19:15:08+00:00,,,,0.0,0.0,mm,
2012-02-15 07:13:12+00:00,,,,0.0,0.0,mm,
2012-02-15 08:18:10+00:00,,,,0.04,1.016,mm,
2012-02-15 08:29:57+00:00,,,,0.04,1.016,mm,
2012-02-15 09:00:56+00:00,,,,0.04,1.016,mm,
2012-02-15 17:54:18+00:00,,,,0.04,1.016,mm,
2012-02-15 19:11:16+00:00,,,,0.0,0.0,mm,
2012-02-16 07:09:20+00:00,,,,0.0,0.0,mm,
2012-02-16 19:07:23+00:00,,,,0.0,0.0,mm,
2012-02-17 07:05:27+00:00,,,,0.0,0.0,mm,
2012-02-17 19:03:31+00:00,,,,0.0,0.0,mm,
2012-02-18 07:01:35+00:00,,,,0.0,0.0,mm,
2012-02-18 18:59:39+00:00,,,,0.0,0.0,mm,
2012-02-19 06:57:43+00:00,,,,0.0,0.0,mm,
2012-02-19 18:55:47+00:00,,,,0.0,0.0,mm,
2012-02-20 06:53:50+00:00,,,,0.0,0.0,mm,
2012-02-20 13:57:40+00:00,,,,0.04,1.016,mm,
2012-02-20 14:10:57+00:00,,,,0.04,1.016,mm,
2012-02-20 18:51:54+00:00,,,,0.0,0.0,mm,
2012-02-20 18:56:37+00:00,,,,0.04,1.016,mm,
2012-02-20 19:19:12+00:00,,,,0.04,1.016,mm,
2012-02-20 19:21:39+00:00,,,,0.04,1.016,mm,
2012-02-20 19:25:05+00:00,,,,0.04,1.016,mm,
2012-02-20 19:29:35+00:00,,,,0.04,1.016,mm,
2012-02-20 19:35:54+00:00,,,,0.04,1.016,mm,
2012-02-20 19:40:48+00:00,,,,0.04,1.016,mm,
2012-02-20 19:43:56+00:00,,,,0.04,1.016,mm,
2012-02-20 19:47:20+00:00,,,,0.04,1.016,mm,
2012-02-20 19:51:50+00:00,,,,0.04,1.016,mm,
2012-02-20 21:26:26+00:00,,,,0.04,1.016,mm,
2012-02-21 06:49:06+00:00,,,,0.0,0.0,mm,
2012-02-21 18:46:15+00:00,,,,0.0,0.0,mm,
2012-02-22 06:43:24+00:00,,,,0.0,0.0,mm,
2012-02-22 18:40:32+00:00,,,,0.0,0.0,mm,
2012-02-23 06:37:41+00:00,,,,0.0,0.0,mm,
2012-02-23 18:34:49+00:00,,,,0.0,0.0,mm,
2012-02-24 06:31:58+00:00,,,,0.0,0.0,mm,
2012-02-24 18:29:06+00:00,,,,0.0,0.0,mm,
2012-02-25 06:26:15+00:00,,,,0.0,0.0,mm,
2012-02-25 18:23:24+00:00,,,,0.0,0.0,mm,
