time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2015-11-24 04:19:37+00:00,,,,0.0,0.0,mm,
2015-11-25 04:27:29+00:00,,,,0.0,0.0,mm,
2015-11-25 16:27:31+00:00,,,,0.0,0.0,mm,
2015-11-26 04:27:33+00:00,,,,0.0,0.0,mm,
2015-11-26 12:10:57+00:00,,,,0.04,1.016,mm,
2015-11-26 16:27:35+00:00,,,,0.0,0.0,mm,
2015-11-27 04:27:37+00:00,,,,0.0,0.0,mm,
2015-11-27 16:27:39+00:00,,,,0.0,0.0,mm,
2015-11-28 04:27:42+00:00,,,,0.0,0.0,mm,
2015-11-28 16:27:44+00:00,,,,0.0,0.0,mm,
2015-11-29 04:27:47+00:00,,,,0.0,0.0,mm,
2015-11-29 11:48:06+00:00,,,,0.0,0.0,mm,
2015-11-29 12:55:48+00:00,,,,0.04,1.016,mm,
2015-11-29 14:32:11+00:00,,,,0.04,1.016,mm,
2015-11-29 15:25:41+00:00,,,,0.04,1.016,mm,
2015-11-29 16:32:17+00:00,,,,0.04,1.016,mm,
2015-11-29 17:38:07+00:00,,,,0.04,1.016,mm,
2015-11-29 18:22:34+00:00,,,,0.04,1.016,mm,
2015-11-29 18:45:07+00:00,,,,0.04,1.016,mm,
2015-11-29 23:52:42+00:00,,,,0.04,1.016,mm,
2015-11-30 00:12:31+00:00,,,,0.0,0.0,mm,
2015-11-30 07:39:32+00:00,,,,0.04,1.016,mm,
2015-11-30 07:54:07+00:00,,,,0.04,1.016,mm,
2015-11-30 08:15:35+00:00,,,,0.04,1.016,mm,
2015-11-30 08:22:40+00:00,,,,0.04,1.016,mm,
2015-11-30 08:32:53+00:00,,,,0.04,1.016,mm,
2015-11-30 08:51:31+00:00,,,,0.04,1.016,mm,
2015-11-30 09:35:41+00:00,,,,0.04,1.016,mm,
2015-11-30 10:26:27+00:00,,,,0.04,1.016,mm,
2015-11-30 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-01 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-01 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-02 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-02 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-03 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-03 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-04 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-04 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-05 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-05 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-06 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-06 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-07 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-07 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-08 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-08 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-09 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-09 12:12:31+00:00,,,,0.0,0.0,mm,
2015-12-10 00:12:31+00:00,,,,0.0,0.0,mm,
2015-12-10 10:28:30+00:00,,,,0.04,1.016,mm,
2015-12-10 21:48:31+00:00,,,,0.0,0.0,mm,
2015-12-11 09:48:31+00:00,,,,0.0,0.0,mm,
2015-12-11 21:48:31+00:00,,,,0.0,0.0,mm,
2015-12-12 09:48:31+00:00,,,,0.0,0.0,mm,
2015-12-12 21:48:31+00:00,,,,0.0,0.0,mm,
2015-12-13 00:44:56+00:00,,,,0.04,1.016,mm,
2015-12-13 01:02:54+00:00,,,,0.04,1.016,mm,
2015-12-13 05:57:51+00:00,,,,0.04,1.016,mm,
2015-12-13 06:05:28+00:00,,,,0.04,1.016,mm,
2015-12-13 06:12:03+00:00,,,,0.04,1.016,mm,
2015-12-13 06:17:46+00:00,,,,0.04,1.016,mm,
2015-12-13 06:21:22+00:00,,,,0.04,1.016,mm,
2015-12-13 06:28:46+00:00,,,,0.04,1.016,mm,
2015-12-13 06:36:29+00:00,,,,0.04,1.016,mm,
2015-12-13 06:50:33+00:00,,,,0.04,1.016,mm,
2015-12-13 07:10:01+00:00,,,,0.04,1.016,mm,
2015-12-13 07:31:43+00:00,,,,0.04,1.016,mm,
2015-12-13 07:48:16+00:00,,,,0.04,1.016,mm,
2015-12-13 08:00:55+00:00,,,,0.04,1.016,mm,
2015-12-13 08:10:15+00:00,,,,0.04,1.016,mm,
2015-12-13 08:17:30+00:00,,,,0.04,1.016,mm,
