time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 19:06:22+00:00,,,,0.0,0.0,mm,
2012-01-02 07:04:25+00:00,,,,0.0,0.0,mm,
2012-01-02 19:02:29+00:00,,,,0.0,0.0,mm,
2012-01-03 07:00:33+00:00,,,,0.0,0.0,mm,
2012-01-03 18:58:36+00:00,,,,0.0,0.0,mm,
2012-01-04 06:56:40+00:00,,,,0.0,0.0,mm,
2012-01-04 18:54:43+00:00,,,,0.0,0.0,mm,
2012-01-05 06:52:47+00:00,,,,0.0,0.0,mm,
2012-01-05 18:50:50+00:00,,,,0.0,0.0,mm,
2012-01-06 06:48:53+00:00,,,,0.0,0.0,mm,
2012-01-06 18:46:57+00:00,,,,0.0,0.0,mm,
2012-01-07 06:45:00+00:00,,,,0.0,0.0,mm,
2012-01-07 18:43:03+00:00,,,,0.0,0.0,mm,
2012-01-08 06:41:07+00:00,,,,0.0,0.0,mm,
2012-01-08 18:39:10+00:00,,,,0.0,0.0,mm,
2012-01-09 06:37:14+00:00,,,,0.0,0.0,mm,
2012-01-09 18:35:16+00:00,,,,0.0,0.0,mm,
2012-01-10 06:33:19+00:00,,,,0.0,0.0,mm,
2012-01-10 18:31:22+00:00,,,,0.0,0.0,mm,
2012-01-11 06:29:25+00:00,,,,0.0,0.0,mm,
2012-01-11 18:27:27+00:00,,,,0.0,0.0,mm,
2012-01-12 06:25:30+00:00,,,,0.0,0.0,mm,
2012-01-12 18:23:33+00:00,,,,0.0,0.0,mm,
2012-01-13 06:21:36+00:00,,,,0.0,0.0,mm,
2012-01-13 18:20:09+00:00,,,,0.0,0.0,mm,
2012-01-14 06:17:42+00:00,,,,0.0,0.0,mm,
2012-01-14 18:15:45+00:00,,,,0.0,0.0,mm,
2012-01-15 06:13:48+00:00,,,,0.0,0.0,mm,
2012-01-15 18:11:51+00:00,,,,0.0,0.0,mm,
2012-01-16 06:09:54+00:00,,,,0.0,0.0,mm,
2012-01-16 18:07:56+00:00,,,,0.0,0.0,mm,
2012-01-17 06:05:59+00:00,,,,0.0,0.0,mm,
2012-01-17 18:04:01+00:00,,,,0.0,0.0,mm,
2012-01-18 06:02:05+00:00,,,,0.0,0.0,mm,
2012-01-18 18:00:08+00:00,,,,0.0,0.0,mm,
2012-01-19 05:58:10+00:00,,,,0.0,0.0,mm,
2012-01-19 17:56:13+00:00,,,,0.0,0.0,mm,
2012-01-20 05:54:16+00:00,,,,0.0,0.0,mm,
2012-01-20 17:52:20+00:00,,,,0.0,0.0,mm,
2012-01-21 05:50:23+00:00,,,,0.0,0.0,mm,
2012-01-21 17:48:26+00:00,,,,0.0,0.0,mm,
2012-01-22 05:46:29+00:00,,,,0.0,0.0,mm,
2012-01-22 17:44:32+00:00,,,,0.0,0.0,mm,
2012-01-22 18:49:55+00:00,,,,0.04,1.016,mm,
2012-01-22 19:08:10+00:00,,,,0.04,1.016,mm,
2012-01-23 05:42:35+00:00,,,,0.0,0.0,mm,
2012-01-23 17:40:37+00:00,,,,0.0,0.0,mm,
2012-01-24 05:38:40+00:00,,,,0.0,0.0,mm,
2012-01-24 17:36:43+00:00,,,,0.0,0.0,mm,
2012-01-25 05:34:46+00:00,,,,0.0,0.0,mm,
2012-01-25 17:32:48+00:00,,,,0.0,0.0,mm,
2012-01-26 05:30:51+00:00,,,,0.0,0.0,mm,
2012-01-26 17:28:54+00:00,,,,0.0,0.0,mm,
2012-01-27 05:26:57+00:00,,,,0.0,0.0,mm,
2012-01-27 17:24:59+00:00,,,,0.0,0.0,mm,
2012-01-28 05:23:02+00:00,,,,0.0,0.0,mm,
2012-01-28 17:21:05+00:00,,,,0.0,0.0,mm,
2012-01-29 05:19:08+00:00,,,,0.0,0.0,mm,
2012-01-29 17:17:10+00:00,,,,0.0,0.0,mm,
2012-01-30 05:15:13+00:00,,,,0.0,0.0,mm,
2012-01-30 17:13:16+00:00,,,,0.0,0.0,mm,
2012-01-31 05:11:18+00:00,,,,0.0,0.0,mm,
2012-01-31 17:09:21+00:00,,,,0.0,0.0,mm,
2012-02-01 05:07:23+00:00,,,,0.0,0.0,mm,
2012-02-01 17:05:26+00:00,,,,0.0,0.0,mm,
2012-02-02 05:03:29+00:00,,,,0.0,0.0,mm,
2012-02-02 17:01:31+00:00,,,,0.0,0.0,mm,
2012-02-03 04:59:34+00:00,,,,0.0,0.0,mm,
2012-02-03 06:43:04+00:00,,,,0.04,1.016,mm,
2012-02-03 06:45:32+00:00,,,,0.04,1.016,mm,
2012-02-03 06:46:54+00:00,,,,0.04,1.016,mm,
2012-02-03 06:47:40+00:00,,,,0.04,1.016,mm,
2012-02-03 07:02:14+00:00,,,,0.12,3.0479999999999996,mm,
2012-02-03 07:07:17+00:00,,,,0.04,1.016,mm,
2012-02-03 07:12:47+00:00,,,,0.04,1.016,mm,
2012-02-03 07:14:33+00:00,,,,0.04,1.016,mm,
2012-02-03 07:22:06+00:00,,,,0.04,1.016,mm,
2012-02-03 07:30:42+00:00,,,,0.04,1.016,mm,
2012-02-03 07:35:34+00:00,,,,0.04,1.016,mm,
2012-02-03 07:43:43+00:00,,,,0.04,1.016,mm,
2012-02-03 08:00:09+00:00,,,,0.04,1.016,mm,
2012-02-03 08:09:35+00:00,,,,0.04,1.016,mm,
2012-02-03 08:20:01+00:00,,,,0.04,1.016,mm,
2012-02-03 08:27:15+00:00,,,,0.04,1.016,mm,
2012-02-03 08:35:00+00:00,,,,0.04,1.016,mm,
2012-02-03 08:44:20+00:00,,,,0.04,1.016,mm,
2012-02-03 08:59:36+00:00,,,,0.04,1.016,mm,
2012-02-03 09:15:53+00:00,,,,0.04,1.016,mm,
2012-02-03 09:40:44+00:00,,,,0.04,1.016,mm,
2012-02-03 09:53:58+00:00,,,,0.04,1.016,mm,
2012-02-03 11:44:29+00:00,,,,0.04,1.016,mm,
2012-02-03 12:16:59+00:00,,,,0.04,1.016,mm,
2012-02-03 12:46:23+00:00,,,,0.04,1.016,mm,
2012-02-03 13:14:33+00:00,,,,0.04,1.016,mm,
2012-02-03 14:04:16+00:00,,,,0.04,1.016,mm,
2012-02-03 14:23:57+00:00,,,,0.04,1.016,mm,
2012-02-03 14:53:23+00:00,,,,0.04,1.016,mm,
2012-02-03 15:12:01+00:00,,,,0.04,1.016,mm,
2012-02-03 15:29:44+00:00,,,,0.04,1.016,mm,
2012-02-03 15:38:10+00:00,,,,0.04,1.016,mm,
2012-02-03 15:51:24+00:00,,,,0.04,1.016,mm,
2012-02-03 16:01:01+00:00,,,,0.04,1.016,mm,
2012-02-03 16:12:33+00:00,,,,0.04,1.016,mm,
2012-02-03 16:30:17+00:00,,,,0.04,1.016,mm,
2012-02-03 16:57:36+00:00,,,,0.0,0.0,mm,
2012-02-04 02:58:55+00:00,,,,0.04,1.016,mm,
2012-02-04 04:55:39+00:00,,,,0.0,0.0,mm,
2012-02-04 16:53:41+00:00,,,,0.0,0.0,mm,
2012-02-04 21:48:21+00:00,,,,0.04,1.016,mm,
2012-02-05 04:47:58+00:00,,,,0.0,0.0,mm,
2012-02-05 16:49:46+00:00,,,,0.0,0.0,mm,
2012-02-06 04:47:49+00:00,,,,0.0,0.0,mm,
2012-02-06 16:45:52+00:00,,,,0.0,0.0,mm,
2012-02-07 04:43:55+00:00,,,,0.0,0.0,mm,
2012-02-07 16:41:58+00:00,,,,0.0,0.0,mm,
2012-02-08 04:40:00+00:00,,,,0.0,0.0,mm,
2012-02-08 16:38:03+00:00,,,,0.0,0.0,mm,
2012-02-09 04:36:06+00:00,,,,0.0,0.0,mm,
2012-02-09 16:34:08+00:00,,,,0.0,0.0,mm,
2012-02-10 04:32:11+00:00,,,,0.0,0.0,mm,
2012-02-10 16:30:14+00:00,,,,0.0,0.0,mm,
2012-02-11 04:28:17+00:00,,,,0.0,0.0,mm,
2012-02-11 16:26:20+00:00,,,,0.0,0.0,mm,
2012-02-12 04:24:23+00:00,,,,0.0,0.0,mm,
2012-02-12 16:22:26+00:00,,,,0.0,0.0,mm,
2012-02-13 04:20:29+00:00,,,,0.0,0.0,mm,
2012-02-13 14:24:16+00:00,,,,0.04,1.016,mm,
2012-02-13 16:18:23+00:00,,,,0.0,0.0,mm,
2012-02-13 18:45:21+00:00,,,,0.04,1.016,mm,
2012-02-13 23:31:30+00:00,,,,0.04,1.016,mm,
2012-02-14 04:15:31+00:00,,,,0.0,0.0,mm,
2012-02-14 09:34:32+00:00,,,,0.04,1.016,mm,
2012-02-14 09:55:31+00:00,,,,0.04,1.016,mm,
2012-02-14 10:32:00+00:00,,,,0.04,1.016,mm,
2012-02-14 16:12:38+00:00,,,,0.0,0.0,mm,
2012-02-15 04:09:46+00:00,,,,0.0,0.0,mm,
2012-02-15 09:05:22+00:00,,,,0.04,1.016,mm,
2012-02-15 16:06:54+00:00,,,,0.0,0.0,mm,
2012-02-15 17:53:36+00:00,,,,0.04,1.016,mm,
2012-02-15 19:41:54+00:00,,,,0.04,1.016,mm,
2012-02-16 04:00:15+00:00,,,,0.0,0.0,mm,
2012-02-16 16:01:09+00:00,,,,0.0,0.0,mm,
2012-02-17 03:58:16+00:00,,,,0.0,0.0,mm,
2012-02-17 15:55:24+00:00,,,,0.0,0.0,mm,
2012-02-18 15:49:39+00:00,,,,0.0,0.0,mm,
2012-02-19 03:46:46+00:00,,,,0.0,0.0,mm,
2012-02-19 15:43:54+00:00,,,,0.0,0.0,mm,
2012-02-20 03:41:01+00:00,,,,0.0,0.0,mm,
2012-02-20 14:38:16+00:00,,,,0.04,1.016,mm,
2012-02-20 15:38:09+00:00,,,,0.0,0.0,mm,
2012-02-20 19:28:18+00:00,,,,0.04,1.016,mm,
2012-02-20 19:38:19+00:00,,,,0.04,1.016,mm,
2012-02-20 19:41:21+00:00,,,,0.04,1.016,mm,
2012-02-20 19:44:03+00:00,,,,0.04,1.016,mm,
2012-02-20 19:46:27+00:00,,,,0.04,1.016,mm,
2012-02-20 19:49:07+00:00,,,,0.04,1.016,mm,
2012-02-20 19:53:43+00:00,,,,0.04,1.016,mm,
2012-02-20 19:59:06+00:00,,,,0.04,1.016,mm,
2012-02-21 01:03:09+00:00,,,,0.04,1.016,mm,
2012-02-21 03:35:16+00:00,,,,0.0,0.0,mm,
2012-02-21 15:32:24+00:00,,,,0.0,0.0,mm,
2012-02-22 03:29:31+00:00,,,,0.0,0.0,mm,
2012-02-22 15:26:39+00:00,,,,0.0,0.0,mm,
2012-02-23 03:23:46+00:00,,,,0.0,0.0,mm,
2012-02-24 03:18:01+00:00,,,,0.0,0.0,mm,
2012-02-24 15:15:08+00:00,,,,0.0,0.0,mm,
2012-02-25 03:12:16+00:00,,,,0.0,0.0,mm,
2012-02-25 15:09:23+00:00,,,,0.0,0.0,mm,
2012-02-26 03:06:31+00:00,,,,0.0,0.0,mm,
2012-02-26 15:03:38+00:00,,,,0.0,0.0,mm,
2012-02-27 03:00:46+00:00,,,,0.0,0.0,mm,
2012-02-27 14:57:53+00:00,,,,0.0,0.0,mm,
2012-02-28 02:55:01+00:00,,,,0.0,0.0,mm,
2012-02-28 13:37:10+00:00,,,,0.04,1.016,mm,
2012-02-28 13:56:26+00:00,,,,0.04,1.016,mm,
2012-02-28 14:52:08+00:00,,,,0.0,0.0,mm,
2012-02-28 14:57:52+00:00,,,,0.04,1.016,mm,
2012-02-28 20:03:23+00:00,,,,0.04,1.016,mm,
2012-02-28 22:10:24+00:00,,,,0.04,1.016,mm,
2012-02-28 22:45:52+00:00,,,,0.04,1.016,mm,
2012-02-28 22:58:33+00:00,,,,0.04,1.016,mm,
2012-02-29 02:49:15+00:00,,,,0.0,0.0,mm,
2012-02-29 14:46:23+00:00,,,,0.0,0.0,mm,
2012-03-01 02:43:30+00:00,,,,0.0,0.0,mm,
2012-03-01 14:40:38+00:00,,,,0.0,0.0,mm,
2012-03-02 02:37:45+00:00,,,,0.0,0.0,mm,
2012-03-02 10:14:02+00:00,,,,0.04,1.016,mm,
2012-03-02 10:48:13+00:00,,,,0.04,1.016,mm,
2012-03-02 14:34:52+00:00,,,,0.0,0.0,mm,
2012-03-03 02:32:00+00:00,,,,0.0,0.0,mm,
2012-03-03 14:29:07+00:00,,,,0.0,0.0,mm,
2012-03-04 02:26:15+00:00,,,,0.0,0.0,mm,
2012-03-04 14:23:22+00:00,,,,0.0,0.0,mm,
2012-03-05 02:16:43+00:00,,,,0.0,0.0,mm,
2012-03-05 14:17:37+00:00,,,,0.0,0.0,mm,
2012-03-06 02:14:44+00:00,,,,0.0,0.0,mm,
2012-03-06 14:11:51+00:00,,,,0.0,0.0,mm,
2012-03-07 02:08:59+00:00,,,,0.0,0.0,mm,
2012-03-07 14:06:06+00:00,,,,0.0,0.0,mm,
2012-03-08 02:02:47+00:00,,,,0.04,1.016,mm,
2012-03-08 02:03:13+00:00,,,,0.0,0.0,mm,
2012-03-08 02:17:46+00:00,,,,0.04,1.016,mm,
2012-03-08 02:26:34+00:00,,,,0.04,1.016,mm,
2012-03-08 02:33:44+00:00,,,,0.04,1.016,mm,
2012-03-08 02:47:21+00:00,,,,0.08,2.032,mm,
2012-03-08 03:11:51+00:00,,,,0.04,1.016,mm,
2012-03-08 04:08:24+00:00,,,,0.04,1.016,mm,
2012-03-08 04:21:59+00:00,,,,0.04,1.016,mm,
2012-03-08 14:00:20+00:00,,,,0.0,0.0,mm,
2012-03-09 01:57:27+00:00,,,,0.0,0.0,mm,
2012-03-09 13:54:35+00:00,,,,0.0,0.0,mm,
2012-03-10 01:51:42+00:00,,,,0.0,0.0,mm,
