time,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 14:28:59+00:00,0.0,0.0,mm,
2012-01-02 02:29:03+00:00,0.0,0.0,mm,
2012-01-03 02:29:11+00:00,0.0,0.0,mm,
2012-01-03 14:29:16+00:00,0.0,0.0,mm,
2012-01-04 02:29:20+00:00,0.0,0.0,mm,
2012-01-04 14:29:24+00:00,0.0,0.0,mm,
2012-01-05 02:29:29+00:00,0.0,0.0,mm,
2012-01-05 14:29:33+00:00,0.0,0.0,mm,
2012-01-06 02:29:37+00:00,0.0,0.0,mm,
2012-01-06 14:29:42+00:00,0.0,0.0,mm,
2012-01-07 02:29:46+00:00,0.0,0.0,mm,
2012-01-07 14:29:50+00:00,0.0,0.0,mm,
2012-01-08 02:29:55+00:00,0.0,0.0,mm,
2012-01-08 14:29:59+00:00,0.0,0.0,mm,
2012-01-09 02:30:03+00:00,0.0,0.0,mm,
2012-01-09 14:30:07+00:00,0.0,0.0,mm,
2012-01-10 02:30:12+00:00,0.0,0.0,mm,
2012-01-10 14:30:16+00:00,0.0,0.0,mm,
2012-01-11 02:30:21+00:00,0.0,0.0,mm,
2012-01-11 14:30:25+00:00,0.0,0.0,mm,
2012-01-12 02:30:29+00:00,0.0,0.0,mm,
2012-01-12 14:30:33+00:00,0.0,0.0,mm,
2012-01-13 02:30:38+00:00,0.0,0.0,mm,
2012-01-13 14:30:42+00:00,0.0,0.0,mm,
2012-01-14 02:30:46+00:00,0.0,0.0,mm,
2012-01-14 14:30:50+00:00,0.0,0.0,mm,
2012-01-15 02:30:54+00:00,0.0,0.0,mm,
2012-01-15 14:30:59+00:00,0.0,0.0,mm,
2012-01-16 02:31:33+00:00,0.0,0.0,mm,
2012-01-16 14:31:07+00:00,0.0,0.0,mm,
2012-01-16 23:54:52+00:00,0.04,1.016,mm,
2012-01-17 02:31:12+00:00,0.0,0.0,mm,
2012-01-17 14:31:16+00:00,0.0,0.0,mm,
2012-01-18 02:31:20+00:00,0.0,0.0,mm,
2012-01-18 14:31:24+00:00,0.0,0.0,mm,
2012-01-19 02:31:29+00:00,0.0,0.0,mm,
2012-01-19 14:31:33+00:00,0.0,0.0,mm,
2012-01-20 02:31:37+00:00,0.0,0.0,mm,
2012-01-20 14:31:41+00:00,0.0,0.0,mm,
2012-01-21 02:31:46+00:00,0.0,0.0,mm,
2012-01-21 14:31:50+00:00,0.0,0.0,mm,
2012-01-22 02:31:54+00:00,0.0,0.0,mm,
2012-01-22 14:31:58+00:00,0.0,0.0,mm,
2012-01-22 18:22:36+00:00,0.04,1.016,mm,
2012-01-22 18:55:59+00:00,0.04,1.016,mm,
2012-01-22 19:04:12+00:00,0.04,1.016,mm,
2012-01-22 23:10:45+00:00,0.04,1.016,mm,
2012-01-23 14:32:08+00:00,0.0,0.0,mm,
2012-01-24 02:32:12+00:00,0.0,0.0,mm,
2012-01-24 14:32:17+00:00,0.0,0.0,mm,
2012-01-25 02:32:21+00:00,0.0,0.0,mm,
2012-01-25 14:32:25+00:00,0.0,0.0,mm,
2012-01-26 02:32:29+00:00,0.0,0.0,mm,
2012-01-26 14:32:34+00:00,0.0,0.0,mm,
2012-01-27 02:32:38+00:00,0.0,0.0,mm,
2012-01-27 14:32:42+00:00,0.0,0.0,mm,
2012-01-28 02:32:47+00:00,0.0,0.0,mm,
2012-01-28 14:32:52+00:00,0.0,0.0,mm,
2012-01-29 02:32:56+00:00,0.0,0.0,mm,
2012-01-29 14:33:00+00:00,0.0,0.0,mm,
2012-01-30 02:33:04+00:00,0.0,0.0,mm,
2012-01-30 14:33:09+00:00,0.0,0.0,mm,
2012-01-31 02:33:13+00:00,0.0,0.0,mm,
2012-01-31 14:33:18+00:00,0.0,0.0,mm,
2012-02-01 02:33:22+00:00,0.0,0.0,mm,
2012-02-01 14:33:26+00:00,0.0,0.0,mm,
2012-02-02 02:33:31+00:00,0.0,0.0,mm,
2012-02-02 14:33:35+00:00,0.0,0.0,mm,
2012-02-03 02:33:39+00:00,0.0,0.0,mm,
2012-02-03 06:48:14+00:00,0.04,1.016,mm,
2012-02-03 06:51:10+00:00,0.04,1.016,mm,
2012-02-03 06:55:43+00:00,0.04,1.016,mm,
2012-02-03 07:00:19+00:00,0.04,1.016,mm,
2012-02-03 07:07:28+00:00,0.04,1.016,mm,
2012-02-03 07:12:11+00:00,0.04,1.016,mm,
2012-02-03 07:16:27+00:00,0.04,1.016,mm,
2012-02-03 07:23:30+00:00,0.04,1.016,mm,
2012-02-03 07:38:27+00:00,0.08,2.032,mm,
2012-02-03 07:47:57+00:00,0.04,1.016,mm,
2012-02-03 08:00:41+00:00,0.04,1.016,mm,
