time,event_raw_value_str,event_value,event_unit
2013-10-29 04:55:48+00:00,0.04,1.016,mm
2013-10-29 05:01:47+00:00,0.04,1.016,mm
2013-10-29 05:05:29+00:00,0.04,1.016,mm
2013-10-29 05:09:24+00:00,0.04,1.016,mm
2013-10-29 05:15:02+00:00,0.04,1.016,mm
2013-10-29 05:26:37+00:00,0.04,1.016,mm
2013-10-29 05:39:30+00:00,0.04,1.016,mm
2013-10-29 05:48:17+00:00,0.04,1.016,mm
2013-10-29 06:14:38+00:00,0.12,3.0479999999999996,mm
2013-10-29 06:37:38+00:00,0.04,1.016,mm
2013-10-29 06:59:48+00:00,0.04,1.016,mm
2013-10-29 07:12:23+00:00,0.04,1.016,mm
2013-10-29 07:26:41+00:00,0.04,1.016,mm
2013-10-29 07:33:07+00:00,0.04,1.016,mm
2013-10-29 07:47:48+00:00,0.04,1.016,mm
2013-10-29 08:02:38+00:00,0.04,1.016,mm
2013-10-29 08:25:33+00:00,0.04,1.016,mm
2013-10-29 11:10:00+00:00,0.04,1.016,mm
2013-10-29 13:48:56+00:00,0.0,0.0,mm
2013-10-30 01:45:59+00:00,0.0,0.0,mm
2013-10-30 12:33:02+00:00,0.04,1.016,mm
2013-10-30 13:43:03+00:00,0.0,0.0,mm
2013-10-30 17:35:20+00:00,0.08,2.032,mm
2013-10-30 17:41:45+00:00,0.04,1.016,mm
2013-10-30 17:52:50+00:00,0.08,2.032,mm
2013-10-30 18:01:25+00:00,0.04,1.016,mm
2013-10-30 18:09:46+00:00,0.04,1.016,mm
2013-10-30 18:22:51+00:00,0.04,1.016,mm
2013-10-30 18:33:47+00:00,0.04,1.016,mm
2013-10-30 18:43:07+00:00,0.04,1.016,mm
2013-10-30 19:04:31+00:00,0.04,1.016,mm
2013-10-30 19:17:35+00:00,0.04,1.016,mm
2013-10-30 19:29:39+00:00,0.04,1.016,mm
2013-10-30 20:09:46+00:00,0.04,1.016,mm
2013-10-30 20:32:28+00:00,0.04,1.016,mm
2013-10-30 22:06:44+00:00,0.04,1.016,mm
2013-10-30 22:25:23+00:00,0.04,1.016,mm
2013-10-30 22:49:59+00:00,0.04,1.016,mm
2013-10-30 23:57:58+00:00,0.04,1.016,mm
2013-10-31 00:25:09+00:00,0.04,1.016,mm
2013-10-31 00:29:11+00:00,0.04,1.016,mm
2013-10-31 00:30:16+00:00,0.04,1.016,mm
2013-10-31 00:31:14+00:00,0.04,1.016,mm
2013-10-31 00:31:54+00:00,0.04,1.016,mm
2013-10-31 00:33:11+00:00,0.04,1.016,mm
2013-10-31 00:38:58+00:00,0.04,1.016,mm
2013-10-31 01:40:06+00:00,0.0,0.0,mm
2013-10-31 03:41:20+00:00,0.04,1.016,mm
2013-10-31 04:03:44+00:00,0.04,1.016,mm
2013-10-31 04:51:50+00:00,0.04,1.016,mm
2013-10-31 05:12:55+00:00,0.04,1.016,mm
2013-10-31 05:31:08+00:00,0.04,1.016,mm
2013-10-31 05:52:50+00:00,0.04,1.016,mm
2013-10-31 06:13:39+00:00,0.04,1.016,mm
2013-10-31 06:31:37+00:00,0.04,1.016,mm
2013-10-31 06:52:56+00:00,0.04,1.016,mm
2013-10-31 07:37:44+00:00,0.08,2.032,mm
2013-10-31 07:50:55+00:00,0.04,1.016,mm
2013-10-31 13:37:10+00:00,0.04,1.016,mm
2013-11-01 01:34:13+00:00,0.0,0.0,mm
2013-11-01 13:31:17+00:00,0.0,0.0,mm
2013-11-02 01:28:20+00:00,0.0,0.0,mm
2013-11-02 13:25:24+00:00,0.0,0.0,mm
2013-11-03 01:22:27+00:00,0.0,0.0,mm
2013-11-03 12:19:31+00:00,0.0,0.0,mm
2013-11-04 00:16:34+00:00,0.0,0.0,mm
2013-11-04 03:13:19+00:00,0.04,1.016,mm
2013-11-04 04:09:01+00:00,0.04,1.016,mm
2013-11-04 12:13:38+00:00,0.0,0.0,mm
2013-11-05 00:10:41+00:00,0.0,0.0,mm
2013-11-05 04:10:31+00:00,0.04,1.016,mm
2013-11-05 05:51:57+00:00,0.04,1.016,mm
2013-11-05 09:17:15+00:00,0.04,1.016,mm
2013-11-05 09:58:33+00:00,0.04,1.016,mm
2013-11-05 12:07:44+00:00,0.0,0.0,mm
2013-11-05 17:12:39+00:00,0.04,1.016,mm
2013-11-05 17:21:09+00:00,0.04,1.016,mm
2013-11-05 17:29:52+00:00,0.04,1.016,mm
2013-11-05 18:24:04+00:00,0.04,1.016,mm
2013-11-05 18:32:11+00:00,0.04,1.016,mm
2013-11-05 19:09:07+00:00,0.04,1.016,mm
2013-11-05 19:40:21+00:00,0.04,1.016,mm
2013-11-05 21:00:23+00:00,0.04,1.016,mm
2013-11-05 22:33:22+00:00,0.04,1.016,mm
2013-11-05 22:53:37+00:00,0.04,1.016,mm
2013-11-05 23:09:28+00:00,0.04,1.016,mm
2013-11-05 23:30:26+00:00,0.04,1.016,mm
2013-11-06 00:03:04+00:00,0.12,3.0479999999999996,mm
2013-11-06 00:04:48+00:00,0.0,0.0,mm
2013-11-06 00:19:54+00:00,0.04,1.016,mm
2013-11-06 00:43:19+00:00,0.04,1.016,mm
2013-11-06 02:03:49+00:00,0.04,1.016,mm
2013-11-06 12:01:52+00:00,0.0,0.0,mm
2013-11-06 23:58:55+00:00,0.0,0.0,mm
2013-11-07 10:28:44+00:00,0.0,0.0,mm
2013-11-08 07:49:09+00:00,0.0,0.0,mm
2013-11-08 19:47:11+00:00,0.0,0.0,mm
2013-11-09 07:45:14+00:00,0.0,0.0,mm
2013-11-09 19:43:17+00:00,0.0,0.0,mm
2013-11-10 07:41:20+00:00,0.0,0.0,mm
2013-11-10 19:39:22+00:00,0.0,0.0,mm
2013-11-11 07:37:25+00:00,0.0,0.0,mm
2013-11-11 19:35:28+00:00,0.0,0.0,mm
2013-11-12 07:33:32+00:00,0.0,0.0,mm
2013-11-12 19:31:35+00:00,0.0,0.0,mm
2013-11-15 19:19:52+00:00,0.0,0.0,mm
2013-11-16 07:17:55+00:00,0.0,0.0,mm
2013-11-16 19:15:58+00:00,0.0,0.0,mm
2013-11-17 07:14:00+00:00,0.0,0.0,mm
2013-11-17 19:12:03+00:00,0.0,0.0,mm
2013-11-18 07:10:06+00:00,0.0,0.0,mm
2013-11-18 19:08:08+00:00,0.0,0.0,mm
2013-11-19 07:06:11+00:00,0.0,0.0,mm
2013-11-19 19:04:14+00:00,0.0,0.0,mm
2013-11-20 07:02:17+00:00,0.0,0.0,mm
2013-11-20 07:13:40+00:00,0.04,1.016,mm
2013-11-20 08:53:32+00:00,0.04,1.016,mm
2013-11-20 19:00:20+00:00,0.0,0.0,mm
2013-11-21 06:58:22+00:00,0.0,0.0,mm
2013-11-21 09:14:00+00:00,0.04,1.016,mm
2013-11-21 10:39:44+00:00,0.04,1.016,mm
2013-11-21 16:23:30+00:00,0.04,1.016,mm
2013-11-21 18:56:25+00:00,0.0,0.0,mm
2013-11-22 06:54:29+00:00,0.0,0.0,mm
2013-11-22 11:24:14+00:00,0.04,1.016,mm
2013-11-22 18:52:32+00:00,0.0,0.0,mm
2013-11-23 06:50:36+00:00,0.0,0.0,mm
2013-11-23 18:48:39+00:00,0.0,0.0,mm
2013-11-24 06:46:43+00:00,0.0,0.0,mm
2013-11-24 18:44:47+00:00,0.0,0.0,mm
2013-11-25 06:42:50+00:00,0.0,0.0,mm
2013-11-25 18:40:53+00:00,0.0,0.0,mm
2013-11-26 06:38:57+00:00,0.0,0.0,mm
2013-11-26 18:37:00+00:00,0.0,0.0,mm
2013-11-27 06:35:04+00:00,0.0,0.0,mm
2013-11-27 18:33:07+00:00,0.0,0.0,mm
2013-11-28 06:31:10+00:00,0.0,0.0,mm
2013-11-28 18:29:13+00:00,0.0,0.0,mm
2013-11-29 06:27:17+00:00,0.0,0.0,mm
2013-11-29 18:25:19+00:00,0.0,0.0,mm
2013-11-30 06:23:23+00:00,0.0,0.0,mm
2013-11-30 18:21:25+00:00,0.0,0.0,mm
2013-12-01 06:19:28+00:00,0.0,0.0,mm
2013-12-01 18:17:31+00:00,0.0,0.0,mm
2013-12-02 06:15:34+00:00,0.0,0.0,mm
2013-12-02 18:13:37+00:00,0.0,0.0,mm
2013-12-03 06:11:40+00:00,0.0,0.0,mm
2013-12-03 18:09:43+00:00,0.0,0.0,mm
2013-12-04 06:07:46+00:00,0.0,0.0,mm
2013-12-04 18:05:49+00:00,0.0,0.0,mm
2013-12-05 06:03:52+00:00,0.0,0.0,mm
2013-12-05 18:01:56+00:00,0.0,0.0,mm
2013-12-06 06:00:00+00:00,0.0,0.0,mm
2013-12-06 17:58:04+00:00,0.0,0.0,mm
2013-12-07 05:56:08+00:00,0.0,0.0,mm
2013-12-07 17:54:12+00:00,0.0,0.0,mm
2013-12-08 05:52:16+00:00,0.0,0.0,mm
2013-12-08 17:50:19+00:00,0.0,0.0,mm
2013-12-09 05:48:23+00:00,0.0,0.0,mm
2013-12-09 17:46:27+00:00,0.0,0.0,mm
2013-12-10 05:44:31+00:00,0.0,0.0,mm
2013-12-10 11:12:59+00:00,0.04,1.016,mm
2013-12-10 17:42:34+00:00,0.0,0.0,mm
2013-12-11 05:40:38+00:00,0.0,0.0,mm
2013-12-11 17:38:41+00:00,0.0,0.0,mm
2013-12-12 05:36:45+00:00,0.0,0.0,mm
2013-12-12 17:34:49+00:00,0.0,0.0,mm
2013-12-13 05:32:52+00:00,0.0,0.0,mm
2013-12-13 09:26:25+00:00,0.04,1.016,mm
2013-12-13 15:29:28+00:00,0.04,1.016,mm
2013-12-13 17:30:55+00:00,0.0,0.0,mm
2013-12-13 20:04:48+00:00,0.04,1.016,mm
2013-12-13 23:42:56+00:00,0.04,1.016,mm
2013-12-14 05:28:58+00:00,0.0,0.0,mm
2013-12-14 17:27:02+00:00,0.0,0.0,mm
2013-12-15 05:25:06+00:00,0.0,0.0,mm
2013-12-15 17:23:09+00:00,0.0,0.0,mm
2013-12-16 05:21:12+00:00,0.0,0.0,mm
2013-12-16 17:19:15+00:00,0.0,0.0,mm
2013-12-17 05:17:18+00:00,0.0,0.0,mm
2013-12-17 17:15:21+00:00,0.0,0.0,mm
2013-12-18 05:13:24+00:00,0.0,0.0,mm
2013-12-18 17:11:27+00:00,0.0,0.0,mm
2013-12-19 05:09:30+00:00,0.0,0.0,mm
2013-12-19 17:07:32+00:00,0.0,0.0,mm
2013-12-20 05:05:35+00:00,0.0,0.0,mm
2013-12-20 17:03:39+00:00,0.0,0.0,mm
2013-12-21 05:01:42+00:00,0.0,0.0,mm
2013-12-21 16:59:46+00:00,0.0,0.0,mm
2013-12-22 04:57:50+00:00,0.0,0.0,mm
2013-12-22 16:55:53+00:00,0.0,0.0,mm
2013-12-23 04:53:57+00:00,0.0,0.0,mm
2013-12-23 16:52:01+00:00,0.0,0.0,mm
2013-12-24 04:50:05+00:00,0.0,0.0,mm
2013-12-24 16:48:09+00:00,0.0,0.0,mm
2013-12-25 04:46:13+00:00,0.0,0.0,mm
2013-12-25 11:20:20+00:00,0.04,1.016,mm
2013-12-25 13:14:24+00:00,0.04,1.016,mm
2013-12-25 13:29:38+00:00,0.04,1.016,mm
2013-12-25 13:50:43+00:00,0.04,1.016,mm
2013-12-25 14:06:22+00:00,0.04,1.016,mm
2013-12-25 14:37:43+00:00,0.04,1.016,mm
2013-12-25 15:06:51+00:00,0.04,1.016,mm
2013-12-25 15:29:15+00:00,0.04,1.016,mm
2013-12-25 16:08:37+00:00,0.04,1.016,mm
2013-12-25 16:44:16+00:00,0.0,0.0,mm
2013-12-26 04:42:19+00:00,0.0,0.0,mm
2013-12-26 16:40:22+00:00,0.04,1.016,mm
2013-12-27 04:38:25+00:00,0.0,0.0,mm
2013-12-27 16:36:28+00:00,0.0,0.0,mm
2013-12-28 04:34:31+00:00,0.0,0.0,mm
2013-12-28 16:32:34+00:00,0.0,0.0,mm
2013-12-29 04:30:37+00:00,0.0,0.0,mm
2013-12-29 16:28:41+00:00,0.0,0.0,mm
2013-12-30 04:26:45+00:00,0.0,0.0,mm
2013-12-30 16:24:49+00:00,0.0,0.0,mm
2013-12-31 04:22:52+00:00,0.0,0.0,mm
2013-12-31 16:20:56+00:00,0.0,0.0,mm
2014-01-01 04:18:59+00:00,0.0,0.0,mm
2014-01-01 16:17:02+00:00,0.0,0.0,mm
2014-01-02 04:15:07+00:00,0.0,0.0,mm
2014-01-02 12:46:52+00:00,0.04,1.016,mm
2014-01-02 16:13:10+00:00,0.0,0.0,mm
2014-01-03 04:11:15+00:00,0.0,0.0,mm
2014-01-03 16:09:19+00:00,0.0,0.0,mm
2014-01-04 04:07:22+00:00,0.0,0.0,mm
2014-01-04 16:05:25+00:00,0.0,0.0,mm
2014-01-05 04:03:29+00:00,0.0,0.0,mm
2014-01-05 16:01:33+00:00,0.0,0.0,mm
2014-01-06 03:59:37+00:00,0.0,0.0,mm
2014-01-06 15:57:42+00:00,0.0,0.0,mm
2014-01-07 03:55:46+00:00,0.0,0.0,mm
2014-01-07 11:40:27+00:00,0.04,1.016,mm
2014-01-07 15:53:50+00:00,0.0,0.0,mm
2014-01-08 03:51:54+00:00,0.0,0.0,mm
2014-01-08 15:49:57+00:00,0.0,0.0,mm
2014-01-09 03:48:01+00:00,0.0,0.0,mm
2014-01-09 15:46:04+00:00,0.0,0.0,mm
2014-01-10 03:44:08+00:00,0.0,0.0,mm
2014-01-10 05:54:01+00:00,0.04,1.016,mm
2014-01-10 15:42:11+00:00,0.0,0.0,mm
2014-01-11 03:40:14+00:00,0.0,0.0,mm
2014-01-11 15:38:17+00:00,0.0,0.0,mm
2014-01-12 03:36:20+00:00,0.0,0.0,mm
2014-01-12 15:34:23+00:00,0.0,0.0,mm
2014-01-13 03:32:26+00:00,0.0,0.0,mm
2014-01-13 15:30:29+00:00,0.0,0.0,mm
2014-01-14 03:28:32+00:00,0.0,0.0,mm
2014-01-14 15:26:35+00:00,0.0,0.0,mm
2014-01-15 03:24:38+00:00,0.0,0.0,mm
2014-01-15 15:22:41+00:00,0.0,0.0,mm
2014-01-16 03:20:44+00:00,0.0,0.0,mm
2014-01-16 15:18:47+00:00,0.0,0.0,mm
2014-01-17 03:16:51+00:00,0.0,0.0,mm
2014-01-17 15:14:54+00:00,0.0,0.0,mm
2014-01-18 03:12:57+00:00,0.0,0.0,mm
2014-01-18 15:11:00+00:00,0.0,0.0,mm
2014-01-19 03:09:04+00:00,0.0,0.0,mm
2014-01-19 15:07:07+00:00,0.0,0.0,mm
2014-01-20 03:05:10+00:00,0.0,0.0,mm
2014-01-20 15:03:13+00:00,0.0,0.0,mm
2014-01-21 03:01:16+00:00,0.0,0.0,mm
2014-01-21 14:59:20+00:00,0.0,0.0,mm
2014-01-22 02:57:24+00:00,0.0,0.0,mm
2014-01-22 14:55:27+00:00,0.0,0.0,mm
2014-01-23 02:53:31+00:00,0.0,0.0,mm
2014-01-23 14:51:35+00:00,0.0,0.0,mm
2014-01-24 02:49:39+00:00,0.0,0.0,mm
2014-01-24 14:47:43+00:00,0.0,0.0,mm
2014-01-25 02:45:45+00:00,0.0,0.0,mm
2014-01-25 14:43:48+00:00,0.0,0.0,mm
2014-01-26 02:41:51+00:00,0.0,0.0,mm
2014-01-26 14:39:54+00:00,0.0,0.0,mm
2014-01-27 02:37:57+00:00,0.0,0.0,mm
2014-01-27 14:36:01+00:00,0.0,0.0,mm
2014-01-28 02:34:06+00:00,0.0,0.0,mm
2014-01-28 14:32:10+00:00,0.0,0.0,mm
2014-01-29 02:30:13+00:00,0.0,0.0,mm
2014-01-29 14:28:17+00:00,0.0,0.0,mm
2014-01-30 02:26:20+00:00,0.0,0.0,mm
2014-01-30 14:24:23+00:00,0.0,0.0,mm
2014-01-31 02:22:26+00:00,0.0,0.0,mm
2014-01-31 14:20:30+00:00,0.0,0.0,mm
2014-02-01 02:18:34+00:00,0.0,0.0,mm
2014-02-01 14:16:37+00:00,0.0,0.0,mm
2014-02-02 02:14:41+00:00,0.0,0.0,mm
2014-02-02 14:12:45+00:00,0.0,0.0,mm
2014-02-03 02:10:49+00:00,0.0,0.0,mm
2014-02-03 13:16:24+00:00,0.04,1.016,mm
2014-02-03 14:06:52+00:00,0.04,1.016,mm
2014-02-03 14:08:53+00:00,0.0,0.0,mm
2014-02-03 15:13:32+00:00,0.04,1.016,mm
2014-02-04 02:06:56+00:00,0.0,0.0,mm
2014-02-04 14:04:59+00:00,0.0,0.0,mm
2014-02-05 02:03:03+00:00,0.0,0.0,mm
2014-02-05 14:01:07+00:00,0.0,0.0,mm
2014-02-06 01:59:11+00:00,0.0,0.0,mm
2014-02-06 13:43:55+00:00,0.04,1.016,mm
2014-02-06 13:57:16+00:00,0.0,0.0,mm
2014-02-07 01:55:20+00:00,0.0,0.0,mm
2014-02-07 13:53:24+00:00,0.0,0.0,mm
2014-02-08 01:51:28+00:00,0.0,0.0,mm
2014-02-08 13:49:32+00:00,0.0,0.0,mm
2014-02-09 13:45:39+00:00,0.0,0.0,mm
2014-02-10 01:43:43+00:00,0.0,0.0,mm
2014-02-10 13:41:47+00:00,0.0,0.0,mm
2014-02-11 01:39:51+00:00,0.0,0.0,mm
2014-02-11 12:28:45+00:00,0.04,1.016,mm
2014-02-11 14:31:05+00:00,0.04,1.016,mm
2014-02-12 01:35:59+00:00,0.0,0.0,mm
2014-02-12 13:12:58+00:00,0.04,1.016,mm
2014-02-12 13:34:02+00:00,0.0,0.0,mm
2014-02-13 01:32:06+00:00,0.0,0.0,mm
2014-02-13 13:30:09+00:00,0.0,0.0,mm
2014-02-14 01:28:12+00:00,0.0,0.0,mm
2014-02-14 13:26:15+00:00,0.0,0.0,mm
2014-02-15 01:24:18+00:00,0.0,0.0,mm
2014-02-15 13:22:22+00:00,0.0,0.0,mm
2014-02-16 01:20:25+00:00,0.0,0.0,mm
2014-02-16 13:18:28+00:00,0.0,0.0,mm
2014-02-17 01:16:32+00:00,0.0,0.0,mm
2014-02-17 13:14:34+00:00,0.0,0.0,mm
2014-02-18 01:12:37+00:00,0.0,0.0,mm
2014-02-18 13:10:40+00:00,0.0,0.0,mm
2014-02-19 01:08:43+00:00,0.0,0.0,mm
2014-02-19 13:06:46+00:00,0.0,0.0,mm
2014-02-19 17:49:14+00:00,0.04,1.016,mm
2014-02-19 22:14:13+00:00,0.04,1.016,mm
2014-02-19 22:25:05+00:00,0.04,1.016,mm
2014-02-19 22:29:45+00:00,0.04,1.016,mm
2014-02-19 22:45:03+00:00,0.04,1.016,mm
2014-02-19 22:46:09+00:00,0.04,1.016,mm
2014-02-19 23:29:44+00:00,0.04,1.016,mm
2014-02-20 01:04:49+00:00,0.0,0.0,mm
2014-02-20 09:45:41+00:00,0.04,1.016,mm
2014-02-20 09:50:33+00:00,0.04,1.016,mm
2014-02-20 12:33:13+00:00,0.04,1.016,mm
2014-02-20 13:02:51+00:00,0.0,0.0,mm
2014-02-21 01:00:55+00:00,0.0,0.0,mm
2014-02-21 12:58:58+00:00,0.0,0.0,mm
2014-02-22 00:57:01+00:00,0.0,0.0,mm
2014-02-22 12:55:04+00:00,0.0,0.0,mm
2014-02-23 00:53:06+00:00,0.0,0.0,mm
2014-02-23 12:51:10+00:00,0.0,0.0,mm
2014-02-24 00:49:13+00:00,0.0,0.0,mm
2014-02-24 12:47:17+00:00,0.0,0.0,mm
2014-02-25 00:45:20+00:00,0.0,0.0,mm
2014-02-25 12:43:23+00:00,0.0,0.0,mm
2014-02-26 00:41:27+00:00,0.0,0.0,mm
2014-02-26 12:39:31+00:00,0.0,0.0,mm
2014-02-27 00:37:34+00:00,0.0,0.0,mm
2014-02-27 12:35:38+00:00,0.0,0.0,mm
2014-02-28 12:31:44+00:00,0.0,0.0,mm
2014-03-01 00:29:47+00:00,0.0,0.0,mm
2014-03-05 12:12:21+00:00,0.0,0.0,mm
2014-03-06 00:10:24+00:00,0.0,0.0,mm
2014-03-06 12:08:28+00:00,0.0,0.0,mm
2014-03-07 00:06:31+00:00,0.0,0.0,mm
2014-03-07 12:04:34+00:00,0.0,0.0,mm
2014-03-08 00:02:36+00:00,0.0,0.0,mm
2014-03-08 12:00:40+00:00,0.0,0.0,mm
2014-03-08 23:58:43+00:00,0.0,0.0,mm
2014-03-09 12:56:46+00:00,0.0,0.0,mm
2014-03-10 00:54:49+00:00,0.0,0.0,mm
2014-03-10 12:52:52+00:00,0.0,0.0,mm
2014-03-11 00:50:54+00:00,0.0,0.0,mm
2014-03-11 12:48:57+00:00,0.0,0.0,mm
2014-03-11 20:01:40+00:00,0.04,1.016,mm
2014-03-11 20:11:07+00:00,0.04,1.016,mm
2014-03-11 21:49:32+00:00,0.04,1.016,mm
2014-03-11 22:24:56+00:00,0.04,1.016,mm
2014-03-11 23:14:34+00:00,0.04,1.016,mm
2014-03-12 00:46:59+00:00,0.0,0.0,mm
2014-03-12 12:45:03+00:00,0.0,0.0,mm
2014-03-13 00:43:05+00:00,0.0,0.0,mm
2014-03-13 12:41:08+00:00,0.0,0.0,mm
2014-03-14 00:39:11+00:00,0.0,0.0,mm
2014-03-14 12:37:14+00:00,0.0,0.0,mm
2014-03-15 00:35:16+00:00,0.0,0.0,mm
2014-03-15 12:33:19+00:00,0.0,0.0,mm
2014-03-15 22:27:07+00:00,0.04,1.016,mm
2014-03-15 22:33:35+00:00,0.04,1.016,mm
2014-03-15 22:52:59+00:00,0.12,3.0479999999999996,mm
2014-03-15 23:02:57+00:00,0.04,1.016,mm
2014-03-15 23:21:34+00:00,0.08,2.032,mm
2014-03-15 23:28:24+00:00,0.04,1.016,mm
2014-03-15 23:36:28+00:00,0.04,1.016,mm
2014-03-15 23:44:52+00:00,0.04,1.016,mm
2014-03-15 23:52:07+00:00,0.04,1.016,mm
2014-03-15 23:59:21+00:00,0.04,1.016,mm
2014-03-16 00:09:27+00:00,0.04,1.016,mm
2014-03-16 00:21:37+00:00,0.04,1.016,mm
2014-03-16 00:31:21+00:00,0.0,0.0,mm
2014-03-16 01:05:20+00:00,0.04,1.016,mm
2014-03-16 12:29:25+00:00,0.0,0.0,mm
2014-03-17 00:27:28+00:00,0.0,0.0,mm
2014-03-17 12:25:31+00:00,0.0,0.0,mm
2014-03-18 00:23:34+00:00,0.0,0.0,mm
2014-03-18 12:21:37+00:00,0.0,0.0,mm
2014-03-19 00:19:39+00:00,0.0,0.0,mm
2014-03-19 12:17:43+00:00,0.0,0.0,mm
2014-03-20 00:15:45+00:00,0.0,0.0,mm
2014-03-20 12:13:48+00:00,0.0,0.0,mm
2014-03-21 00:11:51+00:00,0.0,0.0,mm
2014-03-21 12:09:53+00:00,0.0,0.0,mm
2014-03-22 00:07:56+00:00,0.0,0.0,mm
2014-03-22 12:05:59+00:00,0.0,0.0,mm
2014-03-23 00:04:02+00:00,0.0,0.0,mm
2014-03-23 12:02:05+00:00,0.0,0.0,mm
2014-03-24 00:00:08+00:00,0.0,0.0,mm
2014-03-24 11:58:12+00:00,0.0,0.0,mm
2014-03-24 15:10:50+00:00,0.04,1.016,mm
2014-03-24 23:56:15+00:00,0.0,0.0,mm
2014-03-25 11:54:18+00:00,0.0,0.0,mm
2014-03-25 23:52:21+00:00,0.0,0.0,mm
2014-03-26 11:50:24+00:00,0.0,0.0,mm
2014-03-26 18:23:15+00:00,0.04,1.016,mm
2014-03-26 21:33:26+00:00,0.04,1.016,mm
2014-03-26 22:22:02+00:00,0.04,1.016,mm
2014-03-26 23:48:27+00:00,0.0,0.0,mm
2014-03-27 11:46:30+00:00,0.0,0.0,mm
2014-03-27 13:47:03+00:00,0.04,1.016,mm
2014-03-27 13:48:40+00:00,0.04,1.016,mm
2014-03-27 13:49:25+00:00,0.04,1.016,mm
2014-03-27 13:50:21+00:00,0.04,1.016,mm
2014-03-27 13:51:09+00:00,0.04,1.016,mm
2014-03-27 13:52:03+00:00,0.04,1.016,mm
2014-03-27 14:34:01+00:00,0.04,1.016,mm
2014-03-27 23:44:33+00:00,0.0,0.0,mm
2014-03-28 11:42:36+00:00,0.0,0.0,mm
2014-03-28 23:40:38+00:00,0.0,0.0,mm
2014-03-29 11:38:41+00:00,0.0,0.0,mm
2014-03-29 23:36:44+00:00,0.0,0.0,mm
2014-03-30 11:34:47+00:00,0.0,0.0,mm
2014-03-30 23:32:49+00:00,0.0,0.0,mm
2014-03-31 11:30:52+00:00,0.0,0.0,mm
2014-03-31 23:28:55+00:00,0.0,0.0,mm
2014-04-01 11:26:58+00:00,0.0,0.0,mm
2014-04-01 23:25:00+00:00,0.0,0.0,mm
2014-04-02 04:37:32+00:00,0.04,1.016,mm
2014-04-02 04:42:09+00:00,0.04,1.016,mm
2014-04-02 05:06:55+00:00,0.04,1.016,mm
2014-04-02 05:31:41+00:00,0.04,1.016,mm
2014-04-02 05:37:44+00:00,0.04,1.016,mm
2014-04-02 05:52:45+00:00,0.04,1.016,mm
2014-04-02 06:00:23+00:00,0.08,2.032,mm
2014-04-02 06:03:13+00:00,0.04,1.016,mm
2014-04-02 06:08:58+00:00,0.08,2.032,mm
2014-04-02 06:36:51+00:00,0.04,1.016,mm
2014-04-02 06:54:23+00:00,0.04,1.016,mm
2014-04-02 07:22:06+00:00,0.04,1.016,mm
2014-04-02 07:25:28+00:00,0.04,1.016,mm
2014-04-02 07:37:10+00:00,0.04,1.016,mm
2014-04-02 07:44:11+00:00,0.04,1.016,mm
2014-04-02 07:48:55+00:00,0.04,1.016,mm
2014-04-02 08:16:59+00:00,0.08,2.032,mm
2014-04-02 10:16:31+00:00,0.04,1.016,mm
2014-04-02 11:23:03+00:00,0.0,0.0,mm
2014-04-02 22:38:47+00:00,0.04,1.016,mm
2014-04-02 22:47:14+00:00,0.04,1.016,mm
2014-04-02 22:48:37+00:00,0.04,1.016,mm
2014-04-02 22:51:02+00:00,0.04,1.016,mm
2014-04-02 22:56:26+00:00,0.08,2.032,mm
2014-04-02 23:21:06+00:00,0.0,0.0,mm
2014-04-03 11:19:09+00:00,0.0,0.0,mm
2014-04-03 23:17:11+00:00,0.0,0.0,mm
2014-04-04 11:15:14+00:00,0.0,0.0,mm
2014-04-04 23:13:17+00:00,0.0,0.0,mm
2014-04-05 11:11:20+00:00,0.0,0.0,mm
2014-04-05 23:09:23+00:00,0.0,0.0,mm
2014-04-06 11:07:26+00:00,0.0,0.0,mm
2014-04-06 23:05:28+00:00,0.0,0.0,mm
2014-04-07 11:03:31+00:00,0.0,0.0,mm
2014-04-07 23:01:34+00:00,0.0,0.0,mm
2014-04-08 10:59:36+00:00,0.0,0.0,mm
2014-04-08 22:57:39+00:00,0.0,0.0,mm
2014-04-09 10:55:42+00:00,0.0,0.0,mm
2014-04-09 22:53:44+00:00,0.0,0.0,mm
2014-04-10 10:51:47+00:00,0.0,0.0,mm
2014-04-10 22:49:49+00:00,0.0,0.0,mm
2014-04-11 10:47:52+00:00,0.0,0.0,mm
2014-04-11 22:45:55+00:00,0.0,0.0,mm
2014-04-12 10:43:57+00:00,0.0,0.0,mm
2014-04-12 22:42:00+00:00,0.0,0.0,mm
2014-04-13 08:09:10+00:00,0.04,1.016,mm
2014-04-13 10:40:02+00:00,0.0,0.0,mm
2014-04-13 13:02:39+00:00,0.04,1.016,mm
2014-04-13 13:10:56+00:00,0.04,1.016,mm
2014-04-13 13:36:11+00:00,0.04,1.016,mm
2014-04-13 15:37:18+00:00,0.04,1.016,mm
2014-04-13 15:41:37+00:00,0.04,1.016,mm
2014-04-13 15:45:47+00:00,0.04,1.016,mm
2014-04-13 15:48:23+00:00,0.04,1.016,mm
2014-04-13 15:50:32+00:00,0.04,1.016,mm
2014-04-13 15:51:40+00:00,0.04,1.016,mm
2014-04-13 15:52:48+00:00,0.04,1.016,mm
2014-04-13 15:55:02+00:00,0.04,1.016,mm
2014-04-13 16:00:24+00:00,0.04,1.016,mm
