event_start,event_end,corr_a_km,corr_b,stations_selected,required_positive_count,positive_count_percentile,min_positive_count_floor,max_missing_fraction,min_pair_overlap
2016-08-26 06:00:00-05:00,2016-08-27 12:00:00-05:00,14.187136595566296,0.842177704647081,"16006,16010,16014,16016,16017,16038,16042,16045,16050,16051,16052,16053,16054,16055,16057,16058,16059,16060,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077,16079,16080,16081,16082,16085,16086,16090,16095,16096,2440,2460,2500,2600,2610,2620,2630,2640,2650,2700,2790,2840,2900,3000,3680,3690,3700,3720,3740,3760,3770,3800,3810,3860,3900,3980,4040,4060,4080,4160,5110,5200,5400,5600,5700,5800,6000,7000,7010,7020,7030,7050,7060",7,25.0,1,0.7,3
