station_1,station_2,distance_km,correlation,n_overlap,pos_frac_1,pos_frac_2,miss_frac_1,miss_frac_2
16037,16007,5.712419814621763,0.8872927191886629,7,0.8,0.8888888888888888,0.6153846153846154,0.6538461538461539
16037,16013,13.698765235697886,0.5046888657401499,8,0.8,0.8,0.6153846153846154,0.6153846153846154
16037,16023,3.007137562524377,0.918262954901898,6,0.8,0.8888888888888888,0.6153846153846154,0.6538461538461539
16037,16021,5.29016123555378,0.9439000839183417,8,0.8,0.8,0.6153846153846154,0.6153846153846154
16037,16005,24.165354319145493,0.8514526046241085,9,0.8,0.8,0.6153846153846154,0.6153846153846154
16007,16013,12.756101001630583,0.3970333335883721,6,0.8888888888888888,0.8,0.6538461538461539,0.6153846153846154
16007,16023,5.456684192381145,0.8363229580882997,6,0.8888888888888888,0.8888888888888888,0.6538461538461539,0.6538461538461539
16007,16021,5.485053777804185,0.9364146987983929,6,0.8888888888888888,0.8,0.6538461538461539,0.6153846153846154
16007,16005,22.478067160997412,0.966770861079717,7,0.8888888888888888,0.8,0.6538461538461539,0.6153846153846154
16013,16023,10.692647717914602,0.3850993638975053,7,0.8,0.8888888888888888,0.6153846153846154,0.6538461538461539
16013,16021,8.508534076981784,0.5071092841307507,9,0.8,0.8,0.6153846153846154,0.6153846153846154
16013,16005,10.489856382410117,0.29193299350748325,7,0.8,0.8,0.6153846153846154,0.6153846153846154
16023,16021,2.3881193955590794,0.9608633079624466,7,0.8888888888888888,0.8,0.6538461538461539,0.6153846153846154
16023,16005,21.164686312359922,0.8183416799106082,6,0.8888888888888888,0.8,0.6538461538461539,0.6153846153846154
16021,16005,18.91949069546932,0.9076628847458593,7,0.8,0.8,0.6153846153846154,0.6153846153846154
