station_1,station_2,distance_km,correlation,n_overlap,pos_frac_1,pos_frac_2,miss_frac_1,miss_frac_2
3620,3600,1.4155288875276528,0.8711448103687532,6,0.875,0.875,0.6,0.6
3620,4080,30.987354330125942,0.47809144373375745,4,0.875,0.8,0.6,0.5
3620,4040,29.616266820508013,0.5,3,0.875,0.9,0.6,0.5
3620,2500,25.06956844726054,-1.0,2,0.875,0.75,0.6,0.6
3620,16098,39.47588209341267,-0.12881393156084867,4,0.875,0.8181818181818182,0.6,0.45
3600,16040,53.49700887116055,-1.0,2,0.875,0.75,0.6,0.6
3600,4080,31.602451714394018,-0.17407765595569785,4,0.875,0.8,0.6,0.5
3600,4060,31.32358504166772,-0.8660254037844386,3,0.875,0.8888888888888888,0.6,0.55
3600,4040,30.193620156064235,0.5,3,0.875,0.9,0.6,0.5
3600,2500,25.750527449665057,-1.0,2,0.875,0.75,0.6,0.6
3600,16098,39.307429275793325,-0.022648444515779763,4,0.875,0.8181818181818182,0.6,0.45
16040,2460,27.191785517203463,-0.16018847726881788,4,0.75,0.875,0.6,0.6
16040,4080,28.734598979458426,-0.4680250557607974,4,0.75,0.8,0.6,0.5
16040,4060,28.852632308704862,-0.21431294027447345,4,0.75,0.8888888888888888,0.6,0.55
16040,4040,28.89564482188938,-0.15174867526341773,4,0.75,0.9,0.6,0.5
16040,2500,33.531414685123046,0.971060761117723,4,0.75,0.75,0.6,0.6
16040,16098,15.131665340464057,0.5202800306746747,7,0.75,0.8181818181818182,0.6,0.45
2460,4080,3.987443217111307,0.9081491660214263,7,0.875,0.8,0.6,0.5
2460,4060,3.8145514020439286,0.982939452379027,7,0.875,0.8888888888888888,0.6,0.55
2460,4040,2.6934431222692026,0.9260834204289318,8,0.875,0.9,0.6,0.5
2460,2500,6.349652543526018,-0.06344796961814912,6,0.875,0.75,0.6,0.6
2460,16098,18.07217128799201,0.6061893336961431,6,0.875,0.8181818181818182,0.6,0.45
4080,4060,0.2836664505473904,0.9674435695927729,8,0.8,0.8888888888888888,0.5,0.55
4080,4040,1.65580714819859,0.7949172172955753,9,0.8,0.9,0.5,0.5
4080,2500,6.068510309626532,0.043154825288582936,6,0.8,0.75,0.5,0.6
4080,16098,21.302320423119788,0.3251127013740038,6,0.8,0.8181818181818182,0.5,0.45
4060,4040,1.3934259955158808,0.877961783297647,9,0.8888888888888888,0.9,0.55,0.5
4060,2500,5.811212602150716,0.060591490090017346,7,0.8888888888888888,0.75,0.55,0.6
4060,16098,21.27175346167696,0.5426963677483725,6,0.8888888888888888,0.8181818181818182,0.55,0.45
4040,2500,5.028830103020935,0.5683985600588051,7,0.9,0.75,0.5,0.6
4040,16098,20.6046476597125,0.5630626847155696,6,0.9,0.8181818181818182,0.5,0.45
2500,16098,23.86421598910283,0.9035394164087889,5,0.75,0.8181818181818182,0.6,0.45
