station_1,station_2,distance_km,correlation,n_overlap,pos_frac_1,pos_frac_2,miss_frac_1,miss_frac_2
3600,2540,11.216969433423012,0.7600095816202206,10,1.0,0.9166666666666666,0.56,0.52
3600,2520,13.61422759468749,0.5500336806210805,9,1.0,1.0,0.56,0.6
3600,3810,5.3333826068498995,0.7024135854830824,11,1.0,0.9230769230769231,0.56,0.48
3600,3770,22.00844333022587,0.2663140933716114,8,1.0,1.0,0.56,0.56
3600,16048,52.96642280854356,-0.20746012016827375,6,1.0,0.8181818181818182,0.56,0.56
3600,16035,56.33892830948452,-0.17855559315571848,6,1.0,0.9,0.56,0.6
3600,16040,53.49700887116055,-0.31123219585647355,8,1.0,0.9090909090909091,0.56,0.56
3600,16049,49.654467894918305,-0.2277937817905651,6,1.0,0.9,0.56,0.6
3600,2800,47.977901038324674,-0.5012992495533241,7,1.0,0.9090909090909091,0.56,0.56
3600,2700,41.02435139359238,-0.36446006600287734,7,1.0,0.9090909090909091,0.56,0.56
3600,2710,38.34816518293248,-0.42698608186109777,7,1.0,1.0,0.56,0.6
3600,2420,36.11695357053916,-0.00922281048692257,8,1.0,0.9166666666666666,0.56,0.52
3600,5110,33.12289948517104,-0.08786556258127909,7,1.0,0.9166666666666666,0.56,0.52
3600,2440,32.26535069044739,-0.4429539494249882,8,1.0,0.9,0.56,0.6
3600,2460,29.89428292818858,0.2800404084728554,8,1.0,0.9090909090909091,0.56,0.56
3600,4080,31.602451714394018,0.1129927668858562,8,1.0,0.9166666666666666,0.56,0.52
3600,4060,31.32358504166772,-0.4508739698120698,8,1.0,0.9090909090909091,0.56,0.56
3600,4040,30.193620156064235,0.23191759254617578,7,1.0,1.0,0.56,0.6
3600,4160,23.681651366022187,-0.14821469869804296,8,1.0,0.9,0.56,0.6
3600,16093,32.942285033391904,-0.5257618866942179,8,1.0,0.9166666666666666,0.56,0.52
3600,5600,32.69418284110753,-0.5292836206939372,8,1.0,0.9090909090909091,0.56,0.56
3600,16094,32.40133908702566,-0.17968443227569708,7,1.0,0.9166666666666666,0.56,0.52
3600,5700,29.596369324400943,-0.3207600829136188,8,1.0,0.9230769230769231,0.56,0.48
3600,5900,28.107728272146225,0.573089888897279,7,1.0,0.7692307692307693,0.56,0.48
3600,5170,32.066447463509654,0.1266545747463473,7,1.0,0.8461538461538461,0.56,0.48
3600,5100,31.387479001827785,0.17333161562278362,7,1.0,1.0,0.56,0.56
3600,5200,25.635718375182268,0.7201981880786776,8,1.0,0.9090909090909091,0.56,0.56
