station_1,station_2,distance_km,correlation,n_overlap,pos_frac_1,pos_frac_2,miss_frac_1,miss_frac_2
2800,16072,31.21085175096231,0.9327523756360521,5,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16018,18.36726153535273,0.9748336611060548,5,0.8333333333333334,0.8571428571428571,0.5384615384615384,0.46153846153846156
2800,16007,17.438692809934416,0.9872310490332632,4,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
2800,16028,15.111125366945403,0.9351976001377691,5,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
2800,16017,14.413933706073843,0.8598853257269642,5,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
2800,16098,12.23218325406431,0.9235403681296012,6,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16029,9.578955914300684,0.9801960588196068,4,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.5384615384615384
2800,16010,10.991157222952504,0.9958743478675692,5,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
2800,16077,33.42699943393046,0.8095464665331955,4,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,2840,18.02498126854446,0.43514269256491866,4,0.8333333333333334,0.7142857142857143,0.5384615384615384,0.46153846153846156
2800,16067,19.968428362607373,0.9801960588196068,4,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16075,27.563581977613666,0.8748098899686441,6,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,3700,41.04027446620625,0.6016460660917351,4,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.5384615384615384
2800,16042,5.70553246993104,0.9931146220450887,5,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16044,3.972536496018357,0.9592305082285439,5,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16045,2.2738905557878994,0.997588100575395,5,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16025,13.844528027383065,0.9301263873859231,4,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16026,9.438231932775473,0.9971417558048149,4,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
2800,16020,7.853843635332702,0.9995803432607171,4,0.8333333333333334,0.8333333333333334,0.5384615384615384,0.5384615384615384
16072,16018,15.701641818364848,0.9846291992074971,6,0.8333333333333334,0.8571428571428571,0.5384615384615384,0.46153846153846156
16072,16007,15.351018669366225,0.9653548072326228,4,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
16072,16028,16.5035608553106,0.744854321851377,5,0.8333333333333334,1.0,0.5384615384615384,0.5384615384615384
