,station1,station2,distance_km,correlation
9042,16061,16064,8.735533867415178,0.7476597456984131
9043,16061,16062,6.325786238186389,0.7443851471343362
9044,16061,16059,5.873531308405952,0.7573518975698341
9045,16061,16060,3.80091538534852,0.8081338255681904
9046,16061,16058,3.9595113463369462,0.8758820540872521
9047,16061,16063,4.572503722547508,0.859080280569661
9048,16061,3700,38.181677990180226,-0.4838739897467098
9049,16061,2620,47.93346734391016,-0.47227956138281396
9050,16061,2600,41.85873620119511,-0.5306568450619422
9051,16061,2650,33.132229084525235,-0.45892629782136657
9052,16061,3980,42.204653664194865,-0.7997060240697527
9053,16061,2630,44.10824755595891,-0.8950746899561184
9054,16061,2640,32.27350417024208,-0.6390973127610501
9055,16061,16030,17.236067819047097,0.7029705937276141
9056,16061,16043,19.10242727634312,0.8202185112543023
9057,16061,16042,20.60811144704583,0.7090148059899123
9058,16061,16044,21.379542644006154,0.6819190472163992
9059,16061,16045,22.209337567737716,0.3752356313781067
9060,16061,3820,33.033072422192944,-0.2996122841062677
9061,16061,3800,32.186523543787615,-0.38663973399195434
9062,16061,4150,32.502659434840794,-0.4949037826153464
9063,16061,3740,38.207965672198746,-0.45187405971324635
9064,16061,3900,29.920281651294793,-0.35904433930360896
9065,16061,3680,37.51155935304684,-0.7065808209908645
9066,16061,3880,30.67460943702692,-0.3942105808920905
9067,16061,7000,18.130399640895295,-0.22514836372872524
9068,16061,7060,21.73679388500484,-0.3998546247453349
9069,16061,7050,14.187737815904077,-0.4427924219100297
9070,16061,3940,35.43448433491545,-0.6757388955521887
9071,16061,3760,39.093957721573624,-0.3470965328941334
9072,16061,3660,39.776911568106684,-0.6536622566250541
9073,16061,3690,40.79130957030871,-0.36219796678394445
9074,16061,16025,12.175795368455503,0.7059664771000991
9075,16061,16023,15.632036990177392,0.6472084007163166
9076,16061,16024,13.387090763034191,0.6877799703630303
9077,16061,16021,13.806856054663504,0.4985066145752357
9078,16061,16022,15.062174625946685,0.5534972448304117
9079,16061,16026,16.085451982459617,0.7727801766277274
9080,16061,16027,13.541254291452013,0.4752746694642077
9081,16061,16020,16.318071854760632,-0.4562831759610814
9082,16061,16019,17.41976433868958,0.5129206857986015
9083,16061,16053,11.503489282485534,0.4950396440263379
9084,16061,16090,11.2390020030791,0.6437409113622073
9085,16061,16052,12.217774763868757,0.43786431237846396
9086,16061,16054,13.353076488102994,0.5246997194159922
9087,16061,16051,16.28416854135175,0.4656241857975127
9088,16061,3000,19.353701626296605,-0.5403793419411599
9089,16061,2900,21.61512509750979,-0.9100762688736147
9090,16061,1010,26.96633032933845,-0.5063424787177719
9091,16061,16032,17.9760528513876,0.9013939586463188
9092,16061,16033,23.03739136706266,0.8901021721660656
9093,16061,16031,23.805866012732913,0.9667480284420097
9094,16061,16036,23.459404093354266,0.6227195655489496
9095,16061,16047,22.484232503905435,0.6879514052607266
9096,16061,16034,26.240178007765213,0.7860251817309236
9097,16075,16065,3.942430840515378,0.9519385804522166
9098,16075,16064,10.873143779060728,0.6115501771389168
9099,16075,16062,9.018090923489028,0.6019520623332778
9100,16075,16059,8.036639420693424,0.4815752474423892
9101,16075,16060,5.442380544745594,0.6774744332232404
9102,16075,16058,3.6890251680949584,0.8094837175473301
9103,16075,16063,3.4401596966759156,0.7992073621025412
9104,16075,3700,38.684185784409394,0.6501204730138584
9105,16075,2620,48.30878750949911,-0.4434377538058064
9106,16075,2600,41.624232418002016,-0.8600367362559219
9107,16075,2650,34.00308986920174,0.5030030300035688
9108,16075,3980,42.89302558839834,-0.04768861529327514
9109,16075,2630,44.5568096138503,-0.2548235957188128
9110,16075,2640,32.90488128855505,-0.4173650061841515
9111,16075,16030,20.66664744747516,0.44045842268877977
9112,16075,16043,22.57296272038742,0.7523932634095258
9113,16075,16042,24.09430535714687,0.6165122364898498
9114,16075,16044,24.881834519265215,0.7555227908141311
9115,16075,16045,25.711167116272946,0.3235398421088968
9116,16075,3820,33.0876295434831,-0.2705803407374612
9117,16075,3800,32.116055204526745,0.038857719269801874
9118,16075,4150,31.931169783268224,-0.5054469755959986
9119,16075,3740,38.36428595306661,-0.3641547688170154
9120,16075,3900,30.263233160950623,-0.26789036544863276
9121,16075,3680,38.1250594491178,0.26218535395835657
9122,16075,3880,30.46962698785579,-0.5806715348267344
9123,16075,7000,19.29476782128177,0.11912316487376111
9124,16075,7060,21.648268068579867,0.19171159229967333
9125,16075,7050,13.788506733322578,-0.3261885178024837
9126,16075,3940,36.09578612429064,-0.0923868837673937
9127,16075,3760,40.32161184856953,6.750521511345569e-17
9128,16075,3660,39.00378043027837,-0.7474474469488898
9129,16075,3690,40.4625641951446,-0.5575668829974966
9130,16075,16025,15.539457834754357,0.4816502305626305
9131,16075,16023,18.947332672707358,0.3839769490595526
9132,16075,16024,16.689720530360685,0.48100112151890767
9133,16075,16021,17.21715372522953,0.34630375688266435
9134,16075,16022,18.533016027454792,0.4288067921853592
9135,16075,16026,19.551997181322665,0.7595317237878445
9136,16075,16027,17.04430804482271,0.16587865977997013
9137,16075,16020,19.82064350170479,-0.47649415516792454
9138,16075,16019,20.862600864845486,0.6160195760549622
9139,16075,16053,13.896024130389128,0.4461424629242512
9140,16075,16090,13.496318874847423,0.46318271945106815
9141,16075,16052,14.151930594938566,0.4173564426611518
9142,16075,16054,15.06511783524003,0.3411568896744395
9143,16075,16051,18.012800943945006,0.4504470494063786
9144,16075,3000,21.006534311758255,-0.6250000000000001
9145,16075,2900,23.185565786298447,-0.2817819882980806
9146,16075,1010,28.353805615654593,-0.6015309886719727
9147,16075,16032,20.34957214272472,0.8988521195703897
9148,16075,16033,25.531463312277264,0.8802016281292364
9149,16075,16031,26.674853390522095,0.8311634210335869
9150,16075,16036,26.60187670969737,0.45145798838725826
9151,16075,16047,25.805197338582467,0.6164242420231751
9152,16075,16034,29.48403595031583,0.6010253316938715
9153,16065,16064,10.900239111484192,0.5980858295207174
9154,16065,16062,10.005295372895322,0.5513502490071444
9155,16065,16059,8.535530516473267,0.46047381981382135
9156,16065,16060,6.1801029031205585,0.6380663966960436
9157,16065,16058,3.699609312932251,0.7616183934467053
9158,16065,16063,2.702379395741996,0.7728931718358771
9159,16065,3700,36.027888019946374,0.23671603823699972
9160,16065,2620,45.49710012240975,-0.5521222977101548
9161,16065,2600,38.38563117490914,-0.8858233390878898
9162,16065,2650,31.72209016733097,0.7265034266372478
9163,16065,3980,40.3754622833204,-0.4202278475004077
9164,16065,2630,41.82176242468246,-0.5070925528371099
9165,16065,2640,30.409436148346245,-0.7907457305663569
9166,16065,16030,23.633944994073378,0.36130295766028575
9167,16065,16043,25.376705816922648,0.6692026880275588
9168,16065,16042,26.797853867214446,0.5835404634640602
9169,16065,16044,27.400848206516535,0.8059850828285356
9170,16065,16045,28.039445492881683,0.2948842347548597
9171,16065,3820,30.10484897544832,-0.3518802752626684
9172,16065,3800,29.04603767701584,-0.3092697419395441
9173,16065,4150,28.522177638426342,-0.34911839898477887
9174,16065,3740,35.42522989936725,-0.4208875947373851
9175,16065,3900,27.54021854027269,-0.4748877854844973
9176,16065,3680,35.570182315223235,-0.23238221938503084
9177,16065,3880,27.314349983934985,-0.6970199473394142
9178,16065,7000,17.59319562276875,-0.06198794030965231
9179,16065,7060,18.69050976998669,-0.07859437755933692
9180,16065,7050,10.812634566061826,-0.382402067190361
9181,16065,3940,33.599331357107864,-0.4887246446613184
9182,16065,3760,38.34665402101621,-0.394089201239032
9183,16065,3660,35.45010603445229,-0.851835679553867
9184,16065,3690,37.16626851242725,-0.5719075706128208
