event_start,event_end,corr_a_km,corr_b,stations_selected,required_positive_count,positive_count_percentile,min_positive_count_floor,max_missing_fraction,min_pair_overlap
2018-07-17 21:00:00-05:00,2018-07-18 16:00:00-05:00,10.639275473086892,1.0890832963953,"1010,16005,16013,16015,16019,16022,16031,16033,16034,16035,16040,16042,16043,16048,16049,16051,16052,16054,16060,16062,16090,16093,16098,2420,2440,2460,2500,2600,2740,2800,2840,2890,3600,3620,3640,3660,3690,3810,4040,4060,4080,4150,4160,4200,5100,5200,5400,5700,5800,5900,6000,7000",2,25.0,1,0.7,3
