time_local,1010,16005,16006,16007,16008,16013,16015,16016,16017,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16028,16029,16030,16031,16032,16033,16034,16035,16036,16037,16039,16040,16042,16043,16044,16045,16046,16047,16048,16049,16050,16051,16052,16053,16054,16057,16058,16059,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077,16078,16079,16080,16081,16082,16083,16084,16085,16086,16093,16094,16095,1720,2320,2420,2440,2460,2500,2520,2600,2610,2620,2630,2640,2700,2710,2720,2730,2740,2790,2800,2840,2890,2900,3000,3640,3690,3740,3760,3770,3810,3880,4150,4160,4200,5100,5170,5200,5400,5600,5700,5800,5900,6000,7020,7030
2013-05-30 12:00:00-05:00,,,1.016,,,0.0,,,,,1.016,,,,1.016,1.016,1.016,1.016,1.016,,,,1.016,,,,1.016,1.016,,,1.016,,,,,1.016,,,1.016,,,,0.0,0.0,,,,1.016,,,,,,,,,,,,,,,,,,,,0.0,,,1.016,,,,,,,,,,,,,,,,,,2.032,,,0.0,,1.016,1.016,,,,,,,,,,,,,,,,,,,,0.0,,,,1.016,
2013-05-30 13:00:00-05:00,,,,1.016,1.016,1.016,1.016,1.016,,1.016,1.016,2.032,2.032,1.016,1.016,1.016,0.0,1.016,1.016,,2.032,2.032,2.032,2.032,2.032,2.032,1.016,2.032,2.032,2.032,1.016,2.032,1.016,2.032,2.032,2.032,2.032,2.032,1.016,,,,,,1.016,,1.016,,1.016,1.016,1.016,,0.0,1.016,1.016,1.016,,,,,1.016,1.016,,,,,1.016,1.016,1.016,1.016,1.016,2.032,1.016,1.016,1.016,1.016,1.016,1.016,1.016,,1.016,0.0,,0.0,,0.0,0.0,,,1.016,1.016,1.016,1.016,,1.016,,,,0.0,,,,,,,,,,,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,0.254
2013-05-30 14:00:00-05:00,1.016,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,3.048,3.048,2.032,2.032,2.032,2.032,2.032,2.032,3.048,2.032,2.032,2.032,2.032,2.032,3.048,2.032,3.048,2.032,2.032,2.032,2.032,2.032,2.032,2.032,1.016,2.032,1.016,2.032,1.016,2.032,1.016,2.032,2.032,1.016,2.032,,2.032,2.032,1.016,2.032,,2.032,2.032,3.048,,1.016,3.048,,2.032,2.032,2.032,1.016,1.016,2.032,2.032,1.016,1.016,,2.032,2.032,2.032,2.032,2.032,,1.016,2.032,,1.016,,1.016,1.016,1.016,2.032,2.032,2.032,2.032,1.016,2.032,2.032,1.016,3.048,1.016,2.032,0.0,1.016,1.016,1.016,1.016,,0.0,,2.032,,2.032,2.032,1.016,1.016,,1.016,2.032,1.016,1.016,1.016,0.254
2013-05-30 15:00:00-05:00,2.032,3.048,4.064,5.08,5.08,4.064,4.064,4.064,5.08,5.08,5.08,7.112,5.08,7.112,8.128,5.08,4.064,8.128,7.112,5.08,4.064,6.096,6.096,5.08,8.128,3.048,3.048,4.064,8.128,6.096,2.032,3.048,4.064,4.064,3.048,10.16,4.064,4.064,3.048,3.048,3.048,3.048,2.032,3.048,4.064,4.064,3.048,3.048,4.064,4.064,3.048,6.096,4.064,4.064,3.048,3.048,,3.048,3.048,3.048,5.08,4.064,2.032,,3.048,3.048,3.048,4.064,4.064,3.048,3.048,3.048,4.064,3.048,3.048,4.064,4.064,,3.048,2.032,3.048,2.032,2.032,3.048,2.032,2.032,2.032,2.032,2.032,1.016,2.032,3.048,3.048,4.064,2.032,3.048,2.032,2.032,3.048,2.032,2.032,2.032,1.016,1.016,3.048,3.048,3.048,2.032,1.016,2.032,3.048,3.048,3.048,4.064,4.064,2.032,3.048,2.032,3.048,3.302
2013-05-30 16:00:00-05:00,11.176,12.192,12.192,13.208,8.128,12.192,14.224,11.176,15.24,12.192,6.096,9.144,11.176,11.176,10.16,10.16,11.176,10.16,9.144,13.208,9.144,9.144,9.144,10.16,11.176,7.112,6.096,9.144,10.16,8.128,5.08,7.112,8.128,5.08,6.096,11.176,8.128,7.112,6.096,12.192,8.128,12.192,12.192,14.224,13.208,15.24,13.208,14.224,10.16,18.288,12.192,16.256,15.24,13.208,14.224,19.304,,17.272,13.208,17.272,14.224,15.24,18.288,,14.224,12.192,15.24,11.176,13.208,15.24,15.24,15.24,14.224,14.224,11.176,6.096,6.096,,4.064,2.032,4.064,4.064,7.112,9.144,5.08,5.08,5.08,11.176,5.08,5.08,6.096,5.08,4.064,6.096,5.08,4.064,7.112,13.208,8.128,9.144,7.112,7.112,3.048,4.064,9.144,9.144,10.16,5.08,10.16,6.096,6.096,9.144,7.112,11.176,9.144,11.176,10.16,4.064,12.192,10.414
2013-05-30 17:00:00-05:00,9.144,10.16,10.16,5.08,3.048,6.096,8.128,8.128,6.096,5.08,4.064,2.032,3.048,6.096,5.08,7.112,7.112,4.064,4.064,8.128,4.064,2.032,2.032,4.064,4.064,5.08,4.064,3.048,2.032,2.032,5.08,4.064,4.064,4.064,5.08,5.08,3.048,3.048,5.08,9.144,5.08,9.144,12.192,8.128,7.112,10.16,7.112,8.128,8.128,8.128,9.144,5.08,10.16,4.064,8.128,6.096,,7.112,3.048,7.112,3.048,5.08,5.08,,5.08,5.08,5.08,9.144,7.112,5.08,7.112,3.048,4.064,9.144,7.112,4.064,5.08,,8.128,8.128,8.128,10.16,18.288,8.128,17.272,19.304,20.32,17.272,4.064,5.08,7.112,8.128,7.112,4.064,4.064,4.064,3.048,11.176,9.144,7.112,6.096,15.24,12.192,10.16,8.128,11.176,8.128,9.144,5.08,5.08,4.064,8.128,5.08,10.16,9.144,9.144,8.128,7.112,12.192,2.54
2013-05-30 18:00:00-05:00,6.096,4.064,1.016,4.064,4.064,3.048,2.032,2.032,3.048,4.064,3.048,3.048,4.064,4.064,3.048,2.032,3.048,5.08,3.048,3.048,2.032,4.064,5.08,3.048,3.048,5.08,4.064,3.048,5.08,2.032,4.064,7.112,3.048,5.08,5.08,2.032,5.08,6.096,5.08,3.048,2.032,1.016,2.032,3.048,3.048,2.032,4.064,3.048,4.064,3.048,4.064,2.032,3.048,5.08,3.048,3.048,,3.048,3.048,3.048,2.032,3.048,2.032,4.064,2.032,1.016,2.032,2.032,2.032,1.016,2.032,2.032,5.08,4.064,5.08,6.096,4.064,,4.064,4.064,4.064,3.048,4.064,3.048,4.064,4.064,5.08,6.096,7.112,6.096,8.128,10.16,9.144,2.032,4.064,11.176,1.016,4.064,3.048,2.032,4.064,2.032,4.064,3.048,5.08,5.08,5.08,4.064,1.016,4.064,3.048,4.064,4.064,2.032,5.08,6.096,5.08,2.032,,1.524
2013-05-30 19:00:00-05:00,2.032,2.032,3.048,1.016,1.016,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,2.032,2.032,1.016,2.032,1.016,2.032,2.032,3.048,1.016,3.048,2.032,1.016,2.032,2.032,2.032,2.032,3.048,2.032,1.016,1.016,1.016,3.048,1.016,2.032,1.016,1.016,1.016,,1.016,,2.032,1.016,,1.016,,,1.016,0.0,0.0,,1.016,,1.016,1.016,,1.016,,,,,,1.016,,1.016,2.032,1.016,1.016,2.032,2.032,3.048,2.032,3.048,3.048,4.064,2.032,3.048,2.032,2.032,2.032,2.032,3.048,3.048,3.048,2.032,2.032,1.016,,2.032,2.032,1.016,2.032,3.048,2.032,2.032,2.032,2.032,2.032,2.032,3.048,2.032,2.032,3.048,2.032,3.048,2.032,2.032,1.016,,3.048,0.7619999999999999
2013-05-30 20:00:00-05:00,,,,,,,,,,,1.016,,,,,,,1.016,,,,,,0.0,,,,,,1.016,1.016,1.016,,,,,,,1.016,,,,,,,,,,,,,,,,,1.016,,,,,,,0.0,,0.0,,,,,,,,,,1.016,,,,1.016,,1.016,1.016,0.0,,1.016,,1.016,1.016,1.016,1.016,,1.016,1.016,0.0,1.016,1.016,,,,,,,0.0,1.016,,,,1.016,,,,,,,,,,4.064,,
2013-05-30 21:00:00-05:00,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2013-05-30 22:00:00-05:00,,,,,,,,,,0.0,,,1.016,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,
2013-05-30 23:00:00-05:00,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
2013-05-31 00:00:00-05:00,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.016,
2013-05-31 01:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,
2013-05-31 02:00:00-05:00,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,0.0
2013-05-31 03:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,
2013-05-31 04:00:00-05:00,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2013-05-31 05:00:00-05:00,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,1.016,0.0,1.016,1.016,,0.0,0.0,,,1.016,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
2013-05-31 06:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,1.016,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,,,,,,,,
