event_start,event_end,corr_a_km,corr_b,stations_selected
2017-07-26 17:00:00-05:00,2017-07-27 12:00:00-05:00,23.204615521347478,2.275003320179468,"1010,16005,16006,16007,16008,16010,16011,16013,16014,16015,16016,16017,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16028,16029,16030,16031,16032,16033,16034,16035,16036,16037,16038,16039,16040,16042,16043,16044,16045,16046,16047,16048,16049,16050,16051,16052,16053,16054,16055,16057,16058,16059,16060,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077,16078,16079,16080,16081,16082,16083,16084,16085,16086,16087,16088,16090,16093,16094,16095,16096,16098,1720,2420,2440,2460,2500,2520,2540,2600,2610,2620,2630,2640,2650,2710,2720,2730,2740,2790,2800,2840,2890,2900,3000,3600,3620,3640,3680,3690,3700,3720,3740,3760,3770,3800,3810,3820,3860,3880,3900,3920,3940,3980,4000,4040,4060,4080,4150,4160,4200,5100,5110,5170,5200,5400,5700,5800,5900,6000,7000,7050,7060"
