time_local,16005,16006,16007,16008,16010,16011,16013,16014,16015,16016,16017,16018,16019,16020,16021,16022,16023,16026,16028,16029,16030,16031,16032,16036,16037,16038,16040,16045,16048,16051,16053,16055,16058,16062,16064,16066,16069,16070,16071,16072,16075,16076,16077,16079,16080,16082,16085,16087,16088,16094,16096,1720,2420,2460,2540,2600,2700,2710,2720,2740,2790,2800,2890,2900,3700,3720,4000,4160,5200,5400,5600,5700,7010,7060,7080
2015-09-10 20:00:00-05:00,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,
2015-09-10 21:00:00-05:00,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2015-09-10 22:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
2015-09-10 23:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,,
2015-09-11 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
2015-09-11 01:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,1.016,,,,,,,,,,,,,,,,,,,3.048,2.032,,,1.016,1.016,1.016,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,
2015-09-11 02:00:00-05:00,1.016,9.144,6.096,3.048,2.794,5.08,7.112,8.128,10.16,14.224,13.208,7.112,1.016,3.048,3.048,2.032,2.032,1.016,15.24,4.064,2.032,1.016,5.08,1.016,3.048,2.286,1.016,,1.016,3.048,6.096,22.352,37.592,21.336,10.16,37.592,45.72,58.928,42.672,50.8,42.672,56.896,64.008,36.576,26.416,67.056,17.272,8.128,3.048,3.048,6.096,2.032,1.016,,1.016,2.032,0.0,,0.0,,1.016,,0.0,,2.032,1.016,3.048,1.016,,0.0,3.048,2.032,18.288,14.224,12.192
2015-09-11 03:00:00-05:00,29.464,7.112,21.336,5.08,3.302,4.064,5.08,10.16,6.096,5.08,5.08,22.352,4.064,6.096,18.288,10.16,11.176,10.16,4.064,5.08,8.128,8.128,31.496,11.176,11.176,8.636,7.112,3.048,15.24,29.464,9.144,6.096,9.144,11.176,20.32,6.096,4.064,4.064,4.064,4.064,5.08,10.16,11.176,2.032,9.144,4.064,20.32,2.032,31.496,24.384,8.128,6.096,15.24,37.592,46.736,47.752,9.144,14.224,28.448,24.384,7.112,2.032,28.448,75.184,29.464,66.04,18.288,32.512,74.168,39.624,21.336,13.208,38.608,47.752,11.176
2015-09-11 04:00:00-05:00,6.096,5.08,6.096,5.08,4.8260000000000005,5.08,5.08,6.096,4.064,5.08,5.08,8.128,4.064,3.048,3.048,4.064,4.064,4.064,4.064,4.064,2.032,36.576,11.176,19.304,3.048,2.794,6.096,5.08,4.064,6.096,4.064,4.064,4.064,5.08,6.096,7.112,8.128,11.176,9.144,10.16,8.128,20.32,16.256,4.064,12.192,15.24,19.304,62.992,26.416,5.08,7.112,4.064,4.064,5.08,46.736,32.512,6.096,7.112,7.112,8.128,4.064,5.08,8.128,7.112,28.448,55.88,41.656,6.096,7.112,4.064,6.096,6.096,7.112,9.144,6.096
2015-09-11 05:00:00-05:00,6.096,3.048,6.096,5.08,5.8420000000000005,6.096,4.064,4.064,5.08,4.064,5.08,5.08,6.096,6.096,5.08,5.08,5.08,5.08,5.08,6.096,6.096,8.128,6.096,7.112,7.112,5.8420000000000005,9.144,7.112,7.112,6.096,6.096,5.08,4.064,4.064,4.064,6.096,6.096,5.08,7.112,7.112,4.064,6.096,5.08,6.096,5.08,8.128,6.096,7.112,9.144,6.096,5.08,7.112,6.096,5.08,5.08,4.064,7.112,6.096,6.096,6.096,7.112,6.096,8.128,4.064,7.112,5.08,8.128,10.16,5.08,7.112,6.096,5.08,1.016,6.096,4.064
2015-09-11 06:00:00-05:00,1.016,1.016,1.016,2.032,1.016,1.016,1.016,3.048,1.016,2.032,1.016,2.032,1.016,1.016,1.016,2.032,2.032,2.032,1.016,1.016,1.016,3.048,3.048,3.048,2.032,2.54,2.032,1.016,2.032,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,1.016,1.016,,1.016,1.016,1.016,1.016,1.016,,1.016,1.016,3.048,1.016,1.016,1.016,2.032,1.016,2.032,1.016,3.048,3.048,3.048,3.048,2.032,2.032,2.032,2.032,1.016,1.016,1.016,1.016,1.016,1.016,2.032,,4.064,1.016,1.016
2015-09-11 07:00:00-05:00,0.0,,1.016,,,,,,,,,,,1.016,,,,0.0,,1.016,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,1.016,,1.016,,,1.016,,,0.0
2015-09-11 08:00:00-05:00,,0.0,,,,,1.016,,,,,,,,0.0,,,,,,,,,,1.016,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,1.016,0.0,1.016,,,,,,,,0.0,,,,,,,,1.016,,0.0,
2015-09-11 09:00:00-05:00,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,1.016,0.0,1.016,,,,1.016,,,,,0.0,0.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2015-09-11 10:00:00-05:00,1.016,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.016,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
2015-09-11 11:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,,
2015-09-11 12:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,,,,,,1.016,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
