time_local,1010,16005,16006,16007,16010,16011,16013,16014,16016,16017,16018,16023,16024,16025,16027,16028,16029,16035,16038,16042,16044,16045,16049,16050,16051,16053,16054,16055,16057,16058,16059,16060,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077,16079,16081,16082,16083,16084,16085,16086,16088,16090,16093,16094,16095,16096,2420,2460,2500,2520,2540,2600,2610,2620,2630,2640,2650,2700,2710,2720,2730,2740,2800,2840,2890,2900,3000,3600,3620,3640,3660,3680,3690,3720,3740,3760,3770,3800,3810,3820,3860,3880,3900,3920,3940,3980,4000,4040,4060,4080,4150,4160,4200,5100,5110,5170,5200,5400,5600,5700,5800,5900,6000,7010,7020,7030,7050,7060,7080
2016-04-26 07:00:00-05:00,,,3.048,,,0.0,,,,1.016,,,,,,,,0.0,,,0.0,,,,,1.016,0.0,3.048,4.064,2.032,3.048,3.048,3.048,10.16,1.016,3.048,1.016,,,,1.016,1.016,2.032,3.048,,13.208,4.064,,,6.096,2.032,,,,,,,1.016,0.0,,,1.016,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,
2016-04-26 08:00:00-05:00,1.016,3.048,,0.0,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,9.144,8.128,6.096,7.112,,0.0,2.032,3.048,,0.0,3.048,8.128,5.08,5.08,0.0,,,0.0,1.016,,0.0,0.0,,1.016,0.0,,,,0.0,,0.0,,,,9.144,6.096,7.112,,1.016,,1.016,1.016,,,,,0.0,,1.016,2.032,,,,,,,,,3.048,4.064,,,,,,,,,,,,,,,,1.016,1.016,1.016,,,1.016,,1.016,,2.032,,2.032,1.016,2.032,3.048,8.128,6.096,3.048,5.08,6.096,3.048,6.096,6.096,0.254,8.128,4.064,1.016
2016-04-26 09:00:00-05:00,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,,1.016,2.032,1.016,10.16,1.016,1.016,1.016,6.096,8.128,,,,,,,,,,,2.032,1.016,1.016,1.016,5.08,13.208,4.064,,3.048,4.064,1.016,6.096,1.016,10.16,,7.112,3.048,4.064,3.048,2.032,,,,2.032,,1.016,,0.0,,,,,,,,,3.048,,,,10.16,
2016-04-26 10:00:00-05:00,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,3.048,2.032,14.224,5.08,4.064,4.064,,,,,,,,,,,,,13.208,19.304,13.208,11.176,,12.192,,1.016,5.08,7.112,0.0,,,,,,,,1.016,,,,,,,5.08,,,,,,,,,,,,,,,,
2016-04-26 11:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
2016-04-26 12:00:00-05:00,,,,1.016,,,,1.016,1.016,,,,1.016,1.016,,1.016,,1.016,,,,,,,1.016,,1.016,1.016,1.016,3.048,1.016,2.032,4.064,1.016,3.048,1.016,5.08,2.032,,1.016,,1.016,,,1.016,,2.032,,,,,,,,1.016,,1.016,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,1.016,,,,,,,,,
2016-04-26 13:00:00-05:00,4.064,2.032,,,0.254,1.016,1.016,,,1.016,1.016,,,,,,,,,1.016,1.016,1.016,1.016,2.032,3.048,1.016,1.016,,1.016,,,,,,,1.016,,,,,,,,,,,,,,,,,,,0.0,,,1.016,1.016,1.016,1.016,1.016,1.016,1.016,4.064,4.064,5.08,11.176,4.064,2.032,3.048,4.064,2.032,,2.032,1.016,2.032,,1.016,,,5.08,4.064,16.256,16.256,17.272,14.224,4.064,11.176,7.112,6.096,7.112,4.064,6.096,8.128,7.112,7.112,6.096,5.08,3.048,4.064,3.048,1.016,2.032,1.016,1.016,15.24,6.096,14.224,1.016,,1.016,6.096,1.016,1.016,1.016,2.032,1.016,1.016,4.064,3.048,10.16,4.064,4.064,1.016
2016-04-26 14:00:00-05:00,6.096,2.032,1.016,,,,,,,,,,,,,1.016,,2.032,0.254,3.048,2.032,3.048,2.032,4.064,5.08,1.016,4.064,1.016,1.016,3.048,6.096,6.096,3.048,1.016,2.032,3.048,3.048,,1.016,,1.016,,1.016,,,1.016,2.032,,,,,,,,,1.016,,2.032,1.016,2.032,,,1.016,4.064,9.144,17.272,26.416,25.4,37.592,36.576,21.336,18.288,15.24,1.016,,,,0.0,3.048,,5.08,8.128,8.128,23.368,21.336,15.24,17.272,15.24,23.368,26.416,22.352,10.16,18.288,18.288,20.32,18.288,13.208,17.272,12.192,12.192,14.224,19.304,10.16,6.096,7.112,8.128,17.272,11.176,16.256,3.048,1.016,1.016,7.112,3.048,1.016,1.016,3.048,3.048,3.048,12.192,8.128,12.954,7.112,17.272,
2016-04-26 15:00:00-05:00,5.08,7.112,3.048,1.016,4.064,4.064,4.064,1.016,4.064,4.064,1.016,1.016,1.016,2.032,2.032,3.048,3.048,,,1.016,1.016,1.016,1.016,3.048,3.048,2.032,2.032,,,,,1.016,1.016,1.016,,1.016,,,,,,1.016,,,,,1.016,,,1.016,1.016,1.016,2.032,,,,,,5.08,4.064,6.096,5.08,7.112,11.176,10.16,5.08,5.08,4.064,6.096,6.096,6.096,9.144,7.112,6.096,9.144,11.176,12.192,14.224,2.032,16.256,17.272,5.08,4.064,1.016,2.032,1.016,2.032,6.096,4.064,5.08,7.112,8.128,8.128,5.08,5.08,5.08,7.112,5.08,11.176,6.096,7.112,5.08,4.064,9.144,11.176,12.192,3.048,11.176,4.064,7.112,8.128,7.112,9.144,9.144,6.096,6.096,6.096,9.144,10.16,3.048,5.08,1.016,3.048,5.08,
