event_start,event_end,corr_a_km,corr_b,stations_selected,required_positive_count,positive_count_percentile,min_positive_count_floor,max_missing_fraction,min_pair_overlap
2015-09-10 11:00:00-05:00,2015-09-11 12:00:00-05:00,17.65276722093385,0.7214943058735971,"16005,16006,16007,16008,16010,16011,16013,16014,16015,16016,16017,16018,16019,16020,16021,16022,16023,16026,16028,16029,16030,16031,16032,16036,16037,16038,16040,16045,16048,16051,16053,16055,16058,16062,16064,16066,16069,16070,16071,16072,16075,16076,16077,16079,16080,16082,16085,16087,16088,16094,16096,1720,2420,2460,2540,2600,2700,2710,2720,2740,2790,2800,2890,2900,3700,3720,4000,4160,5200,5400,5600,5700,7010,7060,7080",5,25.0,1,0.7,3
