event_start,event_end,corr_a_km,corr_b,stations_selected,required_positive_count,positive_count_percentile,min_positive_count_floor,max_missing_fraction,min_pair_overlap
2013-05-30 12:00:00-05:00,2013-05-31 12:00:00-05:00,32.75089945927549,1.9125799166200308,"1010,16005,16006,16007,16008,16013,16015,16016,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16029,16030,16031,16032,16033,16034,16035,16036,16037,16039,16040,16042,16043,16044,16045,16046,16047,16048,16049,16050,16051,16052,16054,16057,16059,16062,16064,16067,16069,16075,16079,16082,16083,16084,16085,16093,16094,16095,1720,2420,2460,2500,2520,2600,2620,2630,2640,2700,2710,2720,2730,2740,2790,2800,2840,2900,3000,3690,3740,3760,3770,3810,4150,4160,4200,5100,5170,5200,5400,5600,5700,5800,5900,6000,7010,7020,7030",9,25.0,1,0.7,3
